[00:00.000 --> 00:03.800]  All right Adam before we get into the show proper I'm going to send you right now
[04:30.720 --> 04:34.240]  Because the app store wasn't live in it or anything like that till Friday
[04:34.240 --> 04:37.040]  So in terms of like getting like a sense of the whole experience
[04:37.040 --> 04:39.040]  It was it was relatively new for both of us
[04:39.680 --> 04:42.240]  Right and and I've we've had another week
[04:43.200 --> 04:45.200]  Yeah, and I've been with it for about
[04:46.080 --> 04:48.080]  72 hours now
[04:48.480 --> 04:51.360]  So I've done my fair share of poking around
[04:52.000 --> 04:57.760]  Mostly part partially in prep for talking with you about I feel like that's I kind of have to go through the
[04:57.760 --> 05:02.640]  You know kick the tires and take it through it's run it through its paces right now
[05:02.640 --> 05:06.640]  I'm oh, I brought it into the office. I brought my Apple TV into the office
[05:06.640 --> 05:08.480]  And I have it hooked up to a TV here
[05:08.480 --> 05:12.960]  So I can go through all the UI as we talk about it and right now
[05:12.960 --> 05:14.960]  I'm doing like a little science experiment
[05:15.680 --> 05:17.680]  with the reflection
[05:17.680 --> 05:20.400]  As I you know in the in the in the in the icons
[05:20.400 --> 05:21.840]  What do you call the
[05:21.840 --> 05:27.040]  Refraction? I don't know what you call that well the the the reflection because there's a light source reflected
[05:27.040 --> 05:29.360]  right in the in the in the pain and
[05:30.000 --> 05:36.640]  It's striking me and I'm and I'm using a different reflective surface and that I got I'm using the reflective part of
[05:37.120 --> 05:42.560]  The of the remote of the real remote because I want to make sure okay. Yeah, it does it
[05:44.000 --> 05:49.600]  It didn't it like the way that when you turn the pain to the left or the right that the reflection
[05:50.640 --> 05:52.640]  goes off
[05:52.640 --> 05:54.160]  To you know
[05:54.160 --> 05:58.000]  It goes off to the left or the right the the way it would in the real world
[05:58.400 --> 06:00.400]  Obviously to mimic the physical universe
[06:00.880 --> 06:06.800]  You mean like when you just sort of jiggle your thumb on the touch pad a little bit just to make the currently selected item sort of
[06:07.840 --> 06:08.880]  Rotate around
[06:08.880 --> 06:11.360]  Exactly. Yeah, I get pivots it pivots slightly
[06:11.760 --> 06:16.880]  That's right. It pivots and it also sort of pans over. It's like really cool. Like however they rigged this
[06:17.440 --> 06:19.440]  It's almost like on a ball joint
[06:20.160 --> 06:22.160]  Yeah, that's a good way to put it right
[06:22.160 --> 06:25.440]  So like as if it's like sitting on a bowling ball and
[06:26.240 --> 06:32.720]  You push it back and forth and it reflects the light source behind you, which is sort of a soft light bank
[06:34.400 --> 06:40.000]  God that they're just getting really good at this stuff, you know mimicking the the physical universe
[06:40.240 --> 06:45.520]  In a way that of course it makes sense. We kind of had to like pull it back and go flat for a while
[06:46.560 --> 06:48.560]  while they got better
[06:48.560 --> 06:55.120]  at doing this kind of stuff this kind of visual effect kind of stuff because before you know you look at like aqua and
[06:55.920 --> 06:57.520]  it looked
[06:57.520 --> 06:59.520]  Kind of cool for the time, but it looked like
[07:00.080 --> 07:03.440]  You know relative to the physical world. It looked like garbage. It was dumb
[07:04.240 --> 07:07.360]  But this doesn't look dumb. I don't think no. I like it a lot
[07:08.560 --> 07:10.240]  I do like the way it looks
[07:10.240 --> 07:17.360]  But it's the feel of it that I really like and if there's anything that I feel is just I and I've read a lot more other people's
[07:17.360 --> 07:22.240]  Reviews of it since you know since I spoke about it in the last show and
[07:22.880 --> 07:28.440]  It does seem mixed. It seems like it to me a lot of people are it seems like I'm into minority
[07:28.440 --> 07:32.240]  It seems like a lot of the overall first-week feedback is a
[07:32.800 --> 07:39.840]  Lot more negative than I think it should be yeah, it's like way way more controversial than you would ever think it would be that it seems like a
[07:40.800 --> 07:46.880]  Minority that's that's actually just really like stoked about this thing. Yeah, definitely on your side
[07:46.880 --> 07:49.680]  I I think this is magical and I've been a
[07:50.240 --> 07:54.440]  Apple TV huge proponent of Apple TV since the first version
[07:55.480 --> 07:58.120]  So I've watched it, you know, I've owned a
[07:58.920 --> 08:00.920]  bunch of them I like
[08:00.920 --> 08:04.400]  For I've owned a I've owned oh, yeah, definitely a Vondall 4 and like
[08:05.600 --> 08:07.440]  one you know kind of to the point of
[08:07.440 --> 08:15.200]  Of a fixation where I like I would get one free they're cheap enough now you can get one for each TV
[08:16.440 --> 08:19.840]  And like you know we have to TV, you know two in the office and
[08:20.240 --> 08:22.240]  Or actually four in the office
[08:22.800 --> 08:30.600]  But Jesse Charlie reminded me today on Twitter that I was the guy who would when when the Apple TV first came out version one
[08:30.600 --> 08:35.120]  I would actually travel with it like if we were at all, you know come to to a conference
[08:35.120 --> 08:38.000]  We'd come to a conference in San Francisco
[08:38.000 --> 08:42.400]  And I would bring mine with me and hook it up to the hotel TV just in case
[08:43.400 --> 08:50.000]  And I kept my whole movie library on there because it wasn't nothing there was no real cloud service kind of stuff yet
[08:51.120 --> 08:53.320]  But I would I hacked mine
[08:54.000 --> 08:57.760]  Back then you used this what was it fire something?
[08:58.160 --> 09:02.240]  Do you remember what it was what was it was it not fire wire? No, there's um
[09:02.240 --> 09:09.560]  There's a there's a there's a company a software company that basically sold a hack for the Apple TV. Oh
[09:10.560 --> 09:13.560]  I know what you mean. I forget what it was called
[09:15.080 --> 09:17.080]  This is why we should have a live audience
[09:18.480 --> 09:25.480]  I know what you mean now and and the fact was really I would just say going back zoom out to the big you know big picture
[09:25.480 --> 09:27.480]  There's really only been three
[09:27.480 --> 09:33.480]  Apple TVs the first one which ran like it was like Mac OS X 10 10.4
[09:34.040 --> 09:36.200]  Under the hood it what didn't look like a Mac
[09:36.200 --> 09:41.440]  But if you took it apart and did the equivalent of jail breaking it you could figure out it was a an Intel
[09:42.360 --> 09:48.800]  x86 Mac more or less like a really low-end Mac mini running a version of OS X
[09:50.320 --> 09:52.720]  But with this custom TV interface
[09:52.720 --> 09:56.800]  And sometimes if something went wrong you had to surface like the
[09:57.600 --> 10:05.080]  The BDO S or whatever you could see yeah, yeah, you could you could see all the code running on it
[10:05.080 --> 10:07.600]  And it felt real main frame me in a weird way
[10:07.600 --> 10:11.840]  Then there's the second generation which is when they switched to a much smaller puck
[10:12.120 --> 10:19.480]  The little black puck and it was much simpler and it was under the hood running it was running a version of iOS
[10:19.480 --> 10:25.000]  The third generation is really sort of like 2.5 because it was just like I
[10:26.320 --> 10:33.080]  Forget what it added, but it it maybe that was when they added 1080p support. I forget but it was that that is true
[10:33.080 --> 10:38.880]  Yeah, I was 1080p and for some reason because I have both versions in the home in my in my home right now
[10:39.000 --> 10:42.200]  For some reason version two no longer runs YouTube
[10:42.520 --> 10:45.840]  Yeah, exactly no that I know why that is it long story short
[10:45.840 --> 10:50.680]  It's because at some point Apple stopped doing software updates for that second-generation one and
[10:51.680 --> 10:57.200]  YouTube like sometime within the last six months YouTube changed their
[10:58.200 --> 10:59.880]  API at
[10:59.880 --> 11:07.440]  To such that anything that hooked up to you poo YouTube needed some sort of update to keep active with YouTube and because the second-generation
[11:08.840 --> 11:12.500]  Apple TV isn't getting software updates anymore. It can't use YouTube
[11:13.240 --> 11:14.840]  right and so
[11:14.840 --> 11:21.720]  The second generation is still rolling running the old iOS, which is a awkward and and nasty and then
[11:22.200 --> 11:24.200]  version three iOS
[11:24.880 --> 11:27.720]  Looks pretty good, but nothing compared to this one
[11:28.200 --> 11:32.760]  But I I looked it up. It's called fire well now. It's called fire core that hack that that
[11:33.400 --> 11:36.840]  That hack that you could install and it back then it was called a TV flash
[11:37.440 --> 11:39.080]  ATV flash
[11:39.080 --> 11:45.120]  Yeah, you would buy this software you would use a USB stick to flash your Apple TV and
[11:46.320 --> 11:51.360]  Override the OS somehow and then you could do things like you know mount it
[11:51.840 --> 11:56.440]  On your Mac as an external hard drive copy your movie library onto there
[11:56.840 --> 12:03.880]  And I don't even remember how big the hard drive was but it was enough that I could you know and if you had like a bunch of standard deaf movies
[12:03.880 --> 12:05.680]  You could you could store them on there
[12:05.680 --> 12:12.280]  You could also like hook up an external drive and so really that was my oh, you could all you could you can install other apps like Plex
[12:14.000 --> 12:18.800]  I forget what else, but you know like those Xbox media center kind of media players
[12:18.800 --> 12:23.080]  Yeah, and really like that's the only I never jelbrooke my iPhone
[12:23.080 --> 12:25.080]  But I totally jelbrooke the
[12:25.320 --> 12:28.520]  Apple TV just so I could like do more stuff with it
[12:28.800 --> 12:34.480]  Well, so the original name was ATV flash and what's the new name fire fire core?
[12:34.480 --> 12:39.600]  The fire core fire core. Okay. I don't know what it does now because there's really no need for it
[12:41.360 --> 12:46.480]  Yeah, the first Apple TV. I mean this was I mean that was really I mean and you know
[12:46.880 --> 12:49.600]  That was really when it was a quote-unquote hobby for Apple
[12:49.600 --> 12:51.880]  But the basic idea with the first Apple TV again
[12:51.880 --> 13:00.520]  It wasn't like a Mac mini under the hood it had a spinning hard disk and more or less as I recall unless I'm forgetting something
[13:00.520 --> 13:06.880]  pretty much all it really was good for was watching movies that you had downloaded to the Apple TV somehow
[13:06.880 --> 13:10.480]  Like either from your I either from your iTunes on your computer
[13:10.640 --> 13:17.760]  You could like play a movie that you had downloaded or if you got or like rented or bought a movie from iTunes
[13:18.360 --> 13:22.160]  On your Apple TV you had to wait for the whole thing to download and then it would play
[13:22.840 --> 13:27.720]  Maybe it would start before finish, but you were still downloading it and it was like taking up space on a hard drive
[13:27.720 --> 13:33.640]  Exactly and in hindsight it makes total sense why they would call that a hobby because it didn't work that well
[13:33.640 --> 13:38.760]  It wasn't a good experience, you know consumer experience. There was no airplay
[13:39.320 --> 13:41.320]  there was
[13:41.320 --> 13:46.520]  There was very little you needed it to have a big hard drive just so you could like store the movies that you bought because they
[13:46.560 --> 13:52.120]  You weren't getting them any any other way. Yeah, and I think you know, and it's it was a you know
[13:52.120 --> 13:54.120]  It I think we forget how much
[13:54.120 --> 13:58.920]  It's at home bandwidth has improved in the last eight nine years
[14:00.440 --> 14:05.360]  Chis 2007 that first one came out that does it seems like a lot longer ago than that
[14:05.360 --> 14:09.960]  Yeah, and I think you know you go back in time to 2007 and you know run a speed test
[14:09.960 --> 14:13.320]  You probably have a lot most people would probably have a lot slower connection at home
[14:13.320 --> 14:19.160]  I remember I used to be a freak a common problem with that where you would get like ready to
[14:19.160 --> 14:23.960]  I do remember now that it definitely played before it completely downloaded a movie
[14:23.960 --> 14:30.040]  But it would give you like a ready to play and like for me like the best you ever got would be like ready to play in
[14:30.440 --> 14:31.880]  two minutes
[14:31.880 --> 14:36.040]  And you'd wait two minutes and you know, maybe go to the bathroom before the movie started
[14:36.040 --> 14:38.320]  Maybe go mix it drink or something like that
[14:38.320 --> 14:42.760]  And then it would go but then sometimes you would get it and be like ready to play 30 minutes
[14:43.160 --> 14:45.160]  Spin spin spin
[14:45.160 --> 14:50.440]  Or the work 31 minute you were if you had a bandwidth problem going on
[14:51.000 --> 14:55.640]  Ready to and you've got the popcorn popped and everything and then it's like ready to play 17 hours
[14:56.280 --> 14:58.280]  17 hours 43 minute
[14:59.960 --> 15:07.960]  As a part one as a as a modern dad that really it just it really felt like it really felt like I was just letting my family down
[15:08.920 --> 15:14.360]  Right, but you know you could always go to the blockbuster video and rent the DVD in the same amount of time
[15:14.360 --> 15:20.520]  Right like in the Norman Rockwell America where your dad is the guy who could like fix the chain on your bike
[15:20.520 --> 15:23.000]  You know like you bust the chain on your bike and your dad
[15:23.080 --> 15:30.320]  You know it would have like a bench is basement or the garage where you could like do whatever it takes to fix a busted bike chain
[15:30.440 --> 15:35.680]  Like my version of that is you know a large part of it involves
[15:35.680 --> 15:38.720]  You know ones and zeros and connecting the shirt and making them work
[15:38.720 --> 15:45.280]  And then you promise your family, you know like hey, let's watch the new Pixar and everybody's excited and like you said
[15:45.280 --> 15:50.200]  The popcorn's popped and it says ready to play in 17 hours and it just never goes on well
[15:50.200 --> 15:52.440]  And I know there are still times today
[15:52.440 --> 15:54.480]  I know that I don't know about what the new Apple TV
[15:54.480 --> 15:57.280]  I've never had a problem like that yet in a week that I've had the new Apple TV
[15:57.280 --> 16:03.760]  But I know that there are times where even with like the third generation Apple TV that just got superseded last week
[16:04.040 --> 16:08.040]  That people would get problems like that or just get a spinner that never stops
[16:08.040 --> 16:13.640]  You know, you'd for whatever reason. Yeah, those edge cases those edge cases where
[16:14.120 --> 16:19.360]  You wouldn't know what to do like where the Apple TV wouldn't know what to do just because something went wrong
[16:19.600 --> 16:22.000]  But it did not I like correct itself quickly
[16:22.000 --> 16:27.920]  I like like if you like iTunes can't download this purchase that kind of that that kind of error message that it wasn't really clear
[16:28.040 --> 16:32.680]  What the hell happened except that the thing that you bought won't won't play on your thing
[16:33.600 --> 16:35.600]  but yeah, there's no there's no
[16:35.600 --> 16:44.120]  Better example of what it what it of that domestic kind of uncomfortableness that happens when you and your
[16:44.760 --> 16:49.000]  You know your domestic partner your spouse are sitting down and
[16:50.280 --> 16:53.560]  She or he can't understand why you're so why why?
[16:54.120 --> 17:00.320]  A why you can't fix this thing because I'll she wants to do is watch a movie, but also
[17:00.320 --> 17:04.920]  Why you're spending so much time sweating it because like this is the future
[17:05.360 --> 17:09.200]  The thing that this thing that we hooked up to our computer is the future
[17:10.200 --> 17:16.640]  And just like give it time just be patient and she's like there's a VCR sitting right there like right there
[17:16.640 --> 17:18.640]  We've got a copy of Beetlejuice
[17:18.640 --> 17:20.640]  Ready to go
[17:20.640 --> 17:26.880]  When we used to watch them on disks DVDs or blue rays or even going even going back to the tapes
[17:26.880 --> 17:31.960]  Were the worst thing you could have with the tape is you'd have to wait for it to rewind even going back to that era
[17:31.960 --> 17:39.040]  At least once you know the worst case scenario is that you maybe maybe your DVDs and the shelf in the living room aren't
[17:39.360 --> 17:45.280]  Alpha-petized, you know, and it might take a minute or two like ever have that problem where it's like where the hell is the movie
[17:45.280 --> 17:46.280]  We're sure
[17:46.280 --> 17:53.760]  Yeah, because they're very thin boxes and we I mean sometimes a DV DVD scratches and it won't and it skips and it won't play
[17:54.840 --> 17:56.280]  VHS
[17:56.280 --> 18:01.320]  You take it out of the deck and you put it in your little thing like your little car rewinder
[18:02.360 --> 18:05.720]  You know, you little rewind VHS rewinder that's shaped like a car
[18:06.360 --> 18:13.360]  Wait for it. Maybe like two minutes to rewind. It seems like I guess the more complicated technology gets this is a real
[18:14.960 --> 18:16.960]  Armabombic observation
[18:17.760 --> 18:21.760]  The more complicated technology gets more of a pain in the ass it is
[18:21.760 --> 18:27.600]  It doesn't go over well when you get the you get the 17 hours until it's ready to play
[18:27.880 --> 18:33.120]  But not only that but my specialty was like a V stuff like I was a V guy in the family and
[18:33.880 --> 18:40.120]  Would always have every cable for everything and if my dad couldn't figure out I'd get the damn receiver to go to the
[18:40.680 --> 18:45.600]  DVD player then I would just like print out instructions and stuff but when it's in software
[18:45.600 --> 18:53.840]  It unless you're like a real smart person. You can't figure it out. There's no troubleshooting it. Yeah. He's got to hit the thing
[18:55.480 --> 18:58.560]  But it's this one seems pretty rock solid though
[19:00.320 --> 19:04.720]  The new app for me. Yeah, performance. I have I've had a couple of crashes that
[19:05.280 --> 19:07.640]  Not not system crashes, but out crashes
[19:07.840 --> 19:12.200]  The worst thing I've seen so far is that I've had a couple of times where
[19:12.200 --> 19:19.840]  It's like I turn my TV back on and this is not Apple TV's fault or at least it can't because my TV is sold
[19:20.160 --> 19:24.200]  That it doesn't have the it's called HDMI
[19:24.720 --> 19:26.720]  Dash CEC
[19:26.720 --> 19:33.040]  Which is the the way that if if your device is all speak see the HDMI CEC
[19:33.320 --> 19:37.240]  They can turn each other on and off and they can do things like
[19:38.240 --> 19:40.240]  change the HDMI input so
[19:40.240 --> 19:47.280]  And if with an ideal TV set in theory, you can just turn on your Apple TV and it will also turn on your TV
[19:47.280 --> 19:53.520]  And will switch the input on your TV to the Apple TV input so you just do one you know hit one button and it all goes on
[19:54.360 --> 19:57.920]  I don't have it my TV does isn't even supposed to do that
[19:58.760 --> 20:05.440]  So I have to turn a TV on first and then switch the input on the TV remote and then turn on the Apple TV or or vice versa
[20:05.440 --> 20:10.680]  But I've had twice so far in the last few days where the Apple TV turns on I see the little white light on it
[20:10.920 --> 20:15.400]  But it I don't have any I don't see anything on screen. It's just like black
[20:15.800 --> 20:23.240]  But it's also not like a no signal picture. It's it's just like still there. So what do you do you hit the menu button?
[20:25.000 --> 20:30.040]  What seems to fix it for me is switching to another HDMI this doesn't make any sense
[20:30.040 --> 20:35.960]  I don't even get how how this would fix it, but it seems like if I switch to another input on the TV
[20:36.080 --> 20:42.600]  Like to the TV and then go back to Apple TV and then hit menu or something or home. It'll it'll work
[20:42.600 --> 20:44.600]  But if I don't switch I
[20:45.240 --> 20:48.240]  Can just sit there and hit home or menu and it doesn't do anything
[20:48.360 --> 20:56.640]  Maybe and that seems like a placebo to me because switching the HDMI input on the TV shouldn't affect what the Apple TV is sending out at all
[20:56.640 --> 21:00.160]  Well, I think it just kind of rejiggers it a little bit
[21:01.160 --> 21:04.360]  I think that's what I if I'm right that it's not a placebo
[21:04.360 --> 21:09.040]  I do think that that's it that there's some kind of rejiggering like when you first switch
[21:09.040 --> 21:15.360]  I don't know anything about HDMI. I don't know how it works. Well, it is bi-directional right and so in other words
[21:15.360 --> 21:17.520]  I yeah, so the rejiggering might be like
[21:19.080 --> 21:25.760]  When I switch the TV's input to the TV and it's away from Apple TV it might tell the Apple TV
[21:25.760 --> 21:31.400]  Okay, I'm leaving and then when I switch back. It's like hey, I'm here again, and then it Apple TV somehow
[21:32.480 --> 21:35.600]  And I never had that problem with the old with my previous Apple TV
[21:35.600 --> 21:40.840]  And I can't help but think it's some kind of little silly bug and they will fix it and it's probably the type of bug
[21:40.840 --> 21:47.200]  That was easily slipped through because I'll bet that internally at Apple they weren't really testing on a lot of TV's is old as mine
[21:47.800 --> 21:52.520]  Right well, who knows I bet they have a warehouse full of every single TV
[21:52.520 --> 22:01.560]  In the last, you know, two decades since flat screens have have started been being made or since the HTML at HDMI standard came out
[22:01.560 --> 22:06.520]  I bet they breed it pretty they test them pretty extensively. They'd probably just don't put very much way to
[22:06.960 --> 22:12.520]  Wait into the making it work for perfectly well, and it doesn't happen every time and so I you know
[22:12.840 --> 22:19.880]  I'm not too concerned about it and it's you know once you're already I'm so used to the the little back and forth dance of
[22:19.880 --> 22:25.600]  I got to use like two or three different remotes turn on the sound turn on the TV turn the input on the TV turn on the thing
[22:25.640 --> 22:28.080]  But then once I have that set up then it once it's working
[22:28.080 --> 22:35.280]  I just use the Apple TV remote. I'm happy. Yeah, so we have a couple of these what we have a couple of these smart TVs at home
[22:37.080 --> 22:39.880]  And I heard you and you and Guy talking about this a little bit
[22:39.880 --> 22:42.600]  He said he has a TV with a Netflix app built into it. Yeah
[22:42.600 --> 22:47.320]  So Vizio makes season they're real cheap and they're smart TVs and they've got you know
[22:47.320 --> 22:50.120]  They've got most of the apps. They've got Netflix Hulu
[22:51.200 --> 22:52.560]  YouTube
[22:52.560 --> 22:55.360]  other ones Yahoo all of them the main
[22:56.080 --> 23:00.320]  streaming video apps and there's there's something so freeing about
[23:02.120 --> 23:08.040]  Like one of the TVs we have is 32 inches because it's just meant to go in like in the playroom basically
[23:08.120 --> 23:11.880]  There's something so freeing about unplugging it picking it up putting it somewhere else
[23:11.880 --> 23:18.760]  It's already on the Wi-Fi putting it down anywhere in the house and you just like launch the Netflix app and it'll play a video
[23:19.000 --> 23:21.000]  without any other crap connected to it
[23:21.480 --> 23:22.920]  That's
[23:22.920 --> 23:26.200]  You know, that's like that that is the era of software in
[23:27.240 --> 23:32.760]  TV and I don't think most people have gotten to like really like really see that future all that much
[23:34.600 --> 23:37.720]  Just because we've the the development of
[23:37.720 --> 23:47.120]  Software in TV in this way that we're seeing an Apple TV has been really gone going on it's been going on concurrently
[23:48.080 --> 23:54.920]  Where smart where TVs themselves are getting smart, but also there's just every every hardware company out there is making its own
[23:55.080 --> 23:57.080]  Little box that you're supposed to plug in
[23:57.360 --> 24:01.320]  So it's really too row to roads at the same time and
[24:02.200 --> 24:05.160]  It's a matter of who's kind of getting there first and I
[24:05.160 --> 24:07.160]  For my money
[24:07.720 --> 24:11.720]  You know the Apple TV model is really really smart
[24:12.520 --> 24:14.520]  elegant, you know
[24:14.520 --> 24:16.520]  Box that holds everything is
[24:17.400 --> 24:19.720]  Probably the way that I would go instead of
[24:20.520 --> 24:24.040]  You know the other model, which is them making their own screen or whatever it is
[24:25.640 --> 24:30.600]  Did you see that I linked to I think the other Dan Daring fireball written by Abdell E-Bream?
[24:30.600 --> 24:35.720]  Yeah, I read that he's got his own blog. I've but he wrote this one at medium and more or less
[24:36.200 --> 24:39.240]  He's he's saying and this is after you know
[24:39.240 --> 24:45.160]  I get he got his hands on the new Apple TV that he still thinks Apple is gonna build a TV set with Apple TV built in
[24:45.160 --> 24:51.400]  You know sort of the the white whale of Apple TV sure sure and I do see I you know
[24:51.400 --> 24:56.360]  You can't help it see the appeal of that a little bit like even going back
[24:56.360 --> 25:03.240]  To my childhood. I mean it was probably before you were born. You're a youngster, but like when we first got
[25:03.880 --> 25:06.520]  our Atari 2600 and
[25:07.720 --> 25:14.040]  You'd hook it up to the TV like on that it was like the coaxial in I guess and our maybe it wasn't even coaxial
[25:14.040 --> 25:19.000]  No, it wasn't it was there was like this you screw them in you screw them in the little pins
[25:19.000 --> 25:22.840]  Yeah, like two little prongs like two little prongs and you'd screw them in
[25:22.840 --> 25:30.600]  Yeah, it was like to hook up your Atari 2600. You were like you were like a screwdriver. You're just gonna shock
[25:32.520 --> 25:34.760]  But there was also and I still to this day
[25:34.760 --> 25:38.600]  This is probably something I should look up because I've been curious about it since I was like seven
[25:38.920 --> 25:44.360]  Is you had the option between doing it on channel two or channel three and I was three or four was a three or four
[25:44.360 --> 25:48.440]  Whatever it was it was two of the lower channels, and I don't know why that was an option
[25:48.440 --> 25:53.240]  I there must have been some kind of case where where you did this
[25:53.240 --> 25:54.600]  Frequency interference. Yeah
[25:54.600 --> 26:00.600]  That like if you were got like a real strong signal from your local channel three station that channel four would be better for Atari or something
[26:00.600 --> 26:04.520]  Right or your microwave was on channel three. So you had to put your Atari on a channel four
[26:05.400 --> 26:08.840]  Yeah, something stupid like that, you know, just oh god analog
[26:09.720 --> 26:14.520]  The analog video world could not have gone away sooner as far as I'm concerned
[26:14.520 --> 26:20.440]  But even even that little once you had the thing hooked up and there was the two three thing and and I don't know
[26:20.440 --> 26:25.000]  Sometimes it would I don't even know why like maybe somebody would accidentally flip that switch because they thought they were
[26:25.240 --> 26:29.000]  Flipping the difficulty switch on the Atari and then you'd be like
[26:29.640 --> 26:33.640]  Your tarry you wouldn't it wouldn't come on. It would just be static and you'd be like turn to dial
[26:33.640 --> 26:38.440]  You know you turn to dial for and it's like anything like that is such it just seat feels
[26:39.640 --> 26:43.240]  Irritating it just feels like
[26:43.240 --> 26:47.080]  We're still in a race to get back to the simplicity of
[26:48.440 --> 26:55.160]  TV before there was anything you could ever plug into your TV where it was just a box that you turned on and there was a dial that had
[26:55.960 --> 26:57.960]  You know 14
[26:57.960 --> 27:02.600]  14 things on it, right? It was like two through 13 and UHF whatever that was
[27:03.240 --> 27:05.240]  and that was it
[27:05.240 --> 27:08.280]  You yes, you'd turn to dial to one of those 14 things and
[27:09.720 --> 27:12.120]  You could turn the thing on or off and that was it
[27:12.120 --> 27:17.240]  And there's a and there were there were four companies that are three companies out there
[27:18.040 --> 27:22.280]  Making everything that you could possibly need to watch. Well everything that you really wanted to watch
[27:22.920 --> 27:26.120]  Right all of the prime time stuff came from three different companies
[27:26.680 --> 27:31.720]  ABC NBC CBS. I don't know what they had around the world, but in the US that's what we had and we liked it
[27:34.360 --> 27:36.920]  Now obviously, you know, we don't want to go back to that
[27:36.920 --> 27:42.520]  But I feel like we we've spent 30 years trying to get back to that level of simplicity
[27:44.680 --> 27:51.080]  Absolutely, and I think where we're where we're getting there is this the the intelligence of discovery like the
