[00:00.000 --> 00:05.700]  I just got a Mojave alert from Skype asking me to use my microphone. So hopefully it actually works
[06:49.360 --> 06:50.720]  production
[06:50.720 --> 06:56.040]  miscues that I can remember the single worst one I can remember is the white iPhone for the white iPhone 4
[06:56.040 --> 07:01.160]  Yeah, that was my first one too didn't come out was supposed to come out or the black one came out at the end of
[07:01.160 --> 07:05.800]  June and that was the last phone that came out at the end of June because the 4s was the first one
[07:06.000 --> 07:10.480]  That moves you to the temple what actually moved to October. Yeah, that's right
[07:13.480 --> 07:18.120]  But I think it was supposed to be September, you know, and it was just held up but
[07:19.000 --> 07:23.440]  The white iPhone 4 didn't ship until I think late April
[07:23.440 --> 07:30.760]  And possibly even early May so it was at least like nine months late might have been ten months late and
[07:31.880 --> 07:37.520]  Even though even though it was ten months late. It wasn't like the new ones came out two months later, but we didn't know that
[07:37.760 --> 07:39.680]  You know, yeah
[07:39.680 --> 07:44.260]  So that was the one year where Amy didn't get a new iPhone because she definitely wanted the white one
[07:44.260 --> 07:46.260]  So she was waiting for it
[07:47.640 --> 07:51.320]  The time she came out she was like I'm not buying a year-old phone, I mean that's
[07:51.320 --> 07:56.080]  For $800. It's ridiculous. She knows better. Yeah, so that was a bad one
[07:56.080 --> 08:03.520]  I mean that was really bad that was bad home pod had a delay, but the delay was pretty well communicated. I think yeah, and
[08:04.680 --> 08:08.000]  Home no air pods were a little it's right
[08:08.560 --> 08:11.360]  You know, yeah, they did make it before the end of the year
[08:11.360 --> 08:14.340]  I mean you could you know just barely like one one
[08:14.640 --> 08:20.240]  Production line made it before the end of the year and then they kind of eased up in what February but that's no that's that's
[08:20.240 --> 08:24.680]  The Nintendo playbook right like it's no different than a lot of other manufacturers
[08:24.680 --> 08:29.760]  We're just it feels weird to us because Apple is not usually one of these companies. That's like
[08:30.240 --> 08:32.520]  We're not gonna hit our shipping deadline
[08:32.520 --> 08:33.080]  All right
[08:33.080 --> 08:38.640]  like and so to see them do it just I don't know whether it instills fear or if it's just a
[08:38.960 --> 08:41.680]  Profound head scratching like what is going on?
[08:42.520 --> 08:48.800]  Yeah, I don't know. So I don't know. I hope for Apple's sake they get it out before the September event
[08:48.800 --> 08:55.440]  I wouldn't be surprised. You know how like they ship the air power to update like literally one week before WWDC
[08:56.040 --> 09:02.360]  Mm-hmm. I kind of expect like okay, here's air power one week before the iPhone announcement
[09:02.360 --> 09:03.720]  I don't know my god
[09:03.720 --> 09:08.800]  We're gonna have to start a betting pool on this like how many people think it'll be released before or how many people think?
[09:08.800 --> 09:13.720]  It'll be released after and only with watch us for it or watch us for watch series for support
[09:13.720 --> 09:18.440]  If they just really just go try to you know, go full denial
[09:19.200 --> 09:21.200]  Like air power. What's that?
[09:21.560 --> 09:27.560]  That was never a product. They just scrub it from the keynote, right? We've always been at war with East Asia
[09:28.480 --> 09:30.480]  Exactly. It's totally oh
[09:30.760 --> 09:32.800]  My god, I'm drawing a blank on his name. What's his name?
[09:34.640 --> 09:39.800]  Author of 94 or well poor. Well, geez how I'm losing that hair serenity
[09:39.800 --> 09:47.480]  It's only Wednesday. It's only Wednesday, John. I know it's like WWDC was still recent, but sleep. Yeah
[09:47.480 --> 09:49.480]  I tell you what I always I
[09:51.160 --> 09:56.600]  The I always forget how hard it is for me at least to catch up after WWDC
[09:57.760 --> 10:02.000]  Because and I think it's the right way to do it, but I'm generally off
[10:02.000 --> 10:09.720]  off and it's a combination of things like Mondays that the keynote day is just crazy for me because it's just keeping up and
[10:09.720 --> 10:14.560]  It's always funny to me. This has been the case ever since I started going to WWDC where I always feel like
[10:15.640 --> 10:20.600]  Like one of the least informed people who follows Apple all day on Wednesday
[10:20.680 --> 10:26.440]  We're like, you know, I'll be meeting someone, you know, like it's six o'clock and they'll be like mentioning something
[10:26.440 --> 10:30.640]  You know that wasn't in the keynote but and it's like big news and I'm like what they announced the head
[10:30.640 --> 10:32.960]  They're like, yeah that came out like, you know
[10:32.960 --> 10:36.360]  They that came out at like noon and it was like what I had no idea
[10:36.360 --> 10:39.040]  like I feel like I'm in this huge information vacuum where I'm
[10:39.280 --> 10:45.480]  Just locked into what was in the keynote and trying to get all the details on it then Tuesday now in recent years
[10:45.480 --> 10:48.000]  I'm all consumed by my live show
[10:48.840 --> 10:53.200]  Mm-hmm, and then by Wednesday, I'm trying to be social because it's like Tuesday and Monday
[10:53.200 --> 10:58.300]  I was totally like I was Monday. I'm locked into like the keynote and briefings Tuesday. I'm in my
[10:58.300 --> 11:00.300]  Panic vacuum
[11:02.740 --> 11:07.420]  Preparing for the show and then Wednesday, you know, I try to be sociable and Thursday
[11:07.420 --> 11:08.460]  I just try to you know
[11:08.460 --> 11:13.540]  Hang out and see people and bump into people and not be on the computer and then I wind up with you know
[11:13.540 --> 11:18.220]  Usually I wind up most weeks with a lot of unread emails, but it's nothing like WWDC week
[11:19.380 --> 11:26.200]  WWDC week I feel like is the week where all of my normal computing talents just go to hell because like you said it's like
[11:26.200 --> 11:29.160]  There's so much the the joy of going to
[11:29.780 --> 11:36.660]  WWDC is talking to people in person and making those connections that you might not all otherwise make and especially if you have the pass
[11:37.020 --> 11:40.960]  Like being able like I had that I had a dev pass for the first time this year
[11:40.960 --> 11:46.100]  And so I was like the the few moments of free time I had I was like, alright
[11:46.100 --> 11:50.340]  Gotta go check out these sessions gotta go talk to these developers gotta go like, you know
[11:50.340 --> 11:55.960]  Listen to these engineers talk about pencil support and all of these things gotta go talk with ADA winners gotta go
[11:55.960 --> 12:02.220]  Podcast in the fancy podcasting room and then before you know it it's Friday morning and you're like, holy crow
[12:02.220 --> 12:07.220]  Did I really like go through four days of appointments that were like 7 a.m. To 11 p.m
[12:07.460 --> 12:13.660]  Like you kind of blink and and then you look at your computer or Twitter Twitter's the worst
[12:13.900 --> 12:19.960]  Especially on I feel like on keynote day because you know, like I know you don't really live blog it so much
[12:19.960 --> 12:27.000]  Oh, but like the opposite really? Yeah, you just like take it in I take it in by live blogging for I'm more
[12:27.280 --> 12:28.240]  so I'm like
[12:28.240 --> 12:34.800]  I basically turn off my main feed and just focus on like writing for about two hours straight
[12:35.280 --> 12:40.960]  and then leave Twitter alone while I'm like running around and get talking to people and and
[12:41.320 --> 12:47.280]  Digging into those betas so I can find out about that weird feature you you hear about on on Monday afternoon or Monday evening
[12:47.280 --> 12:51.100]  And then by the time I actually touch Twitter again, it's like
[12:52.140 --> 12:58.120]  1500 new tweets and normally normally I would just declare Twitter bankruptcy and just you know
[12:58.120 --> 13:01.840]  If I like I've done this before I've gone on Derby tournaments, right and I come back and I'm like
[13:01.840 --> 13:03.440]  I don't want to read this weekend stuff
[13:03.440 --> 13:12.200]  But Monday, I feel an unlike an obsessive need to go through this in the hopes of like someone will have spotted
[13:12.280 --> 13:15.440]  Something that I missed usually like this year
[13:15.440 --> 13:21.920]  It was really just like all right Steve Trotton Smith Steve Trotton Smith like Guillermo Rambo Steve Trotton Smith
[13:21.920 --> 13:27.280]  I know but like they're it's really helpful at least for me on Mondays to like
[13:27.600 --> 13:31.200]  go through that and find what other people have grabbed while like
[13:31.720 --> 13:35.000]  Researching various things because it allows me to put together like the full picture
[13:35.360 --> 13:39.320]  But it also means that I'm reading 1500 tweets at like 11 p.m
[13:39.320 --> 13:44.320]  On Monday, and then I don't get to sleep until 2 and then I have a thing on that's 630 the next morning
[13:44.320 --> 13:50.480]  So it's uh, yeah the bank the email bankruptcy the like feeling of just your tech is completely
[13:50.960 --> 13:54.320]  Killing you slowly is a it's a very real one. I
[13:54.960 --> 13:56.960]  find that I
[13:57.600 --> 14:05.120]  Really am I know some people might might think I'm exaggerating but I truly am a preposterously bad email person
[14:05.120 --> 14:11.640]  I really should I really should hire someone I trust to to have full access to my email
[14:11.640 --> 14:14.320]  I really should have her like an assistant who I trust
[14:14.480 --> 14:20.960]  To literally have access to all of my email and to go through and read it every day and and at least call out anything
[14:20.960 --> 14:23.580]  That's a holy crap. You really you know, this one's important
[14:24.680 --> 14:28.120]  Cuz I'll just go days and there'll be like truly important emails
[14:33.960 --> 14:39.920]  Well, if something was really important I feel like they would find a way to get in contact via text
[14:39.920 --> 14:46.560]  That's kind of how I've like lived my life for the last nine months is like if someone hasn't pinged me on slack or on
[14:46.800 --> 14:53.720]  iMessage, it's probably not that like it's probably not life-threateningly important and for all of the things
[14:53.720 --> 15:01.520]  There's the VIP box, but imagine I don't know. Imagine imagine that you're searching for something else in email and
[15:02.400 --> 15:07.920]  You've you know how you're searching for something and you know how you get like a weird list and it might contain things you don't
[15:07.920 --> 15:12.560]  Think and I see something totally unrelated to what I'm looking for. But the from address is
[15:14.200 --> 15:16.200]  Let's say a very famous person
[15:17.880 --> 15:24.680]  Everybody's listening to the show knows exactly who they are and that this person sent me a very
[15:25.560 --> 15:29.040]  Complimentary and kind email and it was five months old
[15:29.040 --> 15:36.600]  That's that happened to me about a week ago
[15:38.080 --> 15:40.080]  And you don't get a second email
[15:40.560 --> 15:47.200]  About something like that. No like so urgent emails. Yes, somebody will figure out a way to get it
[15:48.440 --> 15:50.800]  Important emails not always but I'm very bad at it
[15:50.800 --> 15:56.520]  but one reason I've gotten worse at it is because of Twitter and and it's because I
[15:56.520 --> 16:02.760]  Love how if I do want to catch up on Twitter and for me, I never catch up on my timeline. It's impossible
[16:02.760 --> 16:04.760]  I've you many many years ago
[16:05.400 --> 16:06.680]  realized I
[16:06.680 --> 16:10.840]  Twitter was more better for me if I just follow more people than I could ever hopefully
[16:11.600 --> 16:18.760]  Complete but I do try to be a completionist or near completionist on mentions to at Gruber and at during fireball
[16:18.760 --> 16:24.880]  And I sort of treat them like email like, you know, if you can fit like a comment to me
[16:24.880 --> 16:28.960]  About like a during fireball article in a Twitter mention
[16:30.080 --> 16:33.760]  And you're willing to you know, obviously that's public not private, you know
[16:33.760 --> 16:37.400]  You're way you're you're ten times more likely for me to actually read it
[16:37.400 --> 16:42.440]  if you do it on Twitter than if you send it as an email but part is that all I have to do is
[16:42.440 --> 16:48.040]  Scroll and I'm a really good reader and I don't have to open anything
[16:48.040 --> 16:52.880]  I just scroll and I read and there's never anything to open and
[16:52.880 --> 16:56.040]  I know that there are male clients that are more
[16:56.720 --> 17:04.800]  timeline II, you know and and but it's still like just the nature of email and and this this in hindsight sort of
[17:04.800 --> 17:12.640]  Insane practice of quoting entire messages and that the chains of emails contain the previous emails
[17:13.640 --> 17:15.600]  It just makes it so much harder
[17:15.600 --> 17:19.920]  It's like you're in you scroll the email then you go back and it it just seems
[17:19.920 --> 17:24.280]  So much more of an uphill process, you know fighting upstream
[17:24.840 --> 17:28.440]  Whereas catching up on Twitter, it might take a while might be like wow
[17:28.440 --> 17:32.760]  I am way behind but at least it feels like I'm swimming downstream
[17:33.280 --> 17:40.400]  Well, you're actually it's helpful because Twitter, you know, even with the expanded character limit Twitter is still short, right?
[17:40.400 --> 17:47.920]  Like there there are emails in my inbox right now that are like seven paragraphs long and you know, like you can't
[17:47.920 --> 17:55.560]  If if you're given the choice between reading one email, that's seven paragraphs long or finishing 20 tweets
[17:55.640 --> 18:00.440]  that are you know 140 to 240 characters long like the
[18:00.800 --> 18:05.160]  Who am I gonna improve their life or like be able to help people?
[18:05.160 --> 18:11.320]  It's far more likely that I'm gonna be able to do it on Twitter then like read this email and like feel
[18:11.320 --> 18:15.600]  You know usually emails that are that long or like how to's or questions or things like that
[18:15.600 --> 18:18.400]  I'm like I feel for this person, but I'm also like
[18:19.000 --> 18:25.640]  The answer that you're looking for is basically an article like I can't I want to help you
[18:25.680 --> 18:28.760]  Right, but instead of like actually being able to help you in email
[18:28.760 --> 18:33.440]  I'm literally gonna take your question and then I'm gonna write an article about it because that's the only way I could figure out how
[18:33.440 --> 18:36.120]  To actually do it if I have the time, right?
[18:36.120 --> 18:42.400]  It's just I will say this I owe Twitter an apology or I should I should write about this on dairy fireball
[18:42.400 --> 18:47.040]  But I get it off my chest here on the show first. Is that when they first switched from 140 to 280?
[18:47.040 --> 18:52.640]  I was against it publicly. I thought this is a bad idea and that the terseness of 140 was
[18:54.480 --> 18:56.480]  Essentials to what made Twitter Twitter
[18:57.360 --> 19:00.840]  and getting your thoughts into 140 truly is a
[19:01.360 --> 19:05.320]  an art and like a couple of the other people who I
[19:05.640 --> 19:11.480]  Retweeted as being opposed to this were unsurprisingly well-known writers JK Rowling
[19:11.480 --> 19:12.460]  and
[19:12.460 --> 19:15.480]  Stephen King, I mean there you go JK Rowling and Stephen King
[19:15.480 --> 19:22.240]  I mean, there's probably the two most successful and and talented writers of the last of my lifetime
[19:23.080 --> 19:28.000]  And both, you know pretty much I don't know maybe Stephen King retweeted JK
[19:28.000 --> 19:32.600]  I don't know, but they were in complete agreement that it's you know, there was a certain genius to it
[19:32.600 --> 19:36.640]  But you know what? Not everybody is as talented as JK Rowling or Stephen King
[19:36.640 --> 19:41.640]  And I have to admit it now living with the 280 limit now for four months
[19:41.760 --> 19:45.040]  It hasn't wrecked Twitter and I use it for weeks
[19:45.040 --> 19:50.920]  I stopped I stubbornly insisted on only tweeting up to 140 characters and like
[19:51.680 --> 19:57.160]  Doing the math like looking at my little character counter and if it went over 140, even though I could hit post
[19:57.160 --> 20:01.920]  I would not and then I gave up on that realized I was being stubbornly silly
[20:02.320 --> 20:04.460]  And it's good. It is a good thing
[20:04.460 --> 20:05.780]  it's
[20:05.780 --> 20:08.500]  Yeah, 280 is a really interesting limit like
[20:09.540 --> 20:14.660]  Boy, if everybody who sent email to me tried to keep it under 280 characters, it would I would be a lot
[20:14.660 --> 20:16.820]  I'd have a lot fewer unread emails
[20:17.460 --> 20:21.900]  Yeah, well, it's just it's a good size right and I'm with you. Honestly
[20:21.900 --> 20:28.580]  I was a little bit skeptical of the increase of character limit at first, but I find myself using it constantly
[20:28.580 --> 20:35.140]  Constantly again for like for the bite-sized things that I don't necessarily want to write in full posts
[20:35.140 --> 20:41.100]  But it's really it's especially during keynote time and live blogging or more commenting on somebody else's post
[20:41.100 --> 20:45.340]  it's just it makes it so much easier for me to be like put getting my point across rather than
[20:45.820 --> 20:48.920]  What I used to do in the 140 character limit, which is like
[20:49.620 --> 20:51.620]  really cool article
[20:51.700 --> 20:54.620]  Fascinating read like that's not really helpful
[20:54.620 --> 21:01.660]  but when I actually get to talk about the article and be like wow this portrayal of AI is a really interesting like
[21:01.820 --> 21:09.100]  Look into both our political mindset and where we are right now like that that actually I feel like maybe that gets more people
[21:09.100 --> 21:11.100]  To read it. I don't know
[21:12.340 --> 21:14.220]  Or the other thing I run into a lot
[21:14.220 --> 21:17.820]  I don't think I get close to 280 a lot. But the thing I notice a lot is
[21:18.460 --> 21:20.380]  I'll think I'll have like a thing
[21:20.380 --> 21:25.060]  Alright, I'm not gonna post it to during fireball, but I want to tweet this link and I'll think of something to say about it
[21:25.060 --> 21:26.780]  and I'm like
[21:26.780 --> 21:30.500]  under 140 and then there's no room for the URL and it's like
[21:31.660 --> 21:35.020]  Jeez, what am I and then you start butchering your stuff?
[21:36.660 --> 21:43.580]  Sometimes that leads to a better tweet, but most times it just leads to you taking out context right or spelling the word, especially
[21:43.580 --> 21:50.260]  ESP dot, you know and all of a sudden it looks like you're jotting shorthand, you know
[21:51.300 --> 21:55.100]  All right. Anyway, I'm gonna take a break here. Thank our first sponsor. It's our good friends at Casper
[21:55.620 --> 21:58.100]  Casper is a sleep brand who makes
[21:58.740 --> 22:02.700]  Expertly designed products to help you get your best rest one night at a time
[22:03.540 --> 22:06.860]  Casper products are cleverly designed to mimic human curves
[22:07.460 --> 22:12.280]  Providing supportive comfort for all kinds of bodies the original Casper mattress
[22:12.280 --> 22:17.480]  Combined multiple supportive foam memory foams for a quality sleep surface with
[22:17.880 --> 22:20.520]  Just the right amount of both sink and bounce
[22:22.920 --> 22:26.080]  Their breathable design helps you sleep cool and
[22:26.520 --> 22:31.960]  Regulates your body temperature throughout the night now Casper offers two other mattresses now
[22:31.960 --> 22:39.560]  They've got the wave and the essential the wave features a patent-pending premium support system to mirror the natural shape of your body
[22:39.560 --> 22:46.000]  That's their premium mattress. And then the essential has a streamlined design at a price that won't keep you up at night
[22:46.920 --> 22:50.740]  We just got a wave. We've had a original Casper for a long time
[22:52.480 --> 22:57.560]  We just got a wave we paid full retail for it this isn't like a free thing we happily paid for it
[22:57.600 --> 23:01.160]  We love it. It is a fantastic mattress. We also got
[23:02.040 --> 23:07.520]  Some of the other Casper products we have some of their pillows. We just got their comforter and I'll tell you what
[23:07.520 --> 23:14.880]  Switching from an old comforter where the filling has sort of shifted around over the years to a brand new one from Casper
[23:15.360 --> 23:21.280]  Really does I know they keep saying and in the talking points here say that they do know their stuff helps you regulate your body
[23:21.280 --> 23:26.760]  Temperature while you sleep, but I'll tell you what. I really have noticed that it's true that I don't wake up way too hot
[23:28.000 --> 23:34.320]  As often as I used to with an old comforter. This stuff is really true it I really do sleep on this stuff
[23:34.320 --> 23:41.680]  Casper has affordable prices on all of their products because they cut out the middleman and sell directly
[23:42.000 --> 23:46.960]  To you and they have hassle-free returns if you're not completely satisfied
[23:47.520 --> 23:52.960]  And free shipping and returns in the US and our friends up in Canada
[23:54.000 --> 23:59.680]  So you can be sure of your purchase with Casper's 100 night sleep on it trial
[23:59.680 --> 24:03.520]  Sleep on it trial it's a great product
[24:03.520 --> 24:08.240]  I really recommend you check it out and what you can do is you can get 50 bucks off
[24:08.880 --> 24:12.120]  towards select mattresses by visiting casper.com
[24:12.880 --> 24:20.400]  Slash talk show know the just talk show and then remember that promo code talk show at checkout
[24:21.120 --> 24:24.800]  Terms and conditions apply but remember just go to casper.com
[24:24.800 --> 24:29.840]  Slash talk show and remember that promo code talk show and you will save 50 bucks
[24:30.480 --> 24:36.000]  Towards select mattresses my thanks to Casper for their continuing support of the talk show
[24:36.640 --> 24:40.320]  All right, so here's the thing what WWC I got to get this off my chest. There's
[24:43.680 --> 24:50.720]  Okay, you went around San Jose all day now you say you were busy you you must have been but there's how put this tweet
[24:50.720 --> 24:54.880]  In the show note, but you really did you rode around San Jose wearing roller skates?
[24:56.560 --> 24:58.720]  I did I did second year in a row
[25:00.240 --> 25:06.180]  Uh, do you think that works that works in San Jose in a way that it wouldn't work in San Francisco?
[25:06.480 --> 25:08.300]  I think oh completely
[25:08.300 --> 25:09.200]  completely
[25:09.200 --> 25:11.520]  um for one thing because the
[25:12.060 --> 25:19.700]  Sidewalks and just in general the the streets are a lot cleaner and and flatter than they are in San Francisco
[25:19.700 --> 25:23.620]  Like I think about uh, I think about the where I used to, you know
[25:23.620 --> 25:26.500]  I used to stay at park park 53 for many years
[25:28.580 --> 25:31.460]  Five park 55. I don't know where 53 came out
[25:32.180 --> 25:38.660]  Anyway park 55. Yeah, I used to stay up there and I just think about like the big the giant like brick
[25:39.380 --> 25:41.380]  Plaza that you have to cross
[25:41.620 --> 25:43.620]  And i'm just like no I would die
[25:43.620 --> 25:50.420]  Like I can skate on bricks, but I that that does not seem like an enjoyable way to get around that seems like torturing my feet
[25:50.660 --> 25:52.020]  Yeah
[25:52.020 --> 25:58.100]  Uh or whatever you'd have to do to get that safely down a pretty steep hill with roll. Oh my god
[25:58.660 --> 26:05.300]  I you know, I have I have skated in San Francisco before on roller skates and it was really not pleasant because at the time
[26:05.380 --> 26:07.860]  I didn't really even know how to stop properly with edges
[26:07.860 --> 26:14.260]  So I was constantly like rolling down the hill and then turning backwards to try and use like a backwards toe stop while i'm like
[26:14.500 --> 26:19.700]  Halfway propped on anyway, needless to say not a good experience. I vastly prefer san jose
[26:23.460 --> 26:29.300]  It's an interesting way to get around san jose is interesting as a pedestrian because most of it is
[26:30.000 --> 26:31.200]  eminently
[26:31.200 --> 26:34.020]  pedestrian friendly low traffic flat
[26:34.020 --> 26:40.020]  Uh, a lot of the streets in in the area are almost no traffic. Um,
[26:40.740 --> 26:44.900]  But like the main street the one that the convention centers on what does that I don't even know what the name of it
[26:44.900 --> 26:50.740]  Is it market street? I don't know. Yeah, it's either market or sand something. Yeah, and and that corner
[26:51.460 --> 26:53.140]  uh
[26:53.140 --> 27:01.000]  Like past the Marriott it's like, you know, like between the Marriott and the building where the the California theater is is one of the worst pedestrian
[27:01.000 --> 27:05.320]  Uh intersections i've ever seen in my entire life
[27:06.200 --> 27:13.560]  So weird the lights take forever. The street is incredibly wide apple obviously got them to shut it down
[27:14.040 --> 27:17.800]  Uh with police cars for the keynote day, right?
[27:18.520 --> 27:20.120]  like they
[27:20.120 --> 27:22.120]  I mean that's they
[27:22.200 --> 27:25.560]  It just i'm sure because it's just too dangerous to handle a crowd
[27:25.560 --> 27:31.480]  It's just a terrible terrible intersection and then you combine that with the fact that there's high speed trains that go through the middle
[27:32.520 --> 27:37.080]  Not like trolleys not tries like no actual trains
[27:37.960 --> 27:39.640]  and
