[00:00.000 --> 00:02.480]  We are recording on October 31
[07:47.980 --> 07:55.900]  So another seating related question, then you were probably close to other Apple people was the was it retail?
[07:55.900 --> 08:01.260]  Do you know if yes retail packed in there? Yes, I know for a fact that it was and they got excellent seats
[08:01.880 --> 08:04.260]  They were all up in a very close to the front
[08:04.900 --> 08:08.700]  Including two young women who were right a friend of the show actually
[08:09.300 --> 08:12.300]  Matthew panzerino sat next to me. He hitchhiked on my
[08:12.300 --> 08:14.300]  I
[08:14.900 --> 08:17.020]  Say yeah, they were like
[08:18.100 --> 08:20.100]  What do you need a friend and I was like, yeah
[08:20.380 --> 08:22.380]  somebody to gossip with during the event
[08:22.580 --> 08:27.340]  But anyway right behind us in the fourth row were a couple of young women clearly from retail
[08:27.900 --> 08:31.380]  And they were super enthusiastic and I just loved it
[08:31.380 --> 08:36.660]  I loved their commentary and it was just it was so genuine and I
[08:36.660 --> 08:42.340]  I feel like in the events in California when the Apple people who are there applaud
[08:42.660 --> 08:48.780]  There's a sort of I wouldn't say it's gross, but there's a phoniness to it and it's it's it's hmm
[08:48.780 --> 08:53.660]  They mourn they more know when they're supposed to applaud and the yeah things that they're supposed to applaud
[08:53.660 --> 08:59.940]  Yeah, whereas the the retail people who filled up and they had you know, they had 2,000 some seats and they don't invite anywhere nearly
[08:59.940 --> 09:06.860]  2,000 press and it you know, whoever makes the the special guest list, you know
[09:06.860 --> 09:08.540]  It doesn't add up close to 2,000
[09:08.540 --> 09:12.740]  So they had hundreds and I don't know how many you know retail people they had there but easily hundreds
[09:13.940 --> 09:21.140]  super enthusiastic throughout the whole thing clearly aren't like the sort of even though they work in an Apple retail store and obviously are like
[09:21.580 --> 09:24.780]  Good enough at it that they got chosen, you know, I don't know
[09:24.780 --> 09:29.580]  I don't you know, I presume it was some kind of reward for being a good employee
[09:29.580 --> 09:34.420]  But they didn't know anything about what was coming up
[09:34.420 --> 09:38.460]  so like for example, when when they announced the iPad Pro and they said
[09:39.460 --> 09:41.460]  for reason X Y & Z
[09:41.540 --> 09:47.500]  the switch into USB C and they were like no whoa and and then
[09:48.860 --> 09:54.740]  When they showed how because it's a USB C port you can now charge your iPhone from your iPad
[09:54.740 --> 10:00.660]  They were these two young women. They were like I am losing my mind. It was so
[10:01.940 --> 10:05.700]  During this. I don't know if you could hear it on the live stream, but during the NBA game demo
[10:06.340 --> 10:10.780]  When Steph hit the three Steph Curry hit the three-pointer shield go staff
[10:14.060 --> 10:16.060]  So after the thing was over
[10:16.620 --> 10:22.100]  Panzarino and I turned around and introduced ourselves and we're and they were just like what do you guys do you guys write write blogs?
[10:22.100 --> 10:26.900]  And they'd heard of TechCrunch and and they were like, oh, that's awesome. And we're like, well, what are you guys doing?
[10:26.900 --> 10:28.900]  They work in retail actually in
[10:29.420 --> 10:35.100]  They weren't even from New York. They were from suburban square, which is a suburb of Philadelphia. I was like, I'm from Philly
[10:35.100 --> 10:39.580]  I know the suburban square store before we had ones in Philadelphia. That's one of the ones I used to have to go to
[10:40.900 --> 10:42.900]  Said it's a very nice store
[10:42.940 --> 10:46.260]  But that's cool that they brought they brought people from more or less the whole eastern seaboard
[10:46.260 --> 10:54.300]  Yeah, yeah. Yeah, it's somehow it seemed like it was retail people. I can't exactly remember. There was some well when it was when Angela
[10:54.700 --> 10:59.940]  Yeah, she got crazy. Yeah a crazy amount of applause for lots of things
[10:59.940 --> 11:04.140]  Yeah, so that I think that was yeah, then what tipped me off there? Yeah
[11:06.380 --> 11:08.580]  Yeah, so that was cool and I think it was a great idea
[11:10.020 --> 11:12.180]  Because again, the enthusiasm was genuine
[11:12.180 --> 11:16.540]  I think that these are people who you know, they're not the least bit jaded by these things, you know
[11:16.540 --> 11:19.300]  None of them I'm almost certain had ever been to one of these before
[11:19.300 --> 11:21.420]  I'm sure all of them had you know
[11:21.420 --> 11:24.100]  It's the sort of thing that if you're an enthusiastic Apple store employee
[11:24.100 --> 11:29.340]  You'd like to and I think it was a fun show and it was a little cold in New York yesterday
[11:29.340 --> 11:35.180]  But I still a nice day and and for if all the retail people are from more or less the Northeast
[11:35.180 --> 11:47.180]  You know, they're used to it all the California people from Apple were dying
[11:48.540 --> 11:52.100]  Somebody I know and I will be art she was wearing this it was it wasn't that cold
[11:52.100 --> 11:56.740]  It was like 46 degrees Fahrenheit, you know, it's a chilly day a little bit of wind. She was wearing a parka
[11:56.740 --> 12:02.740]  She had the hood. Oh, she looked like Kenny on on the what's that cartoon called South Park, you know
[12:02.740 --> 12:07.620]  She had the parka up over her head and cinched. So she's just looking at the thing and
[12:08.460 --> 12:14.380]  She's shivering and I'm just like why why don't you go inside like dude and she's like I need to greet people
[12:17.020 --> 12:19.020]  Torture watching it I
[12:19.540 --> 12:23.220]  Thought it was cool. It was a very it's a beautiful, you know, everybody, you know, no surprise
[12:23.220 --> 12:27.980]  The Brooklyn Academy music is a beautiful theater. They had the hands-on area around the corner
[12:27.980 --> 12:34.580]  You didn't even have to cross the street in this I forget the name of it one Hudson place. It's like a former bank
[12:34.580 --> 12:37.100]  Like a turn-of-the-last-century bank
[12:38.820 --> 12:44.820]  Yeah, you know like the way that did they just don't build banks like that anymore right like a cathedral a cathedral to money
[12:46.380 --> 12:48.500]  Carved ceiling and stained glass
[12:49.300 --> 12:52.420]  It's funny that none of them. Yeah, I mean none of those are I mean well
[12:52.420 --> 12:58.740]  No, I shouldn't say none of them, but most of them are not banks anymore. No, they're either they're all like steak houses or nightclubs
[12:58.740 --> 13:03.980]  Yeah, steak houses nightclubs and this one Hudson place is just sort of like a rental event space
[13:05.700 --> 13:11.300]  But that was right around the corner and it was a beautiful space and then there's the Brooklyn
[13:11.300 --> 13:13.300]  I don't know if it's got a name, but it's the
[13:14.020 --> 13:17.540]  The Apple Store they showed it on one of Angela aren't slides. It's
[13:17.540 --> 13:24.580]  It's on like a little wedge shaped block. So it's sort of like like the Flatiron building in New York where it's you know
[13:24.580 --> 13:28.740]  It's a triangle shape building by necessity and it's just gorgeous architecture
[13:28.740 --> 13:34.940]  It is apparently the building Apple didn't build the building they inherited it, but they you know did a little work
[13:36.220 --> 13:42.780]  And it is just gorgeous in terms of taking advantage like making that triangle shape seem like the most natural thing in the world
[13:43.940 --> 13:47.220]  Very cool. All right. Well, we'll get into the details
[13:47.220 --> 13:51.300]  Um, but I want to keep moving. So let's I'm gonna take a break here and thank our first sponsor
[13:51.300 --> 13:53.400]  And this is kind of amazing. This is a new sponsor
[13:54.740 --> 13:57.740]  I'm really impressed by this. I can't wait. I can't wait to tell you about it
[13:59.860 --> 14:05.620]  Yeah, I don't know about you I've I've I've never done this but maybe some of you have thought about it training for an Ironman
[14:05.940 --> 14:07.480]  triathlon
[14:07.480 --> 14:13.100]  Now if you don't know what it's Ironman triathlon is it is a 2.4 mile open water swim
[14:13.100 --> 14:19.100]  And then you ride 112 miles on a bike and after that you run a full
[14:19.460 --> 14:22.740]  26.2 mile marathon. It is a full day of effort
[14:23.780 --> 14:25.380]  and
[14:25.380 --> 14:30.720]  To get to a fitness level that allows you to even compete in one you need to train. I think that's pretty obviously
[14:31.340 --> 14:34.380]  And most experts think you need to train for a minimum of 24 weeks
[14:34.380 --> 14:40.340]  And that is what Ian Blackburn did and he did it using Apple watch now just to be clear
[14:40.340 --> 14:44.160]  Ian is not a lifetime athlete. He has a family
[14:44.160 --> 14:47.660]  He has a job and he was not out to break records or compete in a world championship
[14:48.380 --> 14:51.520]  He just wanted to do an Ironman triathlon
[14:52.900 --> 14:57.580]  Wanted to be fit wanted to lose a little weight and it's just a a challenge. He's always had for himself
[14:57.580 --> 15:01.860]  So he complete he competed one completed one on September 9th this year
[15:01.940 --> 15:05.860]  You got a time of 15 hours 33 minutes, which I think is actually pretty good. I
[15:05.860 --> 15:10.100]  I think if you finish that's pretty good because I'll tell you what I would drown in the first
[15:18.740 --> 15:25.820]  But you can read all about it on his blog and the blog has a great title you're gonna remember this it's the Apple watch
[15:26.500 --> 15:28.060]  triathlete.com
[15:28.060 --> 15:34.720]  The Apple watch triathlete.com now if you're thinking about doing this or maybe you've already done triathlon, but you want to train better
[15:34.720 --> 15:36.720]  you
[15:36.960 --> 15:42.300]  Can do this there's all sorts of dedicated sports watches that are just for triathlons and there's
[15:43.680 --> 15:45.640]  other fitness devices
[15:45.640 --> 15:50.520]  And maybe you have an Apple watch too and you're sick of it and you'd rather just do it all on your Apple watch
[15:50.520 --> 15:50.880]  well
[15:50.880 --> 15:51.480]  Ian
[15:51.480 --> 15:53.280]  Has gathered all of his knowledge
[15:53.280 --> 15:58.200]  From the last year of his training and actually running in one of these competing in one of these and he's put it in form
[15:58.200 --> 16:03.620]  In a digital book for anybody who was interested in this to train from he covers all three of the sports swimming
[16:03.620 --> 16:09.300]  including doing the training in indoor pools or open water cycling on the road and
[16:10.740 --> 16:12.740]  training at home using
[16:14.380 --> 16:17.300]  You know like a treadmill or something like that with the running
[16:17.540 --> 16:21.980]  Or any any way that you could train for a triathlon whether you're actually running outside whether you're using a treadmill
[16:22.940 --> 16:26.660]  Whether maybe you're even doing the cycling as part of your commute something like that
[16:26.660 --> 16:31.060]  He's got tips for ways to integrate this into your triathlon training across the board
[16:31.060 --> 16:34.260]  using the Apple watch and he examines the
[16:34.780 --> 16:42.140]  built-in workout app and he recommends third-party apps where the Apple one may fall short or just may not be perfectly optimized for the needs of
[16:42.340 --> 16:44.340]  in training triathlete
[16:45.620 --> 16:48.480]  How to understand the data how to look at the heart rate
[16:49.260 --> 16:52.140]  Variability all that stuff. It's got all this all this great stuff
[16:52.180 --> 16:57.740]  He also includes with the book for free training plans from 8 to 24 weeks
[16:57.740 --> 17:02.900]  for sprint Olympic half Ironman and full Ironman
[17:03.260 --> 17:07.740]  triathlons and these workouts are provided by his coach John Rowland who
[17:08.140 --> 17:13.780]  These are these are professionally designed training plants and they can usually run up to 100 bucks each. So this is a great offer
[17:14.900 --> 17:22.260]  And if you purchase the book you also get access to a private slack group to discuss tips and tricks with other keen Apple watch
[17:22.660 --> 17:24.420]  triathletes
[17:24.420 --> 17:31.460]  developers are welcome to if you want to join and get feedback from the group or get beta testers or something like that if you've
[17:31.460 --> 17:36.220]  Got a fitness app for Apple watch. So go to the Apple watch triathlete.com add
[17:37.000 --> 17:40.980]  The how to train like an Ironman with Apple watch book
[17:41.260 --> 17:46.820]  it's an e-book add it to your basket and enter the code the talk show with the
[17:46.820 --> 17:54.560]  The and again, this is just an amazing deal add that code at checkout and you save 60% off the published price by
[17:54.900 --> 17:58.820]  Pre-ordering before the book is released on December 3rd. So you've got time as
[17:59.720 --> 18:01.720]  we as we talk right now, but
[18:02.620 --> 18:04.400]  You can save 60%
[18:04.400 --> 18:07.300]  So it's it's gonna be a $20 book which is a great value
[18:07.300 --> 18:10.860]  Like I said it comes, you know with these workouts that cost up to 100 bucks each normally
[18:10.860 --> 18:14.260]  But you can get it for 8 bucks as a listener of the talk show. That's pretty awesome
[18:14.260 --> 18:16.060]  The
[18:16.060 --> 18:17.620]  Apple watch
[18:17.620 --> 18:21.580]  triathlete.com promotion code the talk show so anybody interested in
[18:22.580 --> 18:26.820]  Ironman triathlons half triathlons, etc. Go check it out. It's great deal. I
[18:29.540 --> 18:31.900]  Was I was really worried when this sponsor came out
[18:31.900 --> 18:36.200]  I'm excited about it because it's different and I love having different sponsors, but a lot of times they want you to try it
[18:36.200 --> 18:45.160]  You know what I mean sleep on the pillow, you know, we're gonna send you a pillow you guys sleep on I don't care
[18:45.160 --> 18:48.720]  I'll sleep on anything. You know what I mean? I may you know, I mean I keep it but I'll sleep on the pillow
[18:48.720 --> 18:50.720]  It's sleeping. I'll try it
[18:54.840 --> 19:01.400]  Bicycling 26 miles this episode would not be taking place if I had tried to swim 2.4 my I
[19:01.400 --> 19:05.760]  I mean I can swim I I didn't you know, yeah
[19:05.760 --> 19:10.700]  I swim a length of a like a hotel pool though, and that's you know, who John's done for the day
[19:13.000 --> 19:15.000]  Filled your ring there
[19:17.440 --> 19:19.480]  Alright so the event let's just keep it going
[19:19.480 --> 19:24.640]  So what was the what was the first thing that started with the Mac? All right first was Tim Cook, right?
[19:24.640 --> 19:27.180]  I thought Tim Cook was really
[19:27.180 --> 19:34.040]  Great. I thought it might have been his I don't know why I just seemed to me in the audience that he seemed
[19:34.880 --> 19:41.320]  Relaxed and happy and enthusiastic. I didn't really notice that and other people had said that to me though and thinking back
[19:41.320 --> 19:43.320]  It does seem like that. Yeah
[19:43.840 --> 19:50.640]  You know, I think he's gotten he continues to get better and better at being the the host of these shows
[19:50.640 --> 19:58.120]  It's a you know, among all the different ways that replacing Steve Jobs is difficult, you know
[19:58.480 --> 20:02.640]  Replacing him as the guy who comes out at these Apple events is got to be
[20:03.640 --> 20:08.720]  It's certainly not the most frequent right because it's you know, what three four times a year maybe
[20:09.480 --> 20:14.600]  You know, whereas there's other aspects of his job as CEO that are every single day, you know
[20:14.840 --> 20:17.840]  You know from when he wakes up until he goes to goes to sleep
[20:17.840 --> 20:20.580]  But this is the one that's obviously the highest profile
[20:20.980 --> 20:27.220]  And I really think he continues to come into his own and I think I I guess another way to put it
[20:27.220 --> 20:29.220]  Is it really seemed to me like he enjoyed it yesterday?
[20:29.580 --> 20:34.300]  Yeah, and and you know, I think he clearly ad-libbed the I maybe I'll move to New York
[20:39.060 --> 20:44.740]  Because I really do feel and I mean it I think even from his perspective on stage I feel like this sort of
[20:44.740 --> 20:50.300]  More genuine energy level of the retail folks in the audience really came across
[20:51.540 --> 20:55.620]  And it was funny too. It would be great if they could do that all the time instead of what they do
[20:55.620 --> 20:57.500]  Yeah, California and no offense
[20:57.500 --> 21:02.620]  No offense to anybody who's listening as it was an Apple employee in California and who was you know
[21:02.620 --> 21:08.260]  Like maybe you work on Apple watch and you were in the theater for the last month's announcement of the series 4
[21:08.260 --> 21:10.460]  I'm not I'm not saying you were a bad
[21:10.460 --> 21:16.060]  Maybe the more reserved attitude in California is also just because they know more about what's being announced
[21:16.580 --> 21:22.460]  And the P the retail people have absolutely no idea. Yeah. Yeah, and I don't know it's really cool
[21:23.100 --> 21:25.220]  I also thought that his
[21:26.260 --> 21:31.500]  His his enthusiasm for the Mac Mini and especially the MacBook Air was was
[21:32.220 --> 21:34.220]  Sincere, you know and I think I
[21:34.660 --> 21:36.660]  Think it's a weird
[21:36.780 --> 21:38.700]  especially the MacBook Air
[21:38.700 --> 21:43.980]  Although it's good that the Mac Mini is alive and well and totally refreshed. That's great
[21:44.420 --> 21:46.300]  It's it's clearly though
[21:46.300 --> 21:50.620]  You know the MacBook Air and I thought it was great that he made it clear that this is he called it
[21:50.620 --> 21:55.340]  This is our most beloved Mac. This is the Mac that most people use and they have the most affection for
[21:57.100 --> 22:02.620]  It's you know, I don't know what percentage of their overall Mac cells or MacBook Airs, but I think it's just off the charts
[22:02.820 --> 22:04.820]  yeah, it has to be and
[22:04.820 --> 22:10.800]  You know, well, then why did it go so long between updates right and I you know, we can get to that
[22:10.800 --> 22:13.300]  I think they don't really have an answer
[22:13.300 --> 22:20.460]  They certainly don't have a public answer and even talking to folks off the record privately after the event
[22:20.860 --> 22:26.420]  They don't really have they're not gonna come out and say it in so many words, but I kind of reading between the lines
[22:26.420 --> 22:27.740]  I think I kind of get it
[22:27.740 --> 22:32.700]  like it's not about not having affection for the product or not caring about it or
[22:32.700 --> 22:37.540]  Having a disregard for the people who want to buy it. It's it's more complicated than that
[22:40.740 --> 22:42.740]  But I think it's a really cool update
[22:43.140 --> 22:48.380]  Yeah, yeah. I mean it's such a cool update and maybe it's a little well, I mean
[22:49.100 --> 22:52.420]  It's a higher price than I'd like but yeah it but it really
[22:53.060 --> 22:57.240]  Makes you wonder why the MacBook is still in the lineup. Yeah, well
[22:57.240 --> 23:03.280]  And I know what their line is their line is some people want the lightest. Yeah laptop possible
[23:03.280 --> 23:08.640]  But the difference isn't that great, right? Well, it's three-quarters of a pound which adds up it
[23:09.040 --> 23:12.000]  I didn't get to see one when you carry eight of them, I guess
[23:16.520 --> 23:21.920]  They didn't have any side-by-side they only you know, the only products they had in the hands-on area are were the new ones
[23:21.920 --> 23:29.280]  Although they did have some some MacBook pros for some of the stations, but they didn't have any rate
[23:29.280 --> 23:33.760]  You know 12-inch MacBooks for comparison, I think because you know, oh, this is so small and light
[23:33.760 --> 23:37.360]  well, here's one that's smaller and lighter, you know that they're not gonna show that but I
[23:38.080 --> 23:43.960]  I do and I know that there's a I think our audience in our Twitter universe
[23:43.960 --> 23:46.320]  You know the people who follow me and I you know
[23:46.320 --> 23:51.120]  I've see this this is a very very common question for me on Twitter in the last 24 hours is
[23:51.120 --> 23:55.360]  who the hell's buying this 12-inch MacBook now, it's more cost more and slower and
[23:56.160 --> 24:03.260]  The air is fine in terms of size and weight and has a retina screen and I just do think that there is an audience
[24:03.260 --> 24:07.080]  I really do think that I would have I was told, you know
[24:07.080 --> 24:11.160]  We're not going to tell you the numbers but there is a it is definitely worth it for us to keep this in the lineup
[24:11.160 --> 24:13.160]  because there's a market of
[24:13.160 --> 24:14.360]  people who
[24:14.360 --> 24:22.360]  will pay a premium in terms of performance and price right because it's you're you're paying more and getting less of a
[24:22.360 --> 24:25.460]  Computer in terms of you know, how fast the CPU is etc
[24:26.240 --> 24:28.240]  Just to have smaller and lighter
[24:28.680 --> 24:36.200]  That's I wouldn't I don't think especially I really you know, it doesn't I mean, I mean, I don't know
[24:36.200 --> 24:39.160]  I mean, maybe there are people who are concerned about that, but that that's
[24:39.160 --> 24:44.600]  a small difference in weight, but it's not me
[24:44.600 --> 24:50.720]  well, and the other the other question that goes with that particular device is why wasn't it updated and
[24:51.440 --> 24:58.120]  You know again Apple does doesn't talk about products that haven't been up or they don't explain why a product wasn't updated
[24:58.160 --> 25:02.800]  It remains remains a product. All right, it's it's it's a different product cycle
[25:03.160 --> 25:08.480]  This is more or less what you can get it's on a different cycle, but it does use entirely different Intel chips
[25:08.480 --> 25:16.240]  It uses these Intel m3 chips and I this is not the podcast to go to for any kind of technical analysis of Intel's product
[25:16.240 --> 25:18.840]  Line, I just don't care anymore. I used to know it
[25:18.840 --> 25:24.160]  I used to know a lot about it the ATP listen to ATP because those guys know it and they'll tell you all about it
[25:24.160 --> 25:25.840]  But but basically, you know
[25:25.840 --> 25:31.520]  I think that the the 12-inch MacBook uses something called the m3 and the M is for mobile and it's you know
[25:31.640 --> 25:37.760]  It's what it allows that the MacBook not to have a fan and get it because it's sort of more like
[25:37.760 --> 25:42.600]  Intel's attempt at something like the a-12 or a-11, you know
[25:43.760 --> 25:45.000]  and
[25:45.000 --> 25:51.120]  Supposedly the these chips that are in the new MacBook Air which Intel is calling a core i5
[25:51.160 --> 25:53.160]  It's you know, and it's the eighth generation
[25:54.600 --> 25:59.920]  Whatever so I've seen some people who seem to know a lot more about this me say well, it's sort of a Dodge
[25:59.920 --> 26:05.480]  It's like a marketing thing because it would there'd be more they'd be more aptly called the m5 that they're more like mobile
[26:05.480 --> 26:10.360]  I who knows, you know, yeah, I well some people know but I don't care
[26:11.520 --> 26:16.160]  It's faster. The air is faster than the MacBook, but it's not as fast as a MacBook Pro
