[00:00.000 --> 00:06.160]  So we spent like pretty much the whole beginning of the week together, and it started, we had
[08:06.040 --> 08:14.680]  found incredibly amusing. Yeah. And then it, and I just got, I just got razzed by it the
[08:14.680 --> 08:20.820]  entire day cause apparently they shared the information with everybody. The person I texted
[08:20.820 --> 08:25.280]  shared it with the whole PR team and everybody was very aware that I was using a Google product
[08:25.280 --> 08:30.960]  to try and navigate my way to Apple park. Right. Every single person at Apple PR who
[08:30.960 --> 08:34.160]  came up to you the rest of the day was like, what's wrong with you? Why do you use Google
[08:34.160 --> 08:40.200]  maps? I'm sure, I'm sure we're right up the chain. Right. They're, they're back channel
[08:40.200 --> 08:52.220]  must be, is, is quite efficient. Right. Yep. All right. So we do get there and it's effectively
[08:52.220 --> 08:55.400]  what they, where they wanted us to park was at the new visitor center and the visitor
[08:55.400 --> 09:04.040]  center is across the street from the, the, the block where the main building is the ring
[09:04.040 --> 09:10.400]  and the Steve jobs theater is also across that same street, but it is wholly separate.
[09:10.400 --> 09:16.160]  I mean, it's quite a, quite a distance from the main building. So yeah, the, the Steve
[09:16.160 --> 09:23.520]  jobs theater is inside the fence of the compound, right? You know, where Apple it's in Apple
[09:23.520 --> 09:28.040]  park, right? If you want to call Apple park, the literal park land that they built. And
[09:28.040 --> 09:34.160]  then the visitor center is across a small, you know, but street, you know, that, uh,
[09:34.160 --> 09:42.120]  that separates that park from ancillary buildings. Right. Uh, so it, it, it, it's fundamentally
[09:42.120 --> 09:48.560]  a different layout than infinite loop was where, you know, there's, there's now a store
[09:48.560 --> 09:52.120]  at infinite loop. There was always a sort of a company store, but it wasn't really,
[09:52.120 --> 09:56.600]  it was different than the Apple store, but now it's like a real Apple store. Um, but
[09:56.600 --> 10:02.200]  the Apple Apple park, right? Well, no, but the old campus at infinite loop, the store
[10:02.200 --> 10:08.120]  is literally in company store, right? Yeah. It's in, and always was in one of the buildings,
[10:08.120 --> 10:12.400]  you know, like if you went to infinite loop, the old campus, do you want it to see it?
[10:12.400 --> 10:17.080]  You were there in a building. I mean, obviously, you know, you weren't, there's no backdoor
[10:17.080 --> 10:20.840]  of the store where you could go into a secure area. You know, it's only like, you know,
[10:20.840 --> 10:26.280]  from the sidewalk, it's like parking lot sidewalk. Now you're in the store, but you were fundamentally
[10:26.280 --> 10:30.240]  in a building full of, you know, where there were Apple employees above you secretly working
[10:30.240 --> 10:37.720]  on Apple stuff. Whereas now the visitor center is, it's, it's contained. It's separated
[10:37.720 --> 10:43.280]  by an asphalt moat from anywhere that work is being done, right? There is no chance of
[10:43.280 --> 10:48.440]  contamination. And, and even with the, I wonder if they'll close the other one. I wonder if
[10:48.440 --> 10:52.600]  they'll close the other store. I don't know. That's a very good question. I would guess
[10:52.600 --> 10:57.680]  that this store is, is nice. It's a broad open layout with the tall glass walls, just
[10:57.680 --> 11:03.240]  like a new design Apple store. And the other one is not, you know, they kind of updated
[11:03.240 --> 11:07.680]  it recently, but not, it's not crazy update. Yeah, I think that they probably will. Right.
[11:07.680 --> 11:12.040]  But maybe they'll keep them both open for a bit, but I would guess that they'll close
[11:12.040 --> 11:18.920]  the other one and, and, and sort of, uh, it's a good question. Cause they're obviously infinite
[11:18.920 --> 11:22.920]  loop is staying occupied. They need all of the off. Then, you know, they need all of
[11:22.920 --> 11:28.480]  the space. Uh, yeah, they're already full. Yeah. You know, they're not moving from infinite
[11:28.480 --> 11:33.320]  loop to Apple park. They're just sort of like, um, you know, they're, they're like bulged
[11:33.320 --> 11:37.560]  into their current office space and they're just sort of like, you know, let out the excess
[11:37.560 --> 11:42.480]  up on desks and stuff. Yeah. Uh, I would guess that they will close the store at infinite
[11:42.480 --> 11:48.600]  loop. I don't know though. That's a good question. Um, it's definitely, and, and even with the
[11:48.600 --> 11:53.400]  press too. So it's, it's a, just the random riff raff who want to pay homage and come
[11:53.400 --> 12:00.560]  to Apple's headquarters and buy some t-shirts. Uh, you are not really in the real building
[12:00.560 --> 12:05.840]  now. It is an entirely self-contained building, like you said, across an asphalt mope. And
[12:05.840 --> 12:13.280]  even the theater, even the press are no longer like in the compound, like you can't complain
[12:13.280 --> 12:17.000]  about the theater that when we can talk about it in detail, the theater is exquisite and
[12:17.000 --> 12:24.560]  it is nice, but it is absolutely positively not, you know, uh, near the main building.
[12:24.560 --> 12:30.480]  No, it's a, it's the standing at the theater and looking towards the main building is the
[12:30.480 --> 12:38.440]  equivalent of looking across probably a football field's worth of grass and rolling. I would
[12:38.440 --> 12:42.640]  say you've just seen freshly seeded grass. I would say probably a couple of football
[12:42.640 --> 12:49.720]  fields. I think it's like a par four. Yeah. It's, it's at least like three or 400 yards.
[12:49.720 --> 12:54.240]  It is. It is still massive at that distance, which says something about the scale of the
[12:54.240 --> 12:58.200]  building. Yeah. And, and it is true, like the way that we drove in where we had to,
[12:58.200 --> 13:01.160]  we got turned around at this blockade and had to go around effectively. What we had
[13:01.160 --> 13:09.080]  to do is drive all the way around the Apple park all the way around and, and it, the vantage
[13:09.080 --> 13:13.840]  it it's, you know, it's a big building. Everybody knows it's a big building, but it's, it's
[13:13.840 --> 13:20.440]  really kind of stunning driving right by it. Just, just how massive it is. It really, it's,
[13:20.440 --> 13:26.360]  it's just, it's it, whether you like the way it looks or not, it's truly magnificent in
[13:26.360 --> 13:32.260]  terms of just the scale of it. Right. And I think we're used to seeing a lot of buildings
[13:32.260 --> 13:37.520]  that are vertical, especially in the city, right? So you, you're next to a big building
[13:37.520 --> 13:41.760]  in New York or, you know, even downtown San Francisco or whatever, and you look straight
[13:41.760 --> 13:45.960]  up and you're like, wow, look at that. It's a skyscraper. It's really tall. I mean, Salesforce
[13:45.960 --> 13:51.840]  tower in San Francisco is enormous and dominates the skyline now. But this is a different kind
[13:51.840 --> 13:58.020]  of scale because it's so broad and massive. It's just like a, there's a lot of mass there.
[13:58.020 --> 14:02.160]  It's very broad and something with a circular nature of it when you're up next to it, like
[14:02.160 --> 14:06.660]  when we're driving next to it and looking to our left at a point at which it was fairly
[14:06.660 --> 14:12.160]  close to the street, you know, because it kind of grazes the street on a couple of dimensions.
[14:12.160 --> 14:16.920]  And when you look that way, it curves away into the distance like it's heading towards
[14:16.920 --> 14:21.960]  the horizon, right? You know, the curve almost full, you know, gives you a greater sense
[14:21.960 --> 14:25.860]  of size and scale than if it's a squared off corner. You're like, oh, well, that's where
[14:25.860 --> 14:30.780]  it ends. Yeah, I literally no end in sight. I don't know what to compare it to because
[14:30.780 --> 14:35.000]  I've never seen a building. I've never seen anything like it. I really haven't. I've seen
[14:35.000 --> 14:40.440]  many towers like Epcot, like when you get close to Epcot, maybe or something like that.
[14:40.440 --> 14:44.680]  One of those types of buildings where it's a themed building that's built specifically
[14:44.680 --> 14:51.040]  to be massive. I don't know. It's just so it really seems almost it's so I've thought
[14:51.040 --> 14:57.000]  of this before, but now having seen it in perfect in person, it is. It's so funny that
[14:57.000 --> 15:03.200]  the old campus was named Infinite Loop, which is a programming pun. But my God, would Infinite
[15:03.200 --> 15:09.120]  Loop be a better and a perfect name for that building? Right. It's a literal infinite loop.
[15:09.120 --> 15:12.640]  When you're looking at it at Street View, right up against it, it really seems as though
[15:12.640 --> 15:18.040]  it just is infinite. It like you said, it just goes off into the horizon. It's like
[15:18.040 --> 15:24.420]  you can't even see where the it ends. It's truly magnificent. And that's as close as
[15:24.420 --> 15:28.840]  we got to the main building. I mean, that's as close as any anybody was able to get is
[15:28.840 --> 15:32.600]  outside the fence looking towards it. You know, the theater, obviously, quite a bit
[15:32.600 --> 15:38.280]  further away even. So that's as close as we got to see it. But it was pretty big. Yeah.
[15:38.280 --> 15:45.440]  In in recent years, and I do think it correlates directly. I'm like 99% sure it correlates
[15:45.440 --> 15:53.360]  directly to the Katie Cotton era and the Steve Dowling era of Apple PR, where in the Katie
[15:53.360 --> 16:00.000]  Cotton era, when when we had events at town hall at the old campus, you came in the front
[16:00.000 --> 16:05.960]  door, and then you went out the front door. And that was that was it. So you got it, you
[16:05.960 --> 16:10.440]  got to park in the Apple parking lot, and you got to walk on an Apple sidewalk. And
[16:10.440 --> 16:14.720]  you came in a door, and there was a lobby and you'd go in and even if you had briefings
[16:14.720 --> 16:19.080]  or something that you know, if you had meetings after the event that you're in the same building,
[16:19.080 --> 16:22.540]  and you just went up the stairs, and then the only door that you could leave by was
[16:22.540 --> 16:28.440]  the one that puts you back on the sidewalk, back in the parking lot. And in the last,
[16:28.440 --> 16:32.720]  I don't know, three years or so, when they've had events at town hall, they've let us in
[16:32.720 --> 16:38.640]  the main entrance. I forget which building it is. But instead of going in the building
[16:38.640 --> 16:43.080]  where town hall is, they let us in a nicer building. And then you can walk through the
[16:43.080 --> 16:50.280]  courtyard in the middle of the campus. And they'd have like some some food and coffee
[16:50.280 --> 16:56.680]  outdoors. And it was a nicer spread. And you felt like you were actually inside. But every
[16:56.680 --> 17:02.160]  step of the way, there were t shirted Apple employees like it's like it did feel more
[17:02.160 --> 17:09.000]  hospitable. But it was also very clear that every step of the way, I mean, literally,
[17:09.000 --> 17:13.600]  like every 10 feet, there was an Apple employee to make sure nobody wandered off.
[17:13.600 --> 17:19.240]  Right, right. Even though the buildings are access controlled, there's a first line of
[17:19.240 --> 17:24.960]  defense, right? Just to make sure nobody even accidentally wanders off the path that was
[17:24.960 --> 17:30.240]  laid out for the outsiders to go from A to B, there will be none of that at the Apple
[17:30.240 --> 17:37.280]  Park.
[17:37.280 --> 17:44.040]  So the line of people that in Apple Park that were there to do roughly the same thing, you
[17:44.040 --> 17:48.980]  know, keep people moving and make sure they didn't wander off into the literally the woods
[17:48.980 --> 17:55.680]  where 9000 trees or whatever are planted. But they were there and maybe every 10 to
[17:55.680 --> 18:02.240]  15 feet. And they were very aggressive about saying hello and hoping you had a good day.
[18:02.240 --> 18:06.860]  And, you know, how are you enjoying everything? But literally every single person was doing
[18:06.860 --> 18:11.600]  it after a while. It's a little bit like, OK, oh, we're doing this again. OK, good.
[18:11.600 --> 18:16.160]  So I just started to go on the offense and I would just preemptively right before I crossed
[18:16.160 --> 18:21.240]  the threshold of attention, I would say, hey, how are you? How are you doing? They were
[18:21.240 --> 18:27.360]  a little like thrown off their script because, oh, fine. Yeah. I was like, please leave me.
[18:27.360 --> 18:32.600]  It's like a mace. They're going to mace them with kindness.
[18:32.600 --> 18:40.480]  So the Steve Jobs theater itself is truly magnificent. It's I don't have enough superlatives
[18:40.480 --> 18:48.240]  for at least aesthetically how pleasing a building it is, how striking it is. I guess
[18:48.240 --> 18:53.080]  I knew this. I mean, there's renderings of it, but then you see it. And I realized that
[18:53.080 --> 18:58.120]  carbon fiber is is a lightweight material. That's what makes it so interesting. And this
[18:58.120 --> 19:05.440]  is like the largest carbon fiber roof of any building in the world, apparently. But the
[19:05.440 --> 19:12.240]  lobby of the theater is is a circular pavilion, for lack of a better word, enclosed in glass
[19:12.240 --> 19:19.960]  with a carbon fiber roof. And there's literally no columns supporting the roof. It's it's
[19:19.960 --> 19:26.820]  wholly supported by the glass walls. And and when you realize I didn't really it wasn't
[19:26.820 --> 19:29.960]  as striking when we got there in the morning because we got there around eight thirty.
[19:29.960 --> 19:34.680]  It was like an hour and a half before the event and it was already jam packed. Like,
[19:34.680 --> 19:40.280]  you know, there were hundreds of people who were already there. And when you're in a room
[19:40.280 --> 19:44.320]  filled with people and there was people, there were people outside it on the sidewalk because
[19:44.320 --> 19:47.760]  that's where they had the food and coffee. When you're surrounded by that many people,
[19:47.760 --> 19:52.600]  you see the people. And it was only when we left in the afternoon after most of it was
[19:52.600 --> 19:57.800]  cleared out. And I took a really cool photo where there weren't even any people in the
[19:57.800 --> 20:02.360]  sight line of the of the camera anymore. When it was mostly empty is really when it was
[20:02.360 --> 20:08.460]  striking like, Holy hell, what is holding? What is holding this this roof up? It right.
[20:08.460 --> 20:12.800]  It's architecturally it's an engineering wise. It's it is a marvel.
[20:12.800 --> 20:17.560]  Yeah, when you're standing in the building, especially when you walk right in the doors,
[20:17.560 --> 20:21.880]  and nobody's in there, or come up the stairs, and nobody's in there, you know, the feeling
[20:21.880 --> 20:27.520]  of openness and, you know, outside in, obviously, it was the was the whole point of it. It's
[20:27.520 --> 20:32.480]  just it really is impactful. And the only thing that obstructs your sight line in any
[20:32.480 --> 20:38.000]  direction because there are no physical supports beyond the glass itself is the elevator. And
[20:38.000 --> 20:43.440]  that's like that comes up out of the floor. But even the stairwells are there's only like
[20:43.440 --> 20:46.900]  a slight wedge and then they just sink into the ground. You know, there's not like a big
[20:46.900 --> 20:52.360]  boxy like, Oh, here, here stairwell begins, you know, they're cut into the ground, so
[20:52.360 --> 20:54.480]  to speak. So it's it's quite interesting.
[20:54.480 --> 21:00.240]  Yeah, somebody commenting on my photo said it looks like the layer of a Bond villain.
[21:00.240 --> 21:06.240]  And it's truly it truly does. I mean, it's and the stairs really do it was sort of like
[21:06.240 --> 21:10.480]  when I first got there. It was like, where the hell are the stairs? I didn't even I couldn't
[21:10.480 --> 21:16.440]  even tell where they were. It's sort of a it's freaky almost. I don't know.
[21:16.440 --> 21:22.160]  Yeah, it's one of those buildings where and I'd like architecture a little bit and pay
[21:22.160 --> 21:25.840]  attention to it when I when I can when I'm traveling. And some of those buildings that
[21:25.840 --> 21:30.600]  you look at and you go, you know what, somebody's definitely going to use this in a movie, right?
[21:30.600 --> 21:35.000]  But Apple's not that company. They don't need people to use it in movies. So it probably
[21:35.000 --> 21:39.600]  will not get used in a movie. But it's one of those art or those pieces of architecture
[21:39.600 --> 21:47.200]  where you go, Oh, wow, some site site researcher would love this place. You'd be like, Oh,
[21:47.200 --> 21:50.680]  we could shoot a scene here. And yeah, it could definitely like slot into a Bond film
[21:50.680 --> 21:55.440]  like, oh, this is the entrance to the lair. Yeah.
[21:55.440 --> 22:00.640]  So we, you know, gets the time, you know, the word spreads that they're letting people
[22:00.640 --> 22:08.160]  in, it's time to go to send the staircase. The handrails to the staircase are literally
[22:08.160 --> 22:15.420]  carved out of the walls. It is, it feels like it's carved out of stone. It's not stone.
[22:15.420 --> 22:18.600]  It's it's some kind of artificial I forget the name of that. I found out the name of
[22:18.600 --> 22:23.720]  it. But it's, it's the same surface that's like an expensive kitchen countertop service
[22:23.720 --> 22:29.180]  surface. But that the effect of having them carved out of the wall, it feels like you're
[22:29.180 --> 22:35.480]  in that that temple in the Indiana Jones in the last crusade, you know, that's carved
[22:35.480 --> 22:40.720]  into the mountain, it really feels like the theater is carved into the ground. Not that
[22:40.720 --> 22:48.360]  it is an underground theater, but that it's carved out of, you know, a massive block of
[22:48.360 --> 22:53.680]  marble or something that that was on the site for millennia. It really is the effect that
[22:53.680 --> 23:01.880]  you get. And it's funny, like I've had a bunch of questions about the hidden hands on area
[23:01.880 --> 23:07.400]  where people are like they don't understand. They don't understand what we're saying when
[23:07.400 --> 23:12.940]  we say that there's this retractable door, but it doesn't look like something is hidden.
[23:12.940 --> 23:16.720]  It just looks like that's the way it's supposed to be when we went in. And then when the show
[23:16.720 --> 23:22.560]  was over, and we went back, the wall was gone. And there's the hands on area. But the bet
[23:22.560 --> 23:27.360]  the best expert, you know, exponent visual explanation I can think of is is Dan Fromer's
[23:27.360 --> 23:32.780]  photo essay at at Recode. He had before and after shots that I think show it about as
[23:32.780 --> 23:37.240]  well as it can be shown. So I will put a link to the show notes and add a link to it from
[23:37.240 --> 23:41.680]  during fireball earlier, but it is quite a thing.
[23:41.680 --> 23:50.000]  Yeah, and that area that, you know, display area that they had for the hands on stuff
[23:50.000 --> 23:55.960]  is completely hidden. And I think there were some architectural renderings or, you know,
[23:55.960 --> 24:01.240]  some plans or something at some point that, or maybe even early shots that somebody had
[24:01.240 --> 24:06.640]  posted to the internet a few weeks ago. And in those shots, it makes it look like there's
[24:06.640 --> 24:11.980]  a wall that retracts away, like, you know, kind of a slightly curved wall that maybe
[24:11.980 --> 24:17.760]  retracts left to right or splits or whatever. And then you're led into a separate room for
[24:17.760 --> 24:22.680]  the demo area. And people were wondering out loud, how are they going to hide that area?
[24:22.680 --> 24:27.060]  When you walk down the stairs and you come in? How are they going to make it so that
[24:27.060 --> 24:31.480]  you can't see what's in there? As you walk into the theater, because it literally shares
[24:31.480 --> 24:35.360]  the same space, you walk down the stairs, and through the doors into or through the
[24:35.360 --> 24:41.100]  opening into the theater, which is even further underground. And that area is right there,
[24:41.100 --> 24:44.840]  you know, you're boom, you walk into it. And so people were wondering, how are they going
[24:44.840 --> 24:49.680]  to obscure it. And of course, once you come down the stairs, we came down and it was immediately
[24:49.680 --> 24:55.640]  obvious the way they obscure it is that it's an entire cylinder. It's not just a wall,
[24:55.640 --> 25:01.600]  it's a cylinder that wraps all the way around the exhibition area, I think they call it,
[25:01.600 --> 25:07.760]  or exhibit area. And that exhibit area is completely closed off by a column of metal
[25:07.760 --> 25:14.360]  paneling that matches the paneling, of course, used above, in at least in its aesthetics.
[25:14.360 --> 25:19.280]  And that's it, you walk by this huge metal cylinder, and into the theater, but you get
[25:19.280 --> 25:24.480]  no glimpse of anything inside the cylinder when you walk by it, right, because this cylindrical
[25:24.480 --> 25:31.640]  wall, you know, that it's, I don't know how you would just, you know, it's sort of like
[25:31.640 --> 25:36.120]  an escalator is a bad comparison, but that, you know, that there's, I don't know, five
[25:36.120 --> 25:40.760]  or six foot wide panels, with, I guess, some kind of hinge between them, which is how it
[25:40.760 --> 25:48.440]  like rotates, you know. And but when it's hidden, you would when it's open, and the
[25:48.440 --> 25:52.320]  exhibit area is open, you would never think that it's possible that there's a wall that
[25:52.320 --> 25:56.120]  could slide out and hide it. And when it's hidden, you would never think there's a room
[25:56.120 --> 26:01.400]  behind there. It just looks like this is like, a big column that supports the lobby above
[26:01.400 --> 26:02.400]  us.
[26:02.400 --> 26:08.840]  Right, exactly. Like it was built, you know, built into the building and not meant to move
[26:08.840 --> 26:09.840]  at all.
[26:09.840 --> 26:16.720]  Yeah, it looks right both ways is what I'm trying to say. All right, and we go into the
[26:16.720 --> 26:22.480]  theater itself. And the theater itself is is just fantastic. Every single thing about
[26:22.480 --> 26:30.500]  it. The seats are like plush leather. They are comfortable. There is truly a generous
[26:30.500 --> 26:39.640]  amount of leg room between the rows. All of the back area. Every seat has power. We sat
[26:39.640 --> 26:45.400]  a little bit closer, like the back row of the front area, which was more like, like
[26:45.400 --> 26:49.560]  couch seating almost, right? It wasn't even like we had individual theater seats. It was
[26:49.560 --> 26:54.480]  sort of like, like, it was more like a bench, but it was so spacious that it's more like
[26:54.480 --> 26:59.760]  sitting on a sofa. It was kind of crazy comfortable, which is
[26:59.760 --> 27:04.960]  that yeah, it was it was it felt a lot like a car seat. It really did. It did. It felt
[27:04.960 --> 27:11.800]  like a luxurious, spacious bench seat of a luxury automobile. Now one that you want that
[27:11.800 --> 27:13.000]  you have a driver for.
[27:13.000 --> 27:18.040]  Yeah, and they even had the armrests that that pop back into the seat, you know, so
[27:18.040 --> 27:22.340]  you can keep them all up. And then there's more room for seating. But if you have room
[27:22.340 --> 27:28.000]  and there's nobody next to you, there was like a big plush automobile style armrest
[27:28.000 --> 27:30.880]  that you can retract down from the seat. It was
[27:30.880 --> 27:39.000]  a little loop that you hook your finger through and pull down just like a back car seat. I
[27:39.000 --> 27:44.480]  pulled it down, but no cup holders. It definitely was a European car, not a not an American
[27:44.480 --> 27:45.480]  car.
[27:45.480 --> 27:49.560]  So the blueprints for all of this, I guess, have to be released publicly, I don't know,
[27:49.560 --> 27:53.420]  to get approval. So like, I'm sure Apple, if they could have would have, you know, kept
[27:53.420 --> 27:58.520]  everything even more secret. But the blueprints for this were already out and I had seen them.
