[00:00.000 --> 00:04.520]  We've got rumors to talk about I love rumors. I know this is you know what I was thinking about
[03:35.700 --> 03:37.700]  Back to blackberry. I
[03:38.980 --> 03:40.980]  Guess the other option would be to
[03:41.460 --> 03:47.340]  This would be a great time for blackberry to come out and proclaim their support for the the 3.5 millimeter
[03:49.380 --> 03:51.380]  This
[03:51.420 --> 03:53.180]  Another option and I love it
[03:53.180 --> 03:58.860]  I really do I deeply enjoy it when other people's small children do this on let's say a train or something is you could just
[03:58.860 --> 04:04.460]  Use the speakers on the device. That's
[04:04.620 --> 04:07.420]  Perfect pumped up to a loud enough volume to to you know
[04:07.700 --> 04:13.060]  Over here overtake the sound of the train or the train or the jet airliner that you're riding on
[04:15.860 --> 04:17.860]  Who needs headphones
[04:18.900 --> 04:23.940]  So but the whole I mean the whole thing so this this is portrayed as which you know
[04:24.140 --> 04:26.980]  Well, first of all the this is not the first time we've heard this
[04:26.980 --> 04:34.380]  No, it's rumor. Well, I mean, I think this this flow is floated also right before the the iPhone 6 I
[04:35.260 --> 04:40.060]  Remember correctly. I think it started it started though when lightning
[04:40.740 --> 04:44.740]  Debuted because lightning has always supported audio like you can go and you can buy
[04:45.740 --> 04:50.860]  They exist today. In fact that Phillips there's a pair of Phillips ones here in the screenshot that
[04:50.860 --> 04:58.620]  That Mac rumors has you can buy lightning connector headphones today like the existing lightning port can support audio
[04:58.620 --> 05:01.220]  So you can do that right now today. That's not like a new thing
[05:01.220 --> 05:05.900]  I think that what they're saying and so in terms of what they're saying about the this
[05:06.500 --> 05:10.220]  Soap-called iPhone 7 having a new like next generation lightning
[05:11.140 --> 05:13.140]  Jack, you know the female side
[05:15.620 --> 05:18.180]  Would be the that it includes a digital audio
[05:18.180 --> 05:20.180]  converter I
[05:20.540 --> 05:24.220]  Don't know though why the dongle wouldn't do the digital audio conversion
[05:24.620 --> 05:29.500]  But anyway, that's what they're saying. So I think right now so this is and I could be wrong
[05:29.500 --> 05:30.940]  I could be definitely wrong about this
[05:30.940 --> 05:36.540]  This could be something that maybe the dongle would work on our existing iPhones, but I think what they're saying is that?
[05:37.540 --> 05:38.940]  to use
[05:38.940 --> 05:43.640]  Standard headphones through the dongle and the lightning would require this iPhone 7 lightning
[05:44.020 --> 05:47.120]  Port because it would include the digital audio converter inside
[05:47.120 --> 05:50.240]  Okay, but otherwise, I don't think anything any of this is new
[05:50.720 --> 05:57.160]  You know the fact that lightning can handle audio isn't definitely not new you can buy these headphones today and use them on your phone
[05:57.160 --> 05:59.920]  Today and that the rumors started as soon as that became clear
[06:01.720 --> 06:07.380]  Because why else would they do it unless they plan to get rid of the 3.5 at some point, yeah
[06:09.000 --> 06:13.440]  There was also there was a there's a also a smaller Jack than the 3.5
[06:13.440 --> 06:17.280]  a millimeter Jack that used to be used in Japan
[06:17.800 --> 06:21.880]  Mmm for years because I remember I bought when I was in Japan
[06:21.880 --> 06:25.320]  I accidentally bought a pair of headphones and took it home and it was like
[06:25.960 --> 06:29.680]  went to put them on my like my walkman or whatever it was and I was like
[06:30.560 --> 06:32.560]  This is not this is not right
[06:32.960 --> 06:39.320]  But but again, but I think the reason the reason it was exactly that though was that was for smaller
[06:39.320 --> 06:44.320]  So the smaller devices there's so many jokes
[06:47.120 --> 06:54.320]  That I can't think I can't I can't that's good I can't glad I can't think of any jokes stem from this
[06:54.640 --> 06:58.000]  No, there could be there's nothing there's nothing to be said
[06:59.840 --> 07:06.960]  Anyway people are some people are very very upset about this they are and and however much
[07:06.960 --> 07:08.960]  controversy there was
[07:09.480 --> 07:13.440]  When Apple switched from 30 the 30-pin dock connector to the lightning?
[07:15.080 --> 07:22.000]  Adapter and people accused Apple of you know doing this just to get people to buy more more cape, you know
[07:22.000 --> 07:23.880]  Everything you know that it was a money grab
[07:23.880 --> 07:28.680]  this is the accusation that it was a money grab and I think you and I have talked about this multiple times that it was
[07:28.680 --> 07:30.680]  a money grab and
[07:31.560 --> 07:34.760]  They wanted to sell new cables they wanted you to buy new docks
[07:34.760 --> 07:41.840]  They wanted you to buy their little I think it was $19 the little just the little adapter that lets you switch a 30-pin
[07:41.880 --> 07:47.780]  Thing into a lightning thing. I think it was 19 wasn't that much or was that the headphone price? No
[07:47.780 --> 07:53.800]  Yeah, that was no that's probably right. That's probably right. Although maybe it was 20. I had the headphones or something like 30. Yeah
[07:56.960 --> 08:02.320]  And I I laugh about this I laugh that people are upset and I but I understand the frustration
[08:02.320 --> 08:04.800]  You know, I I just laugh at how
[08:05.840 --> 08:08.400]  How hard people take this? Mm-hmm
[08:08.760 --> 08:14.440]  Well, yeah, so the the thing that it's portrayed as a trade-off for is is getting a thinner iPhone
[08:15.080 --> 08:17.560]  Right. Yeah, then that's the only
[08:18.280 --> 08:21.920]  So it and everyone says I don't want a thinner iPhone
[08:22.880 --> 08:24.800]  which I
[08:24.800 --> 08:31.240]  Mean, I don't I don't feel like I need a thinner iPhone, but in fairness you haven't seen a thinner iPhone
[08:31.240 --> 08:32.720]  No
[08:32.720 --> 08:34.840]  You might you might really like it thinner iPhone
[08:35.680 --> 08:38.440]  Well, and as oh man, here it is
[08:38.440 --> 08:42.440]  So I looked it up on the store dot apple.com the lightning to 30-pin adapter
[08:42.440 --> 08:49.040]  Not a cable just the little adapter right now. It sells for $29. So I think it's maybe it's always been $29. Yeah
[08:50.720 --> 08:52.720]  And the
[08:54.160 --> 08:58.640]  Lightning to 30-pin adapter that's more of a cable is 30
[08:58.640 --> 09:00.120]  30
[09:00.120 --> 09:02.120]  $39, it's got a a
[09:02.760 --> 09:10.880]  0.2 meter cable. So it's it's a rather like a 20 centimeter cable and that's that's $39
[09:15.000 --> 09:21.320]  So I do get the frustration there it does seem to me it seems very clear to me and
[09:21.640 --> 09:26.340]  and it just seems funny that it always comes up when you're on the show that there's a sort of aspect of
[09:26.340 --> 09:28.980]  You know, let's spend Tim Cook's money
[09:29.980 --> 09:36.100]  You know that these things should be cheaper and that whatever money they make from them
[09:36.100 --> 09:41.420]  They would gain in goodwill by making them if not giving them away
[09:41.420 --> 09:48.620]  You know coming as close to giving them away as they can that if they sold them it cost and presumably it costs a lot
[09:48.620 --> 09:51.340]  Less than $29 to make this dongle. Yeah
[09:52.180 --> 09:54.440]  It would they would make up for it in goodwill
[09:54.440 --> 09:57.800]  Right, they're not interested. They're not interested in that
[09:59.480 --> 10:03.080]  Well, I think it would be it would be you would make the pill easier to swallow it
[10:03.720 --> 10:05.720]  You know, I don't know that people would be
[10:06.200 --> 10:07.560]  completely
[10:07.560 --> 10:11.560]  Cuz if you're if you're heavily invested in in that jack and I think you know
[10:11.560 --> 10:17.240]  I mean, I think some people are I'm not I wouldn't say that I am particularly I do have many headphones
[10:17.880 --> 10:22.000]  that I wear with that jack, but I mostly use them for podcasting and
[10:22.000 --> 10:27.680]  And so I'm plugging them into a microphone instead of plugging it into my my iPhone
[10:28.800 --> 10:31.760]  and you and I mostly and I'm you know, I'm a
[10:32.560 --> 10:34.880]  I'm not an audiophile. So I mostly use
[10:35.600 --> 10:41.600]  Apple's headphones and when I'm using my iPhone and I and then I also have a pair of Bluetooth
[10:42.240 --> 10:44.960]  Headphones that I use for exercising. Yeah
[10:45.680 --> 10:47.680]  So it wouldn't really change my life that much
[10:47.680 --> 10:54.160]  It's a it's just I just find it a fun thing to talk about on the show because it is it
[10:54.960 --> 11:00.160]  It's such a petty little thing in the grand scheme of things if you really think about it, right?
[11:00.160 --> 11:04.800]  It's just not that big a deal in the life of an iPhone user
[11:05.440 --> 11:12.960]  But there's so many like implications of a change like this that it makes it fun to think about the trade-offs on Apple's part
[11:12.960 --> 11:17.440]  So let's tackle some more of these implications of the the audio jack
[11:18.160 --> 11:24.000]  So one of them like you said that the idea would be that that Apple would be motivated to do this
[11:24.720 --> 11:31.600]  Because it would allow them to make the device thinner that at this point 3.5 millimeters just for the port alone
[11:32.320 --> 11:34.320]  is
[11:34.400 --> 11:39.600]  Significant, you know, it's it's it's a constraint given the how the performance of the device is
[11:39.600 --> 11:47.360]  You know, it's it's it's a constraint given the how the millimeter thickness of these devices now that obviously there's existence proof
[11:47.440 --> 11:54.640]  That they can make thinner devices that still have that port like the the iPod touch the current generation iPod touch is like a full
[11:55.520 --> 11:58.000]  millimeter thinner than the iPhone
[11:58.720 --> 12:05.680]  Success is it really? Yeah. Okay, actually I have them both here, but they're in cases or almost so
[12:05.680 --> 12:11.200]  It's like it's like the iPhone 6s is like six point nine millimeters and then iPod touch is like six point one
[12:12.640 --> 12:14.560]  and still has
[12:14.560 --> 12:17.600]  a standard audio port and the
[12:18.960 --> 12:27.200]  The iPod nano is even thinner still and still has the the regular audio port
[12:28.800 --> 12:35.120]  But as some people on twitter have pointed out like if you look at the iPod nano the the full work, you know
[12:35.120 --> 12:41.840]  The the length it takes the depth that the headphone jack has to go into the port to fit
[12:42.480 --> 12:46.480]  It doesn't actually go underneath the screen at all. There's like a chin, you know
[12:46.480 --> 12:52.160]  So it's not it's not like it also has to fit underneath the screen where I think it does on on the iPhone
[12:53.440 --> 12:55.920]  So thinness is definitely certainly one of the angles
[12:56.480 --> 13:01.600]  I don't think it means that they couldn't make an iPhone 7 that's thinner and keep the jack though
[13:01.600 --> 13:07.520]  It's just probably makes it easier because it's one less thing to put in and I think I think that the depth of the the
[13:07.680 --> 13:11.920]  Jack is actually more of a problem than the thickness of it. The fact that the standard audio port has to go
[13:12.560 --> 13:14.560]  So far in
[13:15.360 --> 13:17.120]  God this show could be torn apart
[13:19.120 --> 13:21.280]  To create a political attack ad against me
[13:21.280 --> 13:28.240]  Um, here's here's another like what what do you think would happen if they said we're taking out
[13:29.280 --> 13:33.280]  We're taking out the audio jack, uh, because we want to put more battery in
[13:34.880 --> 13:42.080]  That would be an interesting thing for them to say so we took out. Yeah, we took out the the audio jack and you'll get another
[13:43.520 --> 13:46.560]  Hour and a half of battery that would be interesting
[13:46.560 --> 13:51.040]  It would be an interesting way to justify it instead of saying it's going to be even thinner
[13:51.600 --> 13:59.360]  Right because saying that it's even thinner it really only seems to satisfy apple's internal obsession with device thinness
[14:00.080 --> 14:03.920]  and and it could well be that it's more than just the
[14:05.360 --> 14:11.040]  The taste of johnny iv and his team and whoever else is there that they want these devices that they value thinness
[14:11.040 --> 14:17.360]  Over the battery life that could be gained by just making the device thicker or keeping it the thinness
[14:18.080 --> 14:24.560]  of the instead of making it as thin as they possibly can to get the same battery life as the previous generation what if they kept
[14:24.880 --> 14:26.880]  the same thickness as
[14:27.280 --> 14:28.320]  the
[14:28.320 --> 14:32.400]  device thickness as the previous generation but use their newfound ability to
[14:32.860 --> 14:36.560]  Miniturize and thin things to just create more room for them to be able to get the same
[14:36.560 --> 14:42.400]  Use their newfound ability to miniaturize and thin things to just create more room for a battery, right?
[14:42.640 --> 14:46.960]  That's the that's the the thing that some people a lot of people seem to want apple to do
[14:47.520 --> 14:50.160]  It could well be that apple has internal marketing
[14:53.040 --> 14:57.920]  Like data like you know or that that suggests if not proves that
[14:58.560 --> 15:03.600]  given the choice in a store people will choose the thinner device and that there might be
[15:03.600 --> 15:10.400]  As much as many of us think that people would be happier with the thicker device that gets longer battery life
[15:10.560 --> 15:15.760]  Apple might have some knowledge to know that at the point of sale people are going to buy the thinner one
[15:16.480 --> 15:21.200]  And it would expose them to it. I wouldn't be yeah, I wouldn't be surprised by that really because
[15:22.080 --> 15:24.160]  I don't think it's like it's not like this for me anymore
[15:24.160 --> 15:28.960]  But that used to be the one thing what I looked at years ago when I looked at android phones. I thought
[15:28.960 --> 15:33.600]  Wow, it would be really cool to have a phone. That was that then yeah, samsung has one, you know
[15:33.600 --> 15:39.360]  It's one of the galaxies. It's not the flagship because the flagship one has higher specs and can't be that thin
[15:39.360 --> 15:45.120]  But there's one of the current galaxy phones somebody I saw somebody claim is only 5.9 millimeters
[15:45.440 --> 15:48.640]  So samsung's, you know in a race for a thinness, too
[15:48.960 --> 15:53.680]  And it don't forget that these are the sort of decisions that when apple makes now for next year
[15:53.680 --> 15:58.560]  If they stick to the current plan of using the same hardware for two years, you know basic hardware
[15:59.120 --> 16:03.920]  Profile for two years with a seven next year and then a 7s the year after that
[16:06.080 --> 16:09.280]  That if they make a mistake here and go thicker and
[16:09.920 --> 16:16.240]  Samsung goes way thinner and it proves to be a hit they could be the same sort of thing that happened with larger screen sizes
[16:16.240 --> 16:21.360]  A few years ago where larger screen sizes clearly were selling phones
[16:21.360 --> 16:27.680]  and you know, there was even we've it is one of those rare things that we have proof of because it came out in
[16:28.640 --> 16:32.240]  The court case one of the court cases was samsung where there was like an email
[16:32.240 --> 16:36.320]  I think might have even been from schiller himself, but it was certainly from somebody on schiller's team
[16:36.720 --> 16:38.720]  there was an internal email at apple that said
[16:40.320 --> 16:44.400]  People some people want what we don't have larger screen phones
[16:46.160 --> 16:48.800]  And they can't just scramble and
[16:48.800 --> 16:54.800]  You know come out with a new phone next month with a bigger screen. These things are you know have two year lead times
[16:55.520 --> 16:57.520]  Maybe even longer
[16:58.560 --> 16:59.680]  So if apples, you know
[16:59.680 --> 17:04.720]  thanks, or it maybe even knows that then this sells and that and they certainly know that samsung is
[17:05.280 --> 17:10.800]  Capable of making devices that are thin if not other, you know companies too. They may not want to you know
[17:11.440 --> 17:14.480]  They may not want to do this even if they also know that
[17:14.480 --> 17:22.000]  Customer satisfaction wise after they've already purchased a phone if it had the longer battery life of a thicker thing people would be happier
[17:23.760 --> 17:28.960]  Yeah, it's it is strange though to see lots of people saying
[17:30.960 --> 17:35.200]  That they don't want something that you know, I mean I obviously this is presented as uh,
[17:35.200 --> 17:38.560]  No, you got to get rid of this in order to get that if they came out and just said it was going to be
[17:38.560 --> 17:40.560]  A thinner phone you'd probably go slightly different
[17:40.560 --> 17:44.560]  Reaction without the you're going to lose the headphone jack
[17:45.360 --> 17:47.040]  but
[17:47.040 --> 17:52.400]  it seems like it used to be like here are the things that you know seems like they might be coming in the next iphone and
[17:52.400 --> 17:54.400]  Everyone would be
[17:54.400 --> 17:57.280]  Pretty excited about those things with the exception of lightning. Yeah
[17:58.720 --> 18:04.800]  And I feel like like I feel like I don't I don't necessarily I don't feel like i'm that excited about a thinner phone at this point
[18:05.360 --> 18:06.400]  and
[18:06.400 --> 18:10.880]  I you know, we've had this discussion before too. I would rather have a smaller phone
[18:10.880 --> 18:13.040]  Yeah, it may not just be about thinness though
[18:13.040 --> 18:18.320]  I so I I say it could be it could help and and maybe it would help with battery life too
[18:18.320 --> 18:21.040]  but there are other factors too like even if you could just
[18:21.280 --> 18:26.640]  Just just concede for the moment that they could go as thin as they want to and still keep the other jack that whatever
[18:26.880 --> 18:33.280]  Thinness, they're they're planning for for the iphone 7 it could accommodate a 3.5 millimeter headphone jack
[18:33.280 --> 18:36.480]  It could accommodate a 3.5 millimeter headphone jack
[18:36.880 --> 18:42.640]  I don't know if that's true or not, but let's just concede it for the moment. It's also another point of you know
[18:43.120 --> 18:45.120]  potential water damage
[18:45.120 --> 18:48.800]  It's a you know, one less port is one lens one less thing to
[18:49.600 --> 18:51.280]  um
[18:51.280 --> 18:55.200]  To have to you know, try to protect against you know water getting in there
[18:55.760 --> 18:57.120]  um
[18:57.120 --> 19:05.040]  Having two ports definitely takes more space inside the device than one port that does both things. I mean, that's just
[19:05.680 --> 19:08.320]  I mean, that's just like an obvious fact
[19:08.640 --> 19:11.440]  So in other ways other than thinness it might you know
[19:11.520 --> 19:16.160]  Like you said batteries one life who knows what else they could use that space for but they could certainly you know
[19:16.240 --> 19:18.640]  They certainly take advantage of every bit of space that they can
[19:19.520 --> 19:21.520]  Yeah
[19:21.520 --> 19:28.640]  Um, I don't know the problem is like is charging I mean everybody's you know, right it's out already
[19:28.720 --> 19:29.920]  but like when you're
[19:29.920 --> 19:34.720]  And I do this I do this sometimes where I put the headphones in and charging when i'm at my desk and listening to something
[19:35.520 --> 19:37.520]  and
[19:39.120 --> 19:41.120]  Having to like find a dongle and
[19:41.840 --> 19:46.720]  Yeah, nobody wants nobody really wants a dongle. Uh, like a y adapter dongle
[19:46.720 --> 19:52.720]  Right. Yeah, the idea would be that even even if you're on board like on the one hand if you want to stick with your
[19:53.440 --> 19:58.160]  Beloved old pair of headphones that has a 3.5 millimeter jack
[19:58.960 --> 20:02.000]  Then you need a dongle, you know to go 3.5 to
[20:04.000 --> 20:05.200]  Lightning
[20:05.200 --> 20:11.600]  And it can't be a tiny little dongle because we know how long the adapter is on the headphones
[20:12.560 --> 20:14.560]  and
[20:14.560 --> 20:19.360]  Uh, like i'm looking at it right now. Yeah, that's you know at a minimum like it's you know
[20:20.000 --> 20:22.000]  At least what half an inch?
[20:22.400 --> 20:23.440]  um
[20:23.440 --> 20:24.720]  Not that small
[20:24.720 --> 20:30.720]  So you got this thing sticking out of your phone plus the actual cable itself from the headphone that sticks out from the phone
[20:30.720 --> 20:32.480]  So it's you know
[20:32.480 --> 20:33.440]  cumbersome
[20:33.440 --> 20:35.760]  but even if you're willing to go on board with
[20:36.400 --> 20:41.520]  The a new pair of lightning headphones, which presumably apple would ship with the device and other, you know
[20:41.520 --> 20:45.280]  Companies are already making if you want to charge and use those at the same times
[20:45.280 --> 20:49.920]  You'd still need an adapter so that you could have two lightning inputs one for charging one for the headphone
[20:50.880 --> 20:52.880]  And i'm not even sure if that would work
[20:53.280 --> 20:54.320]  yeah
[20:54.320 --> 20:55.840]  unless you have a
[20:55.840 --> 20:57.840]  inductive charging right and
[20:58.160 --> 21:02.560]  I fully concede like one of the things this is just one of those things where I just i'll just
[21:02.800 --> 21:06.640]  I just like to sit here and think about it from apple's perspective and I don't really have
[21:06.640 --> 21:12.640]  strong feelings one way or the other like me trying to justify it and thinking of the reasons apple might want to do it isn't
[21:12.640 --> 21:14.640]  Me saying I think this is a great idea
[21:16.960 --> 21:19.680]  I'm not sure. I think it's interesting because there's so many trade-offs
[21:19.680 --> 21:26.240]  But the the needing to charge or wanting to charge while you listen with headphones is absolutely positively a real thing
[21:26.240 --> 21:30.800]  I see my son doing it all the time his device his devices seem to all live
[21:30.800 --> 21:37.200]  In in the like the best charge they ever seem to get puts him in the yellow
[21:37.520 --> 21:39.360]  Yeah, I think hank is like it's similar. Yeah
[21:40.880 --> 21:46.480]  I mean so even just since this rumor popped up i've spotted jonas at least twice
[21:46.880 --> 21:53.600]  Using his I think it was both times. It was his ipad but using his ipad with headphones watching video while it was charging
[21:54.160 --> 21:57.760]  So I fully concede that is not just something people want to do
[21:57.760 --> 22:04.880]  People want to do uh, it's something people like my son would have to do other than to stare at a black iphone
[22:05.440 --> 22:09.600]  Let it go out. Yeah, just just stare at the black screen of a dead ipad
[22:10.240 --> 22:12.400]  Uh, so I don't know how apple solves it
[22:12.480 --> 22:18.080]  Maybe the answer is of course that they don't and that this whole story is bullshit and they're not getting rid of the separate jack
[22:18.400 --> 22:24.480]  Well, that's the and that's the other thing that's kind of ridiculous about this the whole thing because it's it's it has really been widely
[22:24.480 --> 22:29.140]  discussed and it is all based off this one, right
[22:29.940 --> 22:31.460]  this one source
[22:31.460 --> 22:37.380]  Like so inside apple, there's somebody, you know some team that clearly already knows the answer to this
[22:37.620 --> 22:40.660]  I think that this is one of those decisions that's already been made
[22:41.460 --> 22:45.140]  And they're either they're laughing one way or the other
[22:46.580 --> 22:51.940]  Either way, they're laughing like if there is an iphone if there is a regular
[22:51.940 --> 22:58.820]  or good old-fashioned 3.5 millimeter headphone jack on the iphone 7 next year the team inside apple is laughing at all of the
[22:59.460 --> 23:04.740]  Thought that we're all putting into this and all the consternation out there on the on the web and if there's not they're
[23:05.140 --> 23:07.140]  They're at least chuckling at the
[23:07.140 --> 23:10.600]  People who are saying there's no way they would do this. It would make everybody too furious
[23:13.940 --> 23:15.940]  Yeah, they're
[23:16.100 --> 23:18.580]  They're no stranger to controversy. So I don't think
[23:18.580 --> 23:24.180]  It's funny though because it is clearly controversial and it's like there's something about apple that makes them
[23:24.660 --> 23:27.780]  Un, you know, one of the ways that apple is clearly different than other companies
[23:27.860 --> 23:30.420]  Is they're the only company whoever seems to face these things?
[23:31.060 --> 23:33.060]  I never see and
[23:33.780 --> 23:38.020]  For one thing that other companies tend to keep legacy ports around
[23:38.740 --> 23:42.580]  Almost as long as they can as opposed to looking for a way to get rid of legacy ports
[23:42.580 --> 23:45.220]  They look for a way to keep them going as long as they can
[23:45.220 --> 23:47.700]  Yeah, it's like they don't want to lose that one extra sale
[23:48.420 --> 23:50.420]  And and then even when they do
[23:50.660 --> 23:53.220]  I don't know how they escape the criticism like
[23:53.860 --> 23:56.580]  android phones like iphones have gone from
[23:57.940 --> 24:01.300]  and and if you for the sake of an argument if you just count the
[24:01.780 --> 24:06.500]  iPod as like a like a sibling predecessor to the iphone
[24:07.140 --> 24:09.140]  They've gone through two ports
[24:09.620 --> 24:11.620]  ever 30 pin
[24:11.620 --> 24:13.620]  starting with the original ipod
[24:13.620 --> 24:15.620]  to
[24:16.100 --> 24:18.660]  No, the first the first one had firewire, right?
[24:18.660 --> 24:22.340]  So well, it was the same on the fire on the 30 pin end
[24:22.660 --> 24:26.500]  But it was all only firewire on the other end, but we'll call you know, you needed a new cable
[24:26.660 --> 24:30.180]  So we'll call that the same. Wait. Wait. No, it was a
[24:30.740 --> 24:33.380]  No, the original ipod was firewire on both ends
[24:34.020 --> 24:39.300]  Oh my god, you're right. Yeah, you're right. You're right. Yeah. I'm totally wrong on that. So there are all right
[24:39.300 --> 24:45.080]  So here's the changes they've gone through from including all the ipods one. The first one was firewire firewire
[24:45.620 --> 24:47.880]  Then they went 30 pin to firewire
[24:48.500 --> 24:50.500]  And then it was 30 pin to usb
[24:51.300 --> 24:57.140]  But if you just made like a clock radio that had the 30 pin thing, it would work with whatever your your ipod was
[24:57.780 --> 24:59.780]  and then lightning
[25:00.020 --> 25:04.580]  Other devices the ones that just use like usb went through I forget the names of them
[25:04.660 --> 25:07.460]  But there's like sort of the the thicker mini
[25:07.460 --> 25:09.240]  USB
[25:09.240 --> 25:14.600]  Then there's the thinner new micro usb. It was like there was like mini usb micro usb
[25:15.160 --> 25:20.760]  And now usb c which is nice because it's like lightning and you can you can't put it in upside down
[25:20.760 --> 25:26.440]  It works both directions for some reason when they switch they don't get they don't get the controversy. Yeah
[25:27.080 --> 25:28.120]  Yeah
[25:28.120 --> 25:33.240]  That always used to make me laugh because people in the android side would make fun of apple for for like oh your ports
[25:33.240 --> 25:35.240]  No, your ports match and I was like
[25:35.240 --> 25:37.240]  Yeah, another two years
[25:38.120 --> 25:41.400]  And it's like I I know some people are saying
[25:41.880 --> 25:46.760]  That would say well no, but apple's the only one who tries to gouge you for 29 for an adapter
[25:47.320 --> 25:48.680]  um
[25:48.680 --> 25:53.640]  but you know in short order you can go to you know, amazon or
[25:55.080 --> 26:00.920]  Mono price for example and get a high quality adapter that's not made by apple for a reasonable price
[26:00.920 --> 26:07.960]  So, I mean you can make the transition and that's those are the only places that people on android buy cables and stuff like that
[26:08.920 --> 26:10.440]  Yeah, so the fact that apple's first party
[26:11.320 --> 26:14.840]  Adapters and dongles are seemingly exorbitantly priced
[26:15.560 --> 26:20.120]  It doesn't really make things worse for anybody who's sensitive to that and just goes to amazon
[26:20.600 --> 26:23.400]  I mean, it's not like amazon is some obscure company that nobody's heard of
[26:27.640 --> 26:29.240]  Is it
[26:29.240 --> 26:32.680]  It might be slightly cheaper to get usb adapters
[26:33.320 --> 26:37.720]  Right because because the other ones I mean the other ones somebody has to license from apple, right?
[26:37.800 --> 26:39.800]  They have to license one end from apple
[26:40.280 --> 26:44.280]  Right, but there's other there's other still it still gets down to the point where it's okay, you know
[26:44.280 --> 26:49.400]  We're still talking about like 10 bucks. There's other hassles involved though like that i've and they're all reasonable
[26:49.480 --> 26:55.880]  I mean, these are all reasonable complaints. They're actual truth, you know, the actual truth. They're obvious but like the problem where
[26:56.600 --> 26:57.640]  um
[26:57.640 --> 27:01.400]  like in a two-person household, uh where
[27:02.200 --> 27:03.560]  person a
[27:03.560 --> 27:04.440]  uh
[27:04.440 --> 27:08.600]  Has or at one point they both you both have phones with the same port on it
[27:08.680 --> 27:12.120]  And then one of you upgrades to a new one and it has a different port and now
[27:12.360 --> 27:17.480]  All the various places like in that kitchen or wherever you might share a little charging station
