[00:00.000 --> 00:02.000]  Don't even know where to start. What do you want to start with?
[05:48.220 --> 05:54.180]  And you know Alan dies from you know came from as that in Apple terms marcom
[05:55.140 --> 05:59.280]  Which I don't does that widespread in the industry. I always thought that was sort of an Apple ISM
[05:59.580 --> 06:02.300]  No, I I used to work in work on so for me
[06:02.300 --> 06:08.420]  it's always been normal in an enterprise and I think you and I both worked in in print design for a while and
[06:08.820 --> 06:13.940]  I always found that sort of background and I know like Mark Edwards did that too and I always found that sort of background really
[06:14.140 --> 06:16.140]  Educational when you started moving into digital design
[06:16.140 --> 06:17.900]  Yeah
[06:17.900 --> 06:20.740]  And anyway, Greg Christie left Apple
[06:21.900 --> 06:23.860]  not immediately, but
[06:23.860 --> 06:25.460]  he left in
[06:25.460 --> 06:32.980]  Their panzerino story from April 9th to 2014 veteran designer Greg Christie departs, and I don't know that it's as simple
[06:32.980 --> 06:34.980]  I don't know the story there, but you know
[06:35.380 --> 06:37.380]  Whether it was it, you know
[06:37.740 --> 06:40.580]  Just well you picked him instead of me then I'm out, you know
[06:40.580 --> 06:44.740]  I don't know or if it was just you know, but Christie had been there for a long time and it's you know
[06:44.740 --> 06:48.480]  Maybe you know, he could just put his finger in the wind and tell it was time to go
[06:48.660 --> 06:52.140]  But yes, and there was definitely it was not exactly universally
[06:53.740 --> 06:55.740]  Seen as the right decision within Apple
[06:55.820 --> 06:57.100]  Well, I think that's absolutely true
[06:57.100 --> 07:00.020]  I think you said that really well and there was a joke around the time that you know
[07:00.020 --> 07:02.340]  We match it was gonna hate the direction, right? Yes
[07:02.500 --> 07:02.980]  Yeah
[07:02.980 --> 07:08.520]  but there's a lot of people who fell into that camp of liking rich textures and rich designs and
[07:08.520 --> 07:13.200]  They they they had to be on board at my understanding is it was a really big meeting where this whole direction was
[07:13.200 --> 07:15.980]  Announced and not everybody was happy with it
[07:15.980 --> 07:20.500]  but at the same time you have people like Greg Christie have people like army Lamora who
[07:21.160 --> 07:27.640]  Literally did forced marathons marathons of sprints for years and years and years and I think there comes to a point where you just you need
[07:27.640 --> 07:28.800]  to stop
[07:28.800 --> 07:33.880]  Especially if you're at that intense level of doing iOS and a yearly grind schedule. Yeah
[07:33.880 --> 07:44.000]  Yeah, so I think bottom line is because a whole worth is you know industrial design has been under Johnny's group
[07:44.000 --> 07:50.040]  I mean that was in fact that was Johnny's group. I think yes in the old days. Johnny's group really was just industrial design
[07:50.920 --> 07:52.320]  and
[07:52.320 --> 07:55.760]  Whole worth has been part of that and clearly, you know
[07:56.040 --> 08:02.400]  Johnny trusts him and they've gotten along and that whole group has by all accounts that I've ever read has always been very tight-knit
[08:02.400 --> 08:04.400]  And has gotten along
[08:04.440 --> 08:09.520]  Extremely, well that there's it's not just that they do good work, but that there's a true camaraderie
[08:09.520 --> 08:16.640]  I think that's been part of the secret of keeping because a lot of creative people they don't go very long term bill Watterson famously retired
[08:16.640 --> 08:19.000]  From Calvin and Hobbes and some people like George Lucas
[08:19.000 --> 08:24.260]  They end up making prequels, which is not the best of their work. And I think the relationship that ID group had
[08:25.160 --> 08:26.660]  When Steve jobs came back to Apple
[08:26.660 --> 08:31.520]  They were off somewhere in the boonies and he brought them to IL to and set them up and made them so important
[08:31.520 --> 08:36.480]  But that group seems to have sort of kept them all fed and energized and alive for many many years, right?
[08:36.760 --> 08:43.840]  It's you know, it's the holiest of Holies. Yes, you know the inner sanctum. I mean, that's like the that is the center of
[08:44.800 --> 08:50.080]  Infinite loop is that their design lab? I mean, maybe not that's not the physical center obviously, but it's the
[08:50.800 --> 08:56.840]  You know, it's the place that the least fewest number of people have ever seen. Yeah, very few key cards grant access there in right
[08:58.800 --> 09:00.600]  But
[09:00.600 --> 09:05.960]  you know prior to this shakeup where you know forced all was was ousted and
[09:07.240 --> 09:12.320]  UI design was placed under Johnny I've in that group prior to that there were
[09:12.560 --> 09:16.520]  hi, there were people who there was like an hi group, but then there were also like
[09:17.640 --> 09:21.900]  it was spread about where somebody might go off on a team and then they were you know,
[09:21.900 --> 09:26.960]  like I for example like with I think with the original iPhone and you correct me if I'm wrong because I could I could very
[09:26.960 --> 09:32.840]  Much be wrong on this as a basic story, but the basic gist was when they committed to doing the iPhone
[09:34.760 --> 09:37.680]  For stall was placed in charge of the software and
[09:38.560 --> 09:45.040]  for stall went around the company cherry-picking designers who he wanted and would you know
[09:45.440 --> 09:47.160]  Say and this is this part is true
[09:47.160 --> 09:52.360]  I don't know if he did it to everybody but at least for some people it was I'm putting together a team to do something
[09:52.360 --> 09:53.520]  and
[09:53.520 --> 09:54.640]  it's
[09:54.640 --> 09:57.640]  Gonna be the greatest thing in your career and I cannot tell you what it is
[09:57.640 --> 10:02.320]  But if you want to join, you know, you'll work harder than you ever have but it's gonna be great
[10:02.480 --> 10:05.800]  You're are you in or out? And if they said they're in then they were on the team
[10:05.800 --> 10:08.000]  But then it wasn't like there was this one
[10:09.040 --> 10:13.280]  Interface group that part of what they did is put together an iPhone team
[10:13.280 --> 10:17.320]  the iPhone team had its own interface group cherry-picked from around the company and
[10:17.320 --> 10:24.000]  And that it was like that with other projects to maybe to a lesser degree because the iPhone was you know a major major
[10:24.600 --> 10:25.920]  endeavor
[10:25.920 --> 10:27.920]  Yeah, no, I think that's absolutely true. And I think
[10:28.440 --> 10:31.000]  Nitin ganatra on debug was talking about how they had to all be
[10:31.680 --> 10:35.200]  Disclosed by Steve Jobs and when he wasn't around he would have to go into one room
[10:35.360 --> 10:39.960]  Look at the designs and then walk out to the undisclosed designers and sort of describe to them what they had to do
[10:39.960 --> 10:47.720]  Which is it makes sense I could see how it makes sense to Steve Jobs and it makes you know
[10:47.720 --> 10:51.600]  And it obviously worked out for Apple to some degree, but obviously was not a very
[10:52.920 --> 10:56.600]  There was an ad hoc nature to user interface design to software design
[10:57.200 --> 10:58.160]  Yeah, absolutely
[10:58.160 --> 11:04.120]  And they had limited design resources and they had to be shared and pooled and it sounds like a really grueling project to get out
[11:04.360 --> 11:06.360]  All right, and on the one side, I think you could argue
[11:06.360 --> 11:10.240]  You know and maybe but you know, it's one of those things where it doesn't have to be either-or
[11:10.240 --> 11:12.720]  They're not necessarily mutually exclusive on the one side
[11:12.720 --> 11:19.200]  You could say that what Johnny I've did orchestrated in 2011 with forced all going out and all of you
[11:19.200 --> 11:23.460]  I design being placed under him and picking new people to run it
[11:24.280 --> 11:25.440]  and
[11:25.440 --> 11:30.480]  setting a new style you could say that it was a power grab that it was an expansion of just you know,
[11:30.480 --> 11:33.200]  Just ego and an expansion of his power
[11:33.200 --> 11:37.880]  but in it, I think in a very reasonable sense you could say it was a
[11:38.520 --> 11:40.520]  growing up like it made
[11:41.080 --> 11:44.800]  The process of UI design much more orderly within Apple
[11:45.160 --> 11:49.840]  Because it wasn't spread about where each individual project might peel off its own team
[11:50.400 --> 11:52.320]  Yeah, I think that's absolutely true
[11:52.320 --> 11:56.720]  And I think that's interesting to me is Scott for slot was widely known as I don't know how widely known but it was known
[11:56.720 --> 12:00.160]  That if Steve Jobs said I want leather for this if Scott for us
[12:00.160 --> 12:04.120]  But wasn't around the designer would almost lose his mind because it would just be no no, no
[12:04.120 --> 12:06.800]  No, no, and he'd burn through 40 50 100 different designs
[12:06.880 --> 12:11.920]  but if Scott was there he could say Steve will will pick one of these three and Steve would pick one of those three and
[12:11.920 --> 12:14.480]  That saved everyone a tremendous amount of work
[12:14.480 --> 12:19.100]  but in an Apple where there's no Steve Jobs the value of that for HI is or the
[12:19.280 --> 12:23.760]  Combination the alchemy of that is very different and then you have at the same time someone like Johnny
[12:23.760 --> 12:28.280]  I've sitting in the wings who was on the record. He'd said before he didn't like the skeuomorphic design
[12:28.280 --> 12:35.040]  yeah, one of the arguably the best designer in the world who's not allowed to take control or to to influence to put his tastes on
[12:35.040 --> 12:41.240]  The software that runs on his hardware and then Tim Cook comes in and it always reminded me of what Steve Jobs did when he returned
[12:41.240 --> 12:46.940]  To Apple when he said desktop laptop professional consumer and he came in and he just said design
[12:47.660 --> 12:49.160]  services
[12:49.160 --> 12:52.320]  Hardware and software and he made Apple very clean that way
[12:52.800 --> 12:55.440]  Mm-hmm in a way that it didn't need to be under jobs
[12:55.440 --> 12:58.440]  And again, I think that emphasizes that part of what made forest all
[12:59.460 --> 13:06.120]  Talented and essential and so so important to the history of you know, especially iOS, you know, you know the iPhone and iPad
[13:08.120 --> 13:11.920]  Wasn't just that he was good manager and by all accounts
[13:11.920 --> 13:17.280]  He was that he shipped OS is on time and there, you know, some people would argue they were more reliable
[13:18.440 --> 13:20.440]  etc
[13:20.440 --> 13:26.680]  But I and an uncanny ability he seemed to have is that he seemed it
[13:27.200 --> 13:32.260]  Wasn't just that he had good taste. It was that he knew Steve's taste and that his you know
[13:33.440 --> 13:37.440]  There one of the profiles was something that was written one of the pieces that was written about forest
[13:37.440 --> 13:40.760]  All was it's it might have been an unnamed person who was complaining that like
[13:41.240 --> 13:42.080]  You know
[13:42.080 --> 13:47.200]  They'd present stuff to forest all and forced all would say Steve wouldn't like that and then that was all he had to do
[13:47.200 --> 13:52.600]  Is say Steve wouldn't like it and that's enough to bounce you back to the drawing board and that it got tiresome over the time
[13:52.600 --> 13:59.400]  But I think it the fact that he lasted so long as a direct report to Steve Jobs in that role shows that
[13:59.880 --> 14:01.720]  He was right
[14:01.720 --> 14:05.300]  That he knew what he would like and what he wouldn't like
[14:05.720 --> 14:08.200]  And that in a company where you have something like Steve Jobs
[14:08.200 --> 14:14.040]  That's an essential skill to get anything done because he and we've both heard the story is like make that blue more beautiful that
[14:14.040 --> 14:17.040]  That can burn hours and weeks from a designer
[14:17.280 --> 14:20.800]  And if you can shortcut that process with someone like Scott Forest in the middle, that's immensely valuable
[14:21.400 --> 14:29.680]  Right because you couldn't just it wasn't like you were gonna get a chance at 10 a.m. On a Tuesday when he says
[14:30.840 --> 14:34.880]  You know, no, that's not good enough. You don't get a chance at 10 a.m
[14:34.880 --> 14:37.880]  The next day to also present to him you've got to wait
[14:37.880 --> 14:43.320]  You might be stuck waiting a week or longer before you get your next chance to get your project in front of him
[14:43.320 --> 14:48.240]  Yeah, or if there's something that's worth fighting for and there's been stories, you know, like like iTunes on Windows was a great example
[14:48.240 --> 14:49.360]  But there's a lot of smaller
[14:49.360 --> 14:51.600]  Example Scott was somebody who could go back to Steve and say look
[14:51.600 --> 14:56.240]  I really think we should take another look at this and then projects that might have otherwise been derailed in a few minutes
[14:57.000 --> 14:59.400]  Sometimes be gradually get back on track, right?
[14:59.400 --> 15:05.840]  So and rather than just merely and being an arbiter of good taste being an arbiter of Steve Jobs's. Yeah
[15:06.480 --> 15:09.080]  good taste was essential and
[15:10.200 --> 15:12.200]  I think you know
[15:12.200 --> 15:19.700]  In hindsight clearly not very valuable to Apple after Steve Jobs wasn't there because Tim Cook doesn't some cooks not it
[15:20.000 --> 15:25.480]  He's not Steve Jobs. So he doesn't need that service and Johnny. I've is he has peerless taste of his own
[15:25.480 --> 15:27.080]  So he doesn't need that service as well
[15:27.080 --> 15:32.120]  right different days and it does make you wonder in hindsight what some of because Ivan and and
[15:32.520 --> 15:34.560]  You know Steve Jobs famously, you know
[15:34.560 --> 15:40.740]  We're actually friends more than just collaborators and ate lunch together all the time and it makes you wonder how much
[15:40.740 --> 15:44.540]  Feedback Johnny had given him over the years, you know
[15:44.580 --> 15:51.900]  That was obviously rejected in terms of trying to steer the user interface in a direction more palatable to himself
[15:52.580 --> 15:56.060]  Without actually having any kind of actual role in it
[15:56.060 --> 16:02.620]  I think something you said a couple years ago was really astute there because the age before retina and especially when mobile devices were really
[16:02.620 --> 16:04.900]  New swipe to unlock nobody knew what that was
[16:04.900 --> 16:07.780]  So making a giant groove in there and making a very elaborate button
[16:07.780 --> 16:13.420]  It gave you that affordance that visual clue of how you had to use that and or Steve would say, you know
[16:13.420 --> 16:15.980]  This is a database app. I no one cares about that
[16:15.980 --> 16:17.820]  Give it a texture and it sounds dumb
[16:17.820 --> 16:23.660]  But if you're stumbling home tired or drunk and you open up an app and you're in contacts and there's no there's nothing to tell
[16:23.660 --> 16:27.940]  You which contacts it is. Maybe you're trying to call a cab in Game Center and you just you just don't know
[16:27.980 --> 16:33.180]  So there were a lot of usability reasons and just philosophical reasons why I think that started off
[16:33.180 --> 16:36.980]  But then as a transition to retina that sort of texture doesn't hold up anymore
[16:36.980 --> 16:39.460]  Yeah, I think it's a combination
[16:39.460 --> 16:44.500]  I emphasized that my years ago my thought was a lot more about the retina non retina and that
[16:44.700 --> 16:47.500]  you needed the other thing was in addition to just the
[16:47.740 --> 16:52.740]  affordances of knowing what to do and having that slide to unlock which is you know
[16:52.740 --> 16:57.140]  To me like just put that design itself not even the whole iPhone
[16:57.180 --> 17:02.940]  But just put that slide to unlock itself put that in the museum because that is it
[17:02.940 --> 17:07.060]  It it it it made people
[17:07.740 --> 17:12.460]  Wow, people wanted to buy the phone just from slide to unlock and it taught you how to use it, right?
[17:13.060 --> 17:14.860]  I
[17:14.860 --> 17:19.140]  I've my thought a couple of years ago was simply about the fact that even at
[17:19.700 --> 17:23.520]  163 pixels per inch which was pretty high for the time in 2007
[17:24.340 --> 17:28.100]  It still wasn't that high. It was only high compared to the
[17:28.100 --> 17:32.380]  120 to 130 ish pixels per inch we had on our max at the time
[17:33.180 --> 17:36.980]  That you needed to use those sort of Photoshop style
[17:37.700 --> 17:39.700]  user interface designs
[17:39.700 --> 17:43.940]  Just to make it look good so that as soon as you looked at it you thought oh that looks cool
[17:44.780 --> 17:51.180]  Because something like iOS 7 you just doesn't look that great on non retina
[17:51.180 --> 17:53.180]  It does nothing about it that makes you go Wow
[17:53.180 --> 17:59.800]  But I think that the affordance stuff was important too because I think the basic idea with the original iPhone
[18:01.340 --> 18:06.260]  Was that like Steve Jobs used the analogy when he introduced it that
[18:08.720 --> 18:12.380]  Here's all these other phones of the time and look what they've got they've got all these buttons
[18:12.500 --> 18:14.860]  But here's the thing about all these hardware buttons
[18:14.860 --> 18:18.100]  It reduces the amount of space you have now the screens only this big
[18:18.100 --> 18:23.300]  And then number two a year from now if we come up with this great idea for a new feature
[18:23.620 --> 18:28.820]  We're stuck with the buttons. We had already come up with a year ago, and that we've solved this problem years and years ago
[18:28.820 --> 18:30.060]  It's called a bitmap screen
[18:30.060 --> 18:36.580]  And then you can make all the buttons you want whenever you want and only have the buttons that you need right now on screen
[18:37.060 --> 18:41.980]  So we'll do the whole thing will just be a screen and we'll make the buttons in software
[18:42.340 --> 18:46.980]  but I think that the basic idea was make the buttons look like fake hardware and
[18:46.980 --> 18:51.680]  And that in every single app. It's like a dedicated device
[18:52.520 --> 18:55.100]  simulating a dedicated hardware device for that feature
[18:55.740 --> 18:58.940]  Yeah, and the Braun calculator is maybe a famous example of that
[18:58.940 --> 19:03.480]  It's people the thought was that people wouldn't know how to approach just a blank piece of glass
[19:03.480 --> 19:08.500]  And if you made it look like something they were familiar with at least they'd start tapping around and then discover how it worked
[19:09.100 --> 19:12.140]  Right or the the call recorder. Yes
[19:12.140 --> 19:17.900]  I know I don't that wasn't in the first OS but you know certainly was in you know, one of the early ones
[19:19.620 --> 19:21.620]  The compass is another one
[19:21.740 --> 19:25.420]  Real to real in the podcast app was probably the last big example of that
[19:25.660 --> 19:32.300]  right and even the ones that didn't have an analogy, you know something like male which didn't really have like a a
[19:33.380 --> 19:35.300]  Brown style, you know
[19:35.300 --> 19:41.620]  Gadget that you could compare it to just the fact that there were these little 3d effects between the you know
[19:41.620 --> 19:45.180]  the keyboard and the content area it just
[19:45.580 --> 19:46.940]  Ever so gently
[19:46.940 --> 19:51.260]  Suggested that this is what it would look like if you had a hardware device that was just for email
[19:51.580 --> 19:56.100]  And the original at least the first versions they didn't composite anywhere nearly as well as later versions
[19:56.100 --> 19:59.580]  Which is why we didn't get wallpaper until I think iOS 3 or iOS 4 actually
[19:59.580 --> 20:02.860]  So they had a lot they had a lot fewer things they could do visually
[20:03.460 --> 20:06.060]  Right. Well the basic and a basic idea
[20:06.060 --> 20:12.260]  I always thought with the original home screen was to make it look like at the home screen
[20:12.620 --> 20:14.660]  Level by having just a black wallpaper
[20:14.660 --> 20:20.700]  The idea was you've got this like device that is sort of like a calculator where each icon is a button
[20:21.100 --> 20:24.660]  Right. It's like this like a like a dial pad where instead of having
[20:25.420 --> 20:29.380]  Numbers right like an old phone the phones that they were replacing
[20:29.380 --> 20:37.300]  the the basic interface was a you know, one two three four five six seven eight nine and a zero
[20:37.940 --> 20:44.900]  Dialpad the dial pad on the iPhone was you know, these eleven apps. Yeah, that's a really good insight
[20:45.460 --> 20:51.220]  Absolutely. It was also different than some competitive products when not initially but when for example
[20:51.220 --> 20:53.060]  Android would later put widgets on the home screen
[20:53.060 --> 20:58.100]  It always felt like Apple never wanted the home screen to be a destination just a gateway, right?
[20:58.100 --> 21:05.260]  It was just a dial pad where you dial up whichever app you needed the device to transform itself into. Yes. Absolutely
[21:08.500 --> 21:10.260]  So I kind of you know
[21:10.260 --> 21:16.020]  We go back dialing all the way back to this news about Johnny I've and Greg Christie or not Greg Christie
[21:16.020 --> 21:21.240]  But you know, well and I on die and Richard Holworth. Well, and you know guys like Christie leaving
[21:21.240 --> 21:28.840]  It it turned UI design into something that works exactly like
[21:29.480 --> 21:36.080]  Industrial design had always worked at Apple like and in theory they could have done the same thing by not putting it under Johnny
[21:36.080 --> 21:40.160]  I've but just by picking somebody else like Greg Christie and setting up
[21:40.760 --> 21:44.480]  UI design as a separate peer to
[21:46.200 --> 21:51.160]  Industrial design right they could have named instead of putting it all under Johnny I've they could have said Johnny
[21:51.160 --> 21:56.400]  You're still in charge of industrial design you design all the hardware and now we've named this guy
[21:57.200 --> 22:01.560]  Could have been Greg Christie could have been anybody else. You are like the Johnny I've of
[22:02.320 --> 22:08.740]  UI design and you'll set up your own lab and you guys will design all the user interfaces didn't have to be in one
[22:08.760 --> 22:15.480]  But it you know, but I do think that either way it was the right way to go moving forward without jobs at the helm
[22:15.480 --> 22:22.840]  As CEO as somebody has to be in charge of the taste yes some you know, it had to be done
[22:23.520 --> 22:24.220]  Yeah, no
[22:24.220 --> 22:26.220]  I think that's very astute and I think the
[22:26.480 --> 22:32.760]  You could see clearly that right away the big the first big project that came out was iOS 7 and when they did the advertising
[22:32.760 --> 22:34.760]  for the iPhone 5c
[22:34.940 --> 22:37.120]  They had better together as their slogan
[22:37.120 --> 22:42.400]  They wanted to show that the pallets matched over that the hardware and the software being together was an important thing for them
[22:42.400 --> 22:49.440]  And that's probably the only reason obviously that had to have been driven by Johnny I've but that that was the benefit of putting all that
[22:49.440 --> 22:55.680]  Stuff together. Yeah, and I think the watch is the culmination of that because say what you want about the watch and what you know
[22:55.680 --> 22:57.680]  whether you like the the
[22:58.440 --> 23:02.520]  You know where you think the watch stands in terms of you know, is it better than the original iPhone?
[23:02.520 --> 23:06.160]  Is it better than the original iPad whatever? I don't think to me
[23:06.160 --> 23:13.680]  there's no doubt that the hardware and software integration are tighter with the watch than any any other device and
[23:14.720 --> 23:17.420]  talking about UI design in particular that the UI
[23:18.160 --> 23:21.680]  Just doesn't make any sense except in the context of this watch
[23:22.480 --> 23:28.760]  Yeah, and it's it is something brand new and it's also a category where traditionally Apple had 10 years of smartphones to look at or
[23:28.760 --> 23:32.920]  10 years of tablets of Windows tablet PC to look at watches were still very new
[23:32.920 --> 23:36.480]  You had the pebble you had a couple Samsung watches, but you know those those came later
[23:36.480 --> 23:39.560]  Probably after Apple had to do a lot of their original concepts for the watch
[23:39.600 --> 23:45.920]  So it's a project where Apple had to not just identify problems and see like this. We hate this because
[23:46.480 --> 23:48.000]  And they already loved watches
[23:48.000 --> 23:53.320]  But they had to sort of figure out how to make the watch a computer and not just a digital mechanism anymore. Yeah
[23:54.000 --> 23:58.120]  Famously, well, maybe not famous or maybe people don't know this but
[23:58.120 --> 24:03.080]  In the development of the original iPhone the four stalls
[24:03.520 --> 24:07.040]  Software team didn't see the prototypes of the hardware
[24:07.440 --> 24:09.000]  They were developing, you know
[24:09.000 --> 24:13.000]  They're like they knew the size of the screen and they knew obviously knew it was going to be a touchscreen
[24:13.000 --> 24:15.600]  but they didn't get to see what the prototypes look like and
[24:16.640 --> 24:20.240]  Which is a little bit less important. I feel like the software team just knowing okay
[24:20.240 --> 24:26.700]  It's a touchscreen that is, you know, 320 by 480 and you know, it's gonna be a piece of glass, you know touch it
[24:26.700 --> 24:28.620]  and
[24:28.620 --> 24:33.540]  Them working blind on the hardware is a little bit less meaningful than the fact that the hardware team
[24:34.020 --> 24:39.220]  Didn't get to see the software like and you've you I know you know this there's then and maybe it was even on eBay
[24:39.220 --> 24:41.900]  We're like a prototype that out like there was this like
[24:42.500 --> 24:47.700]  Super janky looking pro, you know, like stand-in OS. Yes
[24:48.900 --> 24:50.900]  It was so ugly
[24:50.900 --> 24:55.820]  Because the iPhone was originally purple and I think that was skank was the standard one
[24:58.780 --> 25:03.740]  We should try to find the link after this go was skank was like the codename for the the stand-in OS
[25:03.740 --> 25:06.700]  I think I don't know if it's just a stand-in OS or it's the it's the sort of the development
[25:07.300 --> 25:11.180]  That runs all the technical information that you need to grab from the electronics to do a lot of things
[25:13.100 --> 25:16.460]  Right, it was sort of like a diagnostic OS I guess you could say
[25:16.460 --> 25:20.300]  And purposefully did not look good at all
[25:20.460 --> 25:25.620]  It was you know made to look bad so that it wasn't like they lied to them and said hey
[25:25.620 --> 25:30.780]  This is the OS we're making they're like you guys don't get to see the OS make the hardware and here's this ugly
