[00:00.000 --> 00:05.400]  Fashionably late as always. It's pretty good for me. Yeah eight minutes
[05:26.100 --> 05:31.020]  You you would inevitably meet everybody you wouldn't have that. Yeah, you would you would see the same people year after year
[05:31.700 --> 05:38.100]  It's not like WWDC where now it's like so crazy and you go and it's like some of your best friends
[05:38.100 --> 05:41.340]  you don't even see them you're like I didn't even I didn't even run into so-and-so and
[05:41.340 --> 05:44.260]  And it's just a very different world
[05:45.580 --> 05:51.900]  But as someone who's always been a huge fan of your work at ours these these massive book length reviews
[05:52.180 --> 05:54.180]  It's such a profound change
[05:55.380 --> 06:02.580]  Now that you're podcasting because it used to be that John Siracusa as a brand was something you got
[06:03.700 --> 06:05.180]  sporadically
[06:05.180 --> 06:08.540]  Almost like on an annual schedule you had to wait like a year in between
[06:08.540 --> 06:11.660]  But when you did it would be like a massive mainline dose
[06:13.820 --> 06:20.140]  And how different it is now that you have a weekly outlet and we all get plenty of John Siracusa
[06:20.580 --> 06:24.940]  It's so different. Yeah, and it's it's it's hard to imagine going back to that
[06:25.540 --> 06:29.580]  Yeah, I had for a while at ours when they were doing like staff blogs or whatever
[06:29.580 --> 06:34.260]  there was a period and I'm always surprised when I go back and look at it like there was a period where I was
[06:34.260 --> 06:38.980]  Blogging as if you want to call it that pretty regularly on the staff blog
[06:38.980 --> 06:41.940]  Like I'm amazed at the number of things I wrote there. I forget what I even wrote
[06:41.940 --> 06:45.380]  It's like, you know, it's not that the volume that you put out right on a regular basis
[06:45.380 --> 06:48.500]  But you know how it is where you can't remember what the hell you wrote because it's just too much, right?
[06:48.500 --> 06:54.300]  And I of course I remember all my reviews because those are big punctuated things and there's a few special stories in between there
[06:54.300 --> 06:57.740]  And retrospectives and I did like a game review and it's all sorts of crap, you know
[06:57.740 --> 07:03.340]  But I can remember those but then there was just like at one point I was doing one or two pagers every couple of weeks
[07:03.340 --> 07:08.860]  For ours and I look back on that body of work and I'm happy with it and I like it
[07:08.860 --> 07:13.380]  It's just that like it was never it was it wasn't it was neither fish nor fowl
[07:13.380 --> 07:14.940]  It wasn't what I do now
[07:14.940 --> 07:20.500]  Which is just sort of ramble on a weekly basis where it's just off the cuff or whatever and it certainly wasn't the big long
[07:20.500 --> 07:24.580]  Lead-up to a giant, you know review. It was kind of in between II and
[07:25.100 --> 07:31.260]  I guess podcasting has totally filled that role now because I don't have you know Twitter and plus podcasting have
[07:31.260 --> 07:36.020]  Destroyed my ability to blog not that I had much of an ability to do it to begin with
[07:36.020 --> 07:41.860]  But I I may get back into it if I don't do these big reviews anymore. Yeah, I'm not sure that you're meant for it
[07:41.860 --> 07:45.620]  I don't know. I feel like you've found your thing. That is more
[07:45.620 --> 07:50.580]  It's it's like I always say like to me in everything in life. It is a general rule
[07:50.580 --> 07:54.940]  It's the extremes where things are most interesting like to me like it daring fireball
[07:54.940 --> 07:59.780]  The best posts are my link list ones where I think of just one word to add or two words
[07:59.780 --> 08:01.780]  You know, good luck with that or something like that
[08:03.620 --> 08:10.420]  Or the big long ones the thousand multi-thousand word pieces it's when I have a post that's like
[08:11.260 --> 08:14.660]  300 words then I know I'm in trouble that I've you know
[08:14.660 --> 08:21.700]  I either should be able to make this point much more succinctly or I'm being lazy and I need to go deeper and I feel
[08:21.700 --> 08:25.500]  like with you it's it's you know, you've found your your your
[08:25.500 --> 08:30.180]  I'm not gonna spend a lot of time on this format and it's podcasting
[08:31.060 --> 08:35.020]  It's not even that I could spend all the time where it's just sort of more like less prepared
[08:35.020 --> 08:40.020]  It's like more more thinking out loud and you know going back and forth and the the blog format
[08:40.020 --> 08:43.100]  Like if I didn't have an actual regular day job that took my time
[08:43.100 --> 08:47.820]  I think I the thing I like about that is not so much that any individual post is anything special
[08:47.820 --> 08:53.760]  But that you sort of build up a body of work with like little reference points like very frequently. I find myself
[08:53.760 --> 08:56.480]  thinking back that you know, I
[08:57.840 --> 09:01.240]  Wish I had something that I could point to about this and podcasting as you know
[09:01.240 --> 09:04.120]  It's harder to like it's harder to ask people to go
[09:04.120 --> 09:08.040]  Oh go back to this thing and like you have to give them a time stamp and you have to look it up and find
[09:08.040 --> 09:10.240]  Out where everything is. Whereas if I could just point to a blog post
[09:10.240 --> 09:16.460]  Oh, I talked about this specific issue in a one-pager and you can get my take on it there and individual one-pagers
[09:16.460 --> 09:21.540]  Yeah, not a big deal one or two pages. But now that there's you know, I have a few of them on hypercritical.co. I
[09:21.540 --> 09:26.500]  I I refer to them frequently and a lot of times I wish the things I had said and worked out on a podcast
[09:26.500 --> 09:29.580]  Like I mean you do the same thing and so does Marco depend, you know, you either
[09:30.340 --> 09:35.540]  write about it first and talk about it on a podcast or talk about it first and that becomes a post for your websites and
[09:35.940 --> 09:38.400]  I find it frustrating that I can't
[09:39.220 --> 09:45.380]  Point that like that podcasts are so invisible like they're they're ephemeral and you can't like point people into them
[09:45.380 --> 09:47.380]  It seems like asking more than just having them
[09:47.380 --> 09:51.500]  Read a paragraph or two on a web page that you send them. So I do wish I had
[09:52.140 --> 09:54.900]  More time to blog who knows if I even well, I don't know
[09:54.900 --> 09:59.400]  like I'm not not forcing myself to do it or whatever, but I think a lot of the reason that
[10:00.020 --> 10:04.780]  You know, this is kind of where the blogging tailed off once that the OS 10 releases started coming out yearly
[10:05.220 --> 10:09.980]  At first it was like there would just be a quiet period where I wouldn't write anything because I'm just doing the review and then
[10:09.980 --> 10:12.880]  That quiet period expanded to like fill the whole year and so it's like well
[10:12.880 --> 10:18.900]  I guess all I'm doing now is Twitter and worrying about writing my reviews. Yeah
[10:19.860 --> 10:21.860]  Well said
[10:23.780 --> 10:29.260]  How do you have you how many words was your Yosemite review I think I asked you this last year, too
[10:29.940 --> 10:34.060]  It's like the same you didn't read my about post because you follow too many people on Twitter
[10:34.060 --> 10:38.820]  It's like the same like this. It was last year. I can't look at the number. It's on like
[10:38.820 --> 10:42.600]  26 K 27 K something like that hyper. Is that a hyper critical?
[10:43.140 --> 10:48.200]  Yeah, is that a co co the calm guy wants too much money, man
[10:49.740 --> 10:57.020]  Well, so we get for the Vesper we got the dot-co somehow it reads right I like somehow there's top-level domains
[10:57.020 --> 11:02.640]  Are such a weird thing because a the whole thing is so gross and never should have been exposed to end users
[11:02.640 --> 11:04.640]  Anyway, it's like file name extensions
[11:05.420 --> 11:07.420]  but they've become part of
[11:07.420 --> 11:09.840]  You know are the world we live in
[11:11.180 --> 11:19.140]  Dot-com is just invisible right as somebody has whatever dot-com and you just it's like the the nothing domain even though getting a dot-com is
[11:19.540 --> 11:25.420]  Incredible incredibly difficult because everything I mean everything was taken by like the end of the 90s let alone in the intervening years
[11:25.940 --> 11:29.420]  something about dot-co which is for people who don't know it's
[11:30.180 --> 11:36.720]  The the nation Columbia's top-level domain it reads like dot-com and it's like you notice it
[11:36.720 --> 11:38.480]  I always notice it I always you know
[11:38.480 --> 11:44.780]  But it has that same effect of like you just accept it like that's why I couldn't even remember the hypercritical TLD
[11:45.340 --> 11:47.860]  It's kind of like a you know web 2.0
[11:47.860 --> 11:52.680]  We like flicker where you leave off the are kind of like calm where you leave off the M kind of
[11:53.220 --> 12:00.460]  Twee sort of precious. It's that version making it really. I just got it because you know all the other extensions for worse
[12:00.460 --> 12:06.700]  I'm gonna get that us you know dot business
[12:07.420 --> 12:12.780]  But plumbing whatever. They're so bad. I just I can't I can't believe some of those
[12:13.300 --> 12:18.020]  But anyway if you went to the site you'll see that this it's my like the format
[12:18.020 --> 12:21.280]  I've done for the past three years. It's just like a template and I just changed the numbers like mad libs
[12:21.820 --> 12:23.820]  And at the bottom their stats right so
[12:24.580 --> 12:28.940]  27,000 words what's the I think that it's like the average size of a
[12:28.940 --> 12:34.780]  novel is somewhere around 60,000 words give or take so it's you know it's truly book length and
[12:35.660 --> 12:40.060]  Yeah, the weird thing to me. Is that that my review settled in around this
[12:40.580 --> 12:45.540]  25 27 case size for the past like three or four not through any conscious effort of my own
[12:45.540 --> 12:47.260]  But it's just that's how it worked out. You know right
[12:47.260 --> 12:53.340]  it's you know like that's about how much work they can do on an annual basis on Mac OS 10 and
[12:53.340 --> 12:59.780]  It's like it's more like that's how much I feel like I can or should write because there's more
[12:59.780 --> 13:02.940]  I could write about and every time I always feel like I basically ran out of time
[13:02.940 --> 13:07.680]  And I would like to have whole giant sections, but I always like I prioritize them
[13:07.680 --> 13:12.720]  I say well yeah, I'm interested in that and I think I could write another few thousand words about it
[13:12.820 --> 13:17.700]  But would the value it adds to the review and the interested as you you'd be worth the time I put in
[13:18.180 --> 13:22.500]  You know and how much time I've got scheduled for this because really even though I have so much lead-up time to it
[13:22.500 --> 13:24.260]  It's still kind of compresses at the end
[13:24.260 --> 13:29.260]  There's only so much you can write about when things don't work and they're and they're broken in a beta and Apple hasn't made final
[13:29.260 --> 13:33.380]  Decisions you got a you know the final bits have to come down, and then you have to scramble hmm
[13:38.460 --> 13:40.700]  So if we added them all together
[13:41.580 --> 13:45.220]  What is it and I know that the sizes are different for some of the old ones?
[13:45.220 --> 13:50.340]  But it's it's about 15 reviews right if we're talking about this is the 11th numbered version
[13:50.340 --> 13:55.140]  And you did said you did dp2 dp3 dp4 so it's 14 or 15
[13:55.700 --> 13:57.700]  It's an enormous body of work
[13:57.700 --> 14:03.820]  It really truly is and I know that it's not one single piece of work that if you read them all back-to-back
[14:03.820 --> 14:05.820]  There's some sort of
[14:05.820 --> 14:08.860]  Repetition that would be going on because they follow a certain formula
[14:10.900 --> 14:13.860]  But I do think I think it's such as it's such an interesting
[14:14.500 --> 14:19.100]  Testimony to have and that like 20 years from now when when the youngins take over
[14:19.100 --> 14:24.620]  That they'll be out there for them to to look at and remember you know where things are
[14:25.100 --> 14:29.460]  That's what hope people like to think but young people won't give it to him. They already don't
[14:30.340 --> 14:37.860]  They'll look back on our great works and tremble right how often would we refer to a similarly detailed review of system?
[14:37.860 --> 14:39.860]  too from 1985 right or
[14:40.320 --> 14:45.740]  You know the Apple to OS or anything like that or you know yeah somewhere somebody would need it though
[14:45.740 --> 14:49.260]  Oh the thing that's brutal for me though is if I ever go back and look at those old ones
[14:49.260 --> 14:51.780]  I just I can't stand it. Just like it's terrible
[14:51.780 --> 14:54.340]  I mean, I don't know if you feel the same way, but like I go look at my early writing
[14:54.340 --> 14:55.500]  I'm like holy cow
[14:55.500 --> 15:01.900]  This is bad like just in bed in all ways like I guess I knew like it was it was certainly more casual back then
[15:01.900 --> 15:03.780]  and I was a worse writer and
[15:03.780 --> 15:09.580]  The combination of the two was just and really I don't know like you didn't know what was important
[15:09.580 --> 15:12.700]  and what wasn't the things I focused on or just seemed inane and I
[15:12.700 --> 15:17.500]  I have a lot of difficult a lot of people ask like oh you're gonna go back and collect all these together into one big
[15:17.500 --> 15:21.060]  Thing the most painful part of it would be that if I was to do that and you start reading it
[15:21.060 --> 15:26.820]  You're gonna start reading and from stuff. I wrote in 1999 that I think is not good. It's just not good I
[15:28.980 --> 15:32.300]  Mean like I hope I always feel that way I kind of you know I kind of feel that way like
[15:32.520 --> 15:34.580]  You know you get to a certain point
[15:34.580 --> 15:37.660]  And I just think everything I write is crap as soon as I write it and this you know
[15:37.660 --> 15:42.340]  I just make it as good as I can in time allotted and move on but it's like programming like if I don't if I
[15:42.340 --> 15:44.700]  Don't look back at the code. I'm writing this year like ten years from now
[15:44.700 --> 15:47.980]  If I don't look back at the code and writing this year and think it sucks. I have that means I'm not improved right
[15:47.980 --> 15:49.980]  I can totally see that I
[15:51.300 --> 15:54.020]  Look back I I did learn this and there's a
[15:54.620 --> 15:57.460]  I'm gonna I'm gonna get it wrong. I think it was
[15:58.700 --> 16:04.820]  It was one of the great Titans of modern computer science either Kern again or Richie or one of those you know Bell Labs guys
[16:04.820 --> 16:09.060]  who said something about the debugging is twice as hard as programming and
[16:09.060 --> 16:14.180]  So if you write code as cleverly as you possibly can
[16:14.700 --> 16:19.740]  You'll never be able to debug it because you'll need and then you know you need an intellect twice as great
[16:19.740 --> 16:23.120]  You need to you need to write your own code like like you're a halfwit
[16:23.340 --> 16:27.060]  So that when you debug it or when you write for me personally
[16:27.060 --> 16:30.260]  It's when I return to it that I can understand what the hell is going on
[16:30.740 --> 16:33.740]  Yeah, I know I know that saying and I understand the sentiment behind it
[16:33.740 --> 16:37.100]  But the logic in the same makes no sense and it's mostly BS in the details
[16:37.100 --> 16:42.020]  But in broad strokes trying to say the idea is that you know later
[16:42.020 --> 16:45.820]  You will come back to your own code and not understand it, and that is entirely true
[16:45.820 --> 16:52.660]  And so that what he's trying to say is to mitigate that don't try to don't make your life harder by doing things that are
[16:53.420 --> 17:01.020]  Difficult to understand even now when you're in the midst of right and it totally informed my use of comments is my comments
[17:01.020 --> 17:07.940]  I used to I used to only wrap course because I was a teenager and early 20s
[17:07.940 --> 17:10.300]  And so of course I didn't want to write any comments at all
[17:10.300 --> 17:13.820]  And I only did it because when like my CS professors
[17:13.820 --> 17:19.500]  You know you had to if you submitted your work without comments. It was something. You know you automatically lose like 10 points
[17:20.900 --> 17:27.580]  So I just the comments were stupid. I would just write you know the the the smartass teenagers comments, which is just
[17:27.580 --> 17:32.300]  restating the logic of each line and add one to write exactly
[17:33.020 --> 17:34.300]  whereas
[17:34.300 --> 17:40.420]  What like the light that went on even though I don't write much code anymore, but the the light that went on eventually was
[17:41.180 --> 17:48.840]  Comments are like time travel you're talking to your future self who is utterly confused as to why you would do this seeming
[17:49.060 --> 17:51.380]  There's this doesn't seem like it's necessary
[17:51.980 --> 17:53.220]  Tell your future self
[17:53.220 --> 17:58.820]  Here's why you're doing this and why you want to keep doing it, and it's made my code at least for my own self-maintenance
[17:58.820 --> 18:00.820]  It's made it all the difference in the world
[18:01.380 --> 18:04.680]  Yeah, there's a couple phases of that like the early phases everyone thinks
[18:04.680 --> 18:06.360]  I don't need comments because I'm writing this now
[18:06.360 --> 18:09.420]  And I understand and I understand in the future and the second phase is realizing
[18:09.460 --> 18:12.280]  That's not the case and you start trying to write comments
[18:12.280 --> 18:15.500]  But you don't know what good comments are and I think the third phase is
[18:15.960 --> 18:18.500]  Finally realizing that if you write the code in a sensible way
[18:18.500 --> 18:23.580]  You only need comments on the tricky parts and you should minimize that and when you do need a comment on the tricky part
[18:24.060 --> 18:27.700]  You know like how to write it in a way that will be illuminating rather than yeah
[18:27.700 --> 18:33.580]  Either the tricky part where you're doing something pretty clever and that it's it's you know a month goes by
[18:33.580 --> 18:37.940]  It's gonna be out of your head how you pulled that off because you're in the zone or for me a lot of times
[18:37.940 --> 18:39.580]  it's the
[18:39.580 --> 18:45.180]  You're working around something stupid and the workaround makes if you didn't know about the stupid thing
[18:45.180 --> 18:50.320]  The workaround looks like it's what you know, why would you ever do this? This is dumb. Just you know
[18:51.020 --> 18:52.620]  don't do that and
[18:52.620 --> 18:57.380]  Writing for your future self is easier than writing for other people because if you're in an organization where you're programming there's lots of
[18:57.380 --> 19:00.540]  Other programmers at the very least when you're writing for yourself
[19:00.540 --> 19:05.060]  You can you you can retrace your steps and you will arrive at the same conclusion again
[19:05.060 --> 19:09.800]  But other people won't do that because they react differently to the same stimulus basically
[19:09.800 --> 19:15.440]  So for other people what you're trying to do is you have ears as the one where you put the wise but also like
[19:15.520 --> 19:19.200]  What is the broader context of this whole thing? What is even going on here?
[19:19.200 --> 19:24.480]  Are there any assumptions that are unstated because you assume there are they're obvious to everybody but won't be obvious
[19:24.600 --> 19:29.640]  To someone a year from now and yeah, there's like writing comments is basically it's just basically writing
[19:29.640 --> 19:34.000]  Like it's the same you have to communicate to people in plain language with the reduced ambiguity
[19:34.000 --> 19:36.640]  Like it's different. It's a different goal a different purpose a different audience
[19:36.640 --> 19:40.680]  But it is writing and that's why programmers are so bad at it because those skill sets tend to
[19:41.000 --> 19:46.720]  Not cluster frequently where people who are happy and comfortable programming are not happy and comfortable writing prose
[19:47.280 --> 19:53.200]  Yeah, I guess it's true that a lot of times they're not but Sarah there seems to be I know I know it because we
[19:53.200 --> 19:55.880]  Have with Mac nerds worthy or the intersection of liberalize
[19:55.880 --> 20:02.160]  We know all the right, you know all the programmers who are good writers like Brett. Yeah, I mean Brent's a great example rich
[20:02.200 --> 20:05.520]  Yeah, no, I know. I mean do we all know we know people because you read their blog
[20:05.520 --> 20:08.120]  That's how we know Rich Segal is another great example, man
[20:08.120 --> 20:13.280]  when he doesn't write much but when he does it is so succinct and to the point and
[20:13.720 --> 20:17.320]  It's it's exquisite. Like I I often refer back
[20:17.320 --> 20:23.000]  I have a copy of the the BB edit 2.2 manual like the first public version of BB edit
[20:23.720 --> 20:30.640]  And it's it's just like a model of clarity. It is such a good piece of technical writing
[20:30.640 --> 20:36.440]  Did he write that one pretty? Well, I know he wrote parts and there was a couple of other credits up front
[20:36.440 --> 20:38.440]  But there's it and there's like a little
[20:38.680 --> 20:43.280]  What would you would call a blog post now? I sort of like why does BB edit exist?
[20:43.360 --> 20:47.960]  Why why why on the Mac would you you know want a programmer's text editor?
[20:48.720 --> 20:51.040]  Who would ever want to edit more than 32 K of text?
[20:52.760 --> 20:57.240]  It's more it's a more of like a personal statement like a mission statement for BB edit and
[20:57.240 --> 21:03.200]  It's just terrific I should actually see if he'd let me maybe I'd see if I can
[21:04.380 --> 21:08.640]  Rerun it or something. I think it would be an interesting especially now that BB at Eleven's out. Maybe I should
[21:09.200 --> 21:12.400]  See about getting it on the internet somewhere because I think it stands up
[21:14.080 --> 21:16.560]  Low these yeah, oh these many years in
[21:17.480 --> 21:19.480]  operating systems later
[21:19.960 --> 21:21.960]  All the stuff he writes if you've met him
[21:21.960 --> 21:28.520]  You can't help but read it always because very it's such a person the mannerisms and the pacing of the way
[21:28.520 --> 21:33.680]  He would say those things it comes through in the writing. I just saw somebody tweeted tweeted tweeted that the other day
[21:33.680 --> 21:37.200]  I don't know if it was to both me and you but to a couple of us where they were like now that we all
[21:37.200 --> 21:41.360]  Have podcasts they can't help but read everything we write in our own voices
[21:41.800 --> 21:46.400]  And I always hear that and I it's kind of nice because it means they're like listening to a lot of our podcast
[21:46.400 --> 21:49.520]  But I also kind of cringe because it's like God writing is where I get to be better
[21:49.520 --> 21:54.880]  And what the hell I speak I want to sound way smarter when I write because I got all this runway, and I could you know
[21:55.920 --> 22:00.400]  Speaking who knows what the hell comes out, but writing like that's my chance right and so it's almost a shame
[22:00.400 --> 22:05.400]  They know you know the the stumbling idiots that are behind the words like writing is a secret weapon
[22:05.400 --> 22:07.920]  I got all the time in the world to figure out what this sentence is gonna be yeah
[22:07.920 --> 22:12.840]  And there's no wasted words and no stupid yeah, well ideally I mean obviously like again
[22:12.840 --> 22:14.560]  That's the thing with longer views at a certain point
[22:14.560 --> 22:17.960]  I just got to be like that's that's the thing about these long reviews and all this stuff like
[22:17.960 --> 22:21.240]  Early on and still to this day in my OS 10 reviews
[22:21.240 --> 22:25.520]  I'm a slave to getting out whatever idea. It is in my head
[22:25.520 --> 22:28.960]  I have a point to make or something to say about something
[22:28.960 --> 22:32.480]  And I have like 17 points to make and 17 things to say about it
[22:32.480 --> 22:37.120]  And I want to get them all out and I sacrifice the quality of the writing many times
[22:37.440 --> 22:42.160]  Because I'm like this this could be said more elegantly in a different way
[22:42.160 --> 22:47.320]  But it wouldn't have this one extra little bit of nuance, and I talked to myself like what are you talking about?
[22:47.320 --> 22:50.560]  I'm like what do you care that that one like this point is sufficient?
[22:50.560 --> 22:52.080]  You don't need to go into this other detail
[22:52.080 --> 22:54.360]  I was like no I want it and so I make some awkward sentence
[22:54.360 --> 22:56.760]  and I put that other point in there, and it's I
[22:57.480 --> 22:59.720]  hate myself for doing it, but a lot of times. It's like
[23:00.520 --> 23:02.520]  the overriding thing is
[23:02.760 --> 23:06.700]  Say what I wanted to say and then secondarily try to say it in a reasonable way
[23:07.080 --> 23:11.680]  And that's not that's not the way to make good writing, but that's a lot of times what I do in my OS 10 reviews
[23:12.600 --> 23:16.120]  Let's take a break. I am going to thank our first sponsor
[23:16.120 --> 23:19.120]  Back for a second time. It's our good friends at
[23:20.200 --> 23:22.760]  Casper now you guys might remember from a
[23:23.680 --> 23:25.680]  few episodes ago, I think it was the one with
[23:26.360 --> 23:29.760]  Chockenberry, but Casper was a sponsor and had a great response
[23:30.720 --> 23:37.000]  Craziest idea I when I first heard this craziest idea in the world. It's you go online. It's high quality
[23:37.640 --> 23:41.320]  Mattresses like the ones you put on your bed at really really good prices
[23:41.320 --> 23:47.400]  Seems like a crazy thing to buy on the internet like but in terms eventually we're gonna buy everything on the internet
[23:47.400 --> 23:49.400]  We're gonna buy cars on the internet
[23:50.220 --> 23:56.000]  You go there they have it's it's two technologies they call it just the right sink just the right bounce
[23:56.000 --> 24:02.360]  It's two different technologies latex foam and memory foam that they put together. It's like a special combination
[24:03.960 --> 24:06.140]  That they've done just right you don't have to sit there
[24:06.140 --> 24:10.240]  There's not a whole bunch of different things you have to choose from they they they did it for us
[24:10.240 --> 24:13.760]  They're the mattress experts. They've designed a really good mattress
[24:14.600 --> 24:17.520]  I've had regular I've tried not I don't own one
[24:17.520 --> 24:23.580]  but I've tried a regular memory foam mattress before and I found them way too like weird the way that they they make an
[24:23.760 --> 24:27.520]  Indentation perfect for your body. It feels like I'm making a crime scene or something
[24:27.560 --> 24:31.640]  Their mattress isn't like that at all is just enough of that memory stuff that it's comfortable
[24:31.640 --> 24:34.160]  But it doesn't you don't feel like you're sinking into it
[24:34.160 --> 24:41.320]  Um, it's it's crazy. Did you get one of these John or did was it Casey who got it for ATP?
[24:41.320 --> 24:46.000]  Okay, so you got what we were thinking of getting one just because we know mattress period so they sent me one
[24:46.000 --> 24:50.100]  This is what they do when they sponsor a show they send one to you and it's like well, how does a mattress show up?
[24:50.400 --> 24:55.480]  Well, it shows up in like a little dorm room fridge style box very small
[24:55.480 --> 24:59.080]  You can't believe it, but it's because it's like two kinds of foam
[24:59.080 --> 25:05.280]  They like vacuum seal the mattress and it ships in what is still decidedly a very large package
