[00:00.000 --> 00:03.040]  Hello, man, you always sound so good. I
[08:28.840 --> 08:32.760]  But that it is so it pales in comparison both to
[08:33.640 --> 08:38.680]  Apple watch for iOS and Android Wear for Android and so therefore why you know
[08:38.680 --> 08:44.360]  It's second rate either way no matter just my experience with the pebble thing is like pebble would update its apps in the background
[08:44.360 --> 08:47.640]  As long as the pebble app was running and it would run for a while and at some point
[08:47.640 --> 08:53.240]  iOS would just kill it because it hadn't been running for a while and it needed the memory and at that point that was it
[08:53.320 --> 09:00.120]  Like pebble won't talk to the watch or I mean won't talk to the phone after that because you know, it's just an app and
[09:00.760 --> 09:02.760]  It doesn't have any special
[09:03.240 --> 09:08.160]  Powers there and you know, that's just that's just how it is. It's a it's a tough situation
[09:08.160 --> 09:12.880]  But I like them too. I like the idea that this is a lower a lower cost
[09:13.200 --> 09:15.360]  You know simpler the long life
[09:15.360 --> 09:19.360]  I like the fact that it's got the long battery life. There are lots of things to like about it
[09:19.360 --> 09:24.000]  But you know the fact is platform vendors have so much power over
[09:24.880 --> 09:32.720]  Over what these other products can do and at least with Google they can tie into the stuff that Google built for Android Wear and good for them
[09:32.720 --> 09:37.440]  That that makes that a more compelling product on Android, but on iOS. It's just never I mean
[09:37.440 --> 09:40.400]  I kept having this hope for the first two years like
[09:40.960 --> 09:44.560]  That they would get better and it did get better for a while and then it feels like to me
[09:44.560 --> 09:49.680]  They hit a wall where it's like this is all Apple is ever gonna let Bluetooth generic Bluetooth devices do
[09:50.240 --> 09:54.480]  Yeah, I you know app is a sort of nebulous word and as time goes on
[09:54.480 --> 10:02.480]  It's ever more nebulous, but the basic idea because it doesn't really relate to anything like at a low-level computer science
[10:02.480 --> 10:06.160]  term it's a bundle, you know that that
[10:06.880 --> 10:14.240]  Basically means it's a process running on your computer that displays a user interface to the user and
[10:14.880 --> 10:18.320]  It to me. I mean this is my interpretation of the word. It's it's a word
[10:19.360 --> 10:27.280]  inherently of the GUI era of computing. It's a thing that no matter which computer you're on that the user looks at and interacts with
[10:27.280 --> 10:35.280]  And I you know even on iOS and and maybe in the early days like 2008 when the app store first debuted
[10:35.280 --> 10:40.800]  That's really what apps were they were processes that show to user interface and it had an icon and
[10:41.280 --> 10:43.520]  It if you were looking at it and it you know
[10:43.520 --> 10:48.640]  It was running and if you weren't looking at it. It wasn't running and it was really pretty simple
[10:49.680 --> 10:52.080]  And now there's you know as as iOS has evolved
[10:52.080 --> 10:56.720]  There's a lot more that can happen in the background and you know apps can stay in memory
[10:56.720 --> 10:58.720]  As long as there's enough memory to keep
[10:59.280 --> 11:03.520]  You know the most re you know three four five most recently used apps
[11:03.840 --> 11:09.120]  You know you can request for background downloads even when you're not running etc etc
[11:09.440 --> 11:14.480]  But basically to interact with another piece of hardware to have a phone
[11:15.040 --> 11:18.560]  Interacting within controlling with a watch you don't really want an app for that
[11:18.560 --> 11:21.360]  It has to be part of the operating system and there's an you know
[11:21.360 --> 11:25.040]  There's there's no way that third parties get to write parts of the operating system on iOS
[11:25.040 --> 11:32.080]  Yeah, you need some sort of feature and it's not like it really aren't steps toward this and some of the iOS updates that
[11:32.480 --> 11:35.440]  Have come out over the last few years, but you know for something like pebble
[11:35.440 --> 11:38.640]  You really need like a demon to use Unix terminology
[11:38.640 --> 11:41.680]  Yeah, something that is a process that runs in the background all the time
[11:42.160 --> 11:44.880]  And app is not going to let Apple always has the
[11:45.280 --> 11:49.120]  Ability to even even when there is a process running in the background because I always backgrounding
[11:49.280 --> 11:49.840]  You know
[11:49.840 --> 11:54.960]  S apps can run in the background facelessly to do some updates and things that Apple is never going to
[11:56.400 --> 12:01.920]  Give up the option to kill something if it wants to improve the user experience by freeing up memory
[12:01.920 --> 12:04.960]  So that this other app can run and so you know somebody like pebble
[12:04.960 --> 12:09.360]  They just can't they can't install something that's running all the time and they can't count on that being there
[12:09.360 --> 12:12.240]  And that you know it limits what they can do whereas apple can
[12:12.880 --> 12:16.080]  Can can try to do that we should say because I mean you mentioned it
[12:16.080 --> 12:21.280]  I sometimes will put on like a weather complication or or something like that
[12:21.280 --> 12:23.280]  And it just or the sunset
[12:23.760 --> 12:28.000]  On that what is it the solar face where it calculates out like the sunrise sunset data
[12:28.480 --> 12:32.480]  I've had that just it gives up and it shows it like it's the equinox because
[12:32.960 --> 12:38.880]  Even though it's talking to the phone whatever process updates that data has just died or stalled
[12:39.280 --> 12:42.480]  And so even Apple is struggling with it and they control the operating system
[12:42.480 --> 12:46.240]  And that's you know if if it could if it made any sense
[12:46.240 --> 12:50.960]  And it doesn't for pebble to be connected to your Mac instead of to your phone
[12:51.840 --> 12:56.160]  It doesn't because you're gonna wander away from your Mac with your watch on and want to have a connection
[12:56.160 --> 12:58.800]  And that's why it wants to connect to a phone and not to a computer
[12:58.800 --> 13:00.320]  But if it if it made any sense
[13:00.400 --> 13:03.680]  They could write max off where that did everything they wanted to do
[13:03.840 --> 13:05.840]  But it wouldn't go through the Mac app store
[13:05.840 --> 13:11.760]  It would be the sort of thing you download from get pebble.com and install on your Mac the old fashioned way
[13:11.760 --> 13:16.080]  Because it would have to do things that even in the even on the Mac through the app store
[13:16.080 --> 13:18.000]  You're not allowed to do well at that point
[13:18.000 --> 13:21.680]  You should just have Wi-Fi in the thing and have it just talk to a web service
[13:21.840 --> 13:26.560]  Right and then only use the phone when it absolutely has to but then it's not really a phone
[13:27.040 --> 13:32.800]  Accessory anymore, right? It's just a yeah, or there's a web service that the phone is talking to and that
[13:33.200 --> 13:37.280]  The watch is talking. I mean, it's just a mess. It's not it's not the same product at that point
[13:37.280 --> 13:42.480]  All right, so my review of the pebble, which I haven't written and I don't know if I'm gonna write
[13:42.480 --> 13:45.840]  I didn't write a review of the first pebble because it was it and
[13:46.240 --> 13:48.240]  Sort of out of good sportsmanship
[13:48.640 --> 13:53.520]  For lack of a better term that it would have been very negative and I didn't feel like that was
[13:55.040 --> 13:57.520]  I just didn't want to do that, you know, I
[13:58.480 --> 14:03.120]  I've plenty of other people wrote about it. It just felt like it was it beat like jumping on the pile
[14:03.120 --> 14:08.240]  Right with this one. I feel like hey, they've been around long enough and now you know
[14:08.240 --> 14:14.240]  The market is this it would be fair to write a negative review. So maybe I will maybe I won't but it's short and it's basically
[14:15.280 --> 14:18.720]  A the hardware really does not compare in any
[14:19.520 --> 14:22.800]  Meaningful way to to what you can get with an Apple watch sport
[14:23.120 --> 14:31.520]  So let's just compare to Apple watch sport for 350 and 399. Yes, that's more expensive than the pebble time which starts at 199
[14:31.520 --> 14:38.800]  But it's in the same ballpark, you know to me 199 and 349. It's yet, you know close to half
[14:38.800 --> 14:41.600]  I guess it's half if you compare it to the 42 millimeter version
[14:43.280 --> 14:45.280]  But it feels like way more than
[14:45.920 --> 14:48.640]  The Apple watch feels way more than twice as well made
[14:49.360 --> 14:53.520]  It's and to me aesthetically you can tell just by looking at a picture of the pebble time
[14:53.920 --> 14:57.360]  There's this double bezel effect around the display
[14:57.360 --> 15:02.160]  So the display is what actually lights up and is in color, but then around that there's a black
[15:02.720 --> 15:04.560]  Thing that goes around the display
[15:05.040 --> 15:08.240]  And then around that is a piece of plastic that covers the crystal
[15:08.400 --> 15:13.200]  So there's like two bezels around the actual watch face and to me in photographs
[15:13.280 --> 15:15.280]  It it looks like it is what it is
[15:15.280 --> 15:18.000]  But while I was wearing it it every time I glanced at my wrist
[15:18.000 --> 15:20.000]  It just stuck out and I realized it
[15:20.320 --> 15:25.360]  In I've never seen a watch that has anything like that before digital analog or otherwise
[15:25.360 --> 15:29.040]  And it really feels like a compromise in terms of engineering
[15:29.680 --> 15:32.880]  So aesthetically and build wise. It's real. I thought it was really poor
[15:33.680 --> 15:35.040]  I
[15:35.040 --> 15:39.200]  Know that it sounds like a petty thing, but to me the the
[15:39.840 --> 15:42.080]  Taptic engine or whatever you want to call it in the pebble time
[15:42.560 --> 15:45.920]  It the fact that it's like a vibrator from your phone and it's very loud
[15:46.000 --> 15:50.240]  I mean like surprisingly loud is just a deal breaker
[15:50.480 --> 15:54.080]  And part of that is just my experience with Apple watch with the tactics being
[15:54.080 --> 15:58.320]  Surprisingly central to the experience of using Apple watch
[15:58.880 --> 16:01.920]  With the pebble time it's it to me is horrendous
[16:01.920 --> 16:05.200]  I don't even know it may not even be any different than the one from the original
[16:05.760 --> 16:09.120]  Pebble, but once you got used to Apple watch or I did at least
[16:09.840 --> 16:12.800]  And it's sort of this subtle tapping that is completely silent
[16:13.840 --> 16:20.160]  The loud jarring like it just feels like the equivalent of holy shit something terrible is happening
[16:20.160 --> 16:26.560]  That you need to be alerted to right away. Even if it's like a text message from somebody you're working with who says yes
[16:28.080 --> 16:31.280]  You get like a jolt to your wrist. It almost feels like an electric shock
[16:32.080 --> 16:35.520]  And that to me and I'm not judging that in terms of iOS or Android
[16:35.520 --> 16:38.400]  That would be the same no matter what you're using it with and
[16:39.520 --> 16:43.680]  Lastly the my other big complaint about it is that this color screen that they're using
[16:43.680 --> 16:46.000]  I understand that it gives tremendous battery life
[16:46.000 --> 16:50.080]  And the battery life on Pebble is clearly the single best thing about it compared to Apple watch
[16:51.040 --> 16:54.320]  But I can't read the screen in any light or I without
[16:54.880 --> 16:59.200]  Like getting it real close to my eyes and holding it at a perfect angle whether it's broad daylight
[17:00.240 --> 17:02.240]  Well-lit room indoors or
[17:02.640 --> 17:09.360]  Especially in dim lighting and dim lighting. I can't see it even when it lights up. It's it's a really really low contrast screen
[17:10.640 --> 17:14.560]  And maybe it may be I'm in a bad place on that because of the you know the stuff
[17:14.560 --> 17:16.560]  I've had with the retina and stuff like that
[17:16.560 --> 17:21.120]  But even when I closed my bad eye and just look at it with with my perfectly good right eye
[17:21.600 --> 17:26.080]  I really have a hard time reading that screen worse and to me the contrast is the big thing
[17:26.080 --> 17:31.840]  It the contrast is worse than with the original Pebble because I even went back and powered up my original Pebble to compare
[17:32.480 --> 17:37.680]  And just for readability to me it was it's worse. It's really really low contrast
[17:38.480 --> 17:41.760]  Yeah, I wasn't convinced that given the resolution of it
[17:41.760 --> 17:44.720]  I wasn't really convinced that the color was even necessary
[17:44.720 --> 17:50.240]  I mean, it's nice to have because they're gonna get mocked if they don't have color, but it's it's not like there are
[17:50.480 --> 17:54.000]  You know beautiful works of art on that display because it's not a very high-risk display
[17:54.480 --> 18:02.000]  It really is about getting imparting this information to you and anything you do to junk that up and and it just makes it harder to read
[18:02.960 --> 18:05.440]  I don't know it's I I'm with you. I feel like uh
[18:06.160 --> 18:10.320]  I want to root for those guys, but you know even at the time even when I
[18:10.320 --> 18:12.720]  Back that kickstarter. I felt like
[18:13.440 --> 18:18.880]  These guys had a very short window where they could come out and I like that they're trying to be something different and
[18:19.280 --> 18:23.760]  Cheaper and you know, maybe they could compete with the fit bits of the world, but instead, you know
[18:24.080 --> 18:28.240]  I don't know I got the warning sign I got was when they came out with the Pebble Steel
[18:29.040 --> 18:32.640]  Because I didn't mind the design of the original Pebble. I mean, yeah
[18:32.640 --> 18:34.640]  It was a big black watch, but it was this you know
[18:34.640 --> 18:40.720]  It was what it was it was a curved plastic big chunk and it told the time and that was fine
[18:40.720 --> 18:45.400]  I mean ultimately it always told the time and it lasted a week and it did a couple of other neat things
[18:45.400 --> 18:49.360]  So I was fine wearing it as just a watch, but the Pebble time when it came out
[18:49.360 --> 18:53.720]  It's like more expensive and it was supposed to be fancy. No, you missed the steel. I mean start pepl steel
[18:53.720 --> 18:56.360]  Yeah, and it was not it was not
[18:56.360 --> 18:58.240]  I didn't like the design of it
[18:58.240 --> 19:03.240]  I really wondered what they were doing at that point that like it was it was this nice material
[19:03.240 --> 19:08.800]  But like if you rain your finger over the front of it like there were sharp edges at the bezel because of the way
[19:08.800 --> 19:16.680]  They built the steel bezel on top of the screen and so it was kind of like uncomfortable to touch and yeah at that point
[19:16.680 --> 19:20.720]  I was I was starting to wonder what are what are their priorities here and you know
[19:20.720 --> 19:23.600]  Do they know that this this freight train is running at them and
[19:24.400 --> 19:28.160]  Pebble time, you know, I think their timing was great for their kickstarter because it was before
[19:28.160 --> 19:35.120]  You know before Apple watch stuff started to really happen and they try to get in just before then but I don't know
[19:35.120 --> 19:37.120]  It's just yeah, I feel bad for him
[19:37.320 --> 19:42.280]  But there was no way that I was gonna buy one. Yes, that aesthetically
[19:42.280 --> 19:46.960]  I actually think the original Pebble is better than either of the subsequent ones. Yeah, I agree
[19:46.960 --> 19:50.320]  It doesn't have that double bezel effect. It is a weird look and watch
[19:50.320 --> 19:54.240]  It's clearly some kind of smart watch type thing, but it's not too big and
[19:54.240 --> 20:02.080]  It's to me. It's very honest to itself. It looks like a hundred to her hundred and fifty dollar digital watch and it has a
[20:02.080 --> 20:06.880]  You know, you know, band that it stripped with was a it wasn't great, but it was fine. It was a fine
[20:06.880 --> 20:13.600]  You know, what would you ever call you know rubber? It was a rubber. Yeah, I I I took that off so fast
[20:14.640 --> 20:16.640]  I just I made my
[20:17.080 --> 20:19.560]  Risk sweaty and I got a leather band for it
[20:19.560 --> 20:24.920]  But there's lots of people who there's lots of other digital watches though that have a band that's very much like that
[20:24.920 --> 20:29.880]  It's fine and but the fact that they picked a standard watch connector so that it was easy for somebody
[20:29.880 --> 20:33.000]  Just as easy to put a new band on it as it is any other standard watch
[20:33.920 --> 20:39.680]  So I've seen yeah, actually a lot of the people who I know who who have a original Pebble use, you know
[20:39.680 --> 20:41.680]  some kind of other third-party band
[20:41.680 --> 20:45.360]  You know, I've seen you with yours many times used to at least
[20:45.360 --> 20:51.880]  Yeah, black leather black leather band from the shopping mall down the street and you know, it was easy to put it on
[20:51.880 --> 20:55.760]  And I you know, I like I like that. It was fine. It did it served its purpose
[20:55.760 --> 21:01.280]  But you know the Apple watch was always hanging over that product and and we're honestly in Google
[21:02.320 --> 21:03.520]  Google's
[21:03.520 --> 21:10.120]  Android wear stuff too because the platform vendors were clearly gonna come in and these these poor little guys
[21:10.200 --> 21:12.200]  We're gonna be kind of
[21:12.200 --> 21:18.160]  Squeezed looking at it too. I'm looking at the just the get Pebble home page where they show all three of their watches
[21:18.160 --> 21:20.640]  And they still sell all three the other thing that really gets me
[21:20.640 --> 21:25.920]  I think that the steel is truly an ugly watch and I've seen a few people wearing them like not people
[21:25.920 --> 21:28.000]  I know that I've seen people on airplanes
[21:29.040 --> 21:36.920]  Wearing them and they they're very very telltale to me like there's certain a certain thing about the the three
[21:36.920 --> 21:43.600]  Lugs that stick out of the top and bottom to connect the the wristband to and the way that the
[21:44.480 --> 21:52.080]  display is almost or not the display but the face is almost a rectangle, but not quite it's like a like a looks like a box that you've
[21:52.080 --> 21:54.080]  Stuffed too much stuff into when you're moving
[21:54.840 --> 21:59.520]  Like it doesn't look like it's it doesn't look like it's supposed to be a rounded shape
[21:59.520 --> 22:01.520]  It just looks like you know, they
[22:01.520 --> 22:08.320]  Fattened it up on the sides a little bit, but the other thing that really gets me that looking into picture is that they decided to print the word Pebble
[22:08.320 --> 22:11.960]  It's so bad black bezel underneath which is I
[22:13.280 --> 22:17.760]  Think a horrendous design mistake and they're almost like hubris, you know, like
[22:20.480 --> 22:22.000]  You can get into it with phones
[22:22.000 --> 22:26.200]  But to me it's a lot like the way that you know a lot of that you know almost all the Android phones
[22:26.200 --> 22:28.720]  I've ever seen always have like Samsung written at the top
[22:28.720 --> 22:32.320]  Probably with a Verizon or an AT&T stamped on the glass too
[22:33.040 --> 22:38.640]  And it's just like a low rent move and it just however well it flies in the phone world
[22:38.640 --> 22:44.280]  It flies worse in the watch world. Well, you know, it's not like a Rolex doesn't have a logo on it
[22:44.280 --> 22:48.280]  And but it doesn't feel like that to me. It feel it felt like yeah
[22:48.280 --> 22:52.280]  It felt cheap to me on the Pebble that you know, oh, we know what we're gonna do
[22:52.280 --> 22:54.920]  We're gonna stick our name on there and you're never gonna be able to
[22:54.920 --> 22:59.160]  To get it off. Yeah, I don't know why they did it. It may just have been that
[22:59.480 --> 23:05.000]  To get the right size bezel and the size of their screen. Yeah, they we got extra space. What do we do?
[23:05.320 --> 23:10.760]  Put our name there. Yeah, I don't know. I don't know bothers me. Yeah, so I my
[23:11.720 --> 23:14.920]  Vice would be I don't think there. I know they're not a publicly-out company
[23:14.920 --> 23:17.080]  But my advice would be if they were to sell your stock
[23:18.120 --> 23:19.720]  But I am rooting for them
[23:19.720 --> 23:27.240]  So I feel I don't take any pleasure in that really, but I feel like they are this is the problem of had it going head-to-head with
[23:28.440 --> 23:35.360]  Your two hundred billion dollar company or yeah, I guess Apple's more like an eight hundred billion dollar whatever a company with with Apple's resources
[23:35.680 --> 23:37.680]  Yep
[23:37.680 --> 23:41.320]  Let me take a break and I will thank our first sponsor. We have
[23:41.320 --> 23:50.920]  We have our good friends at Harry's you guys know Harry's they sell high-quality razors and blades for a fraction of the price of
[23:51.600 --> 23:53.600]  The big razor brands
[23:53.600 --> 23:57.600]  It was started by two guys who wanted a better product without paying an arm in the leg
[23:58.320 --> 24:01.280]  But they got really really serious about this. This is the thing
[24:01.280 --> 24:03.920]  I'd always impresses me about Harry's is you hear well
[24:03.920 --> 24:10.240]  It's some startup that's selling razors and stuff and you think that they buy this stuff white label and just buy razor blades
[24:10.240 --> 24:14.040]  Third-party and relabel them and package them in their own stuff
[24:14.760 --> 24:22.280]  No, what they did is they found an old razor blade factory in Germany that they liked so much they bought the factory and
[24:23.000 --> 24:27.960]  They make their own blades. They're all high-performing German blades crafted right to their own
[24:29.360 --> 24:31.360]  specs and
[24:31.360 --> 24:37.440]  That's the thing that the whole shaving experience starts with obviously before you get to any kind of products before you get to the handles
[24:37.440 --> 24:40.440]  It's the blade that you're rubbing against your skin and
[24:41.280 --> 24:48.640]  Harry's is so focused on that that they bought their own factory truly truly impressive and in my experience it really shows in the product that they sell to you
[24:50.240 --> 24:53.720]  What they do is they offered this high-quality stuff at
[24:54.480 --> 24:59.200]  Factory direct pricing because they don't have a middleman when you buy stuff from Harry's calm
[24:59.200 --> 25:01.840]  It's Harry's who fulfills it and ships it right to you
[25:01.840 --> 25:07.360]  So by getting rid of them the middleman layer by getting rid of distributors by getting rid of third-party
[25:07.360 --> 25:09.040]  Stores by getting rid of drug stores
[25:09.040 --> 25:13.800]  They have to go to and visit and go through the hassle of asking someone to unlock the case and open it up
[25:13.880 --> 25:21.400]  They just sell it right to you and the starter set is a great great deal really really low price for 15 bucks
[25:21.600 --> 25:27.400]  You get a razor moisturizing shave cream or gel your choice in three razor blades
