[00:00.000 --> 00:03.200]  You're a letterman fan uh, yes
[15:07.040 --> 15:12.240]  Which show it was I think it was merlin man when we were talking about man. These are old shows
[15:12.720 --> 15:17.280]  Yeah, well, I forgot to look at these notes. I have these notes for all the follow-up all the corrections
[15:17.280 --> 15:22.800]  and I really this should be a very long list because I make a lot of mistakes every episode, um, but when merlin was on and
[15:22.800 --> 15:30.000]  We had a discussion about when to let our our growing children watch which movies and I said that
[15:30.000 --> 15:33.440]  You know caddyshack came up and I said no, of course jonas hadn't seen caddyshack yet
[15:33.440 --> 15:38.160]  And then my wife was actually listening to the show and she goes you dummy. We let him watch caddyshack
[15:38.160 --> 15:42.720]  And I remembered yes, we did. So yeah, so I let my son watch caddyshack when he was I think 10
[15:43.360 --> 15:45.360]  I think that's when I first saw it too
[15:45.760 --> 15:52.480]  That's that's my thinking that was my thinking of of letting him watch my I remember my dad like stood in front of the tv for
[15:52.480 --> 15:56.720]  A couple of minutes, uh during one scene. He's like just look over there for a second
[15:57.600 --> 16:00.880]  And uh, yeah, it's a great movie to see and then you watch it again
[16:00.880 --> 16:06.080]  like 50 times in college and you it's a totally different movie at that point, but uh,
[16:07.600 --> 16:09.920]  Why not yeah, uh again
[16:10.800 --> 16:15.680]  No idea which episode this was for but somebody I I don't I guess we were talking about some of my eye problems
[16:15.680 --> 16:21.360]  And we were talking about uh that warby parker should make a monocle ends up they do make a monocle. Uh,
[16:22.400 --> 16:26.320]  I'll put that in the show notes warby parker does make a monocle. I don't know that I would recommend it
[16:26.320 --> 16:31.200]  it seems to me like that's sort of taken the you know, the hipster, uh
[16:33.600 --> 16:38.400]  The hipster thing a little far going with monocle, but there you go that's marketing man
[16:39.760 --> 16:41.760]  Or be monocle. There he goes right in the show notes
[16:42.800 --> 16:51.600]  Um, uh, joanna stern joanna stern was the great joanna stern was on the show a few weeks ago and we were talking about these
[16:51.600 --> 16:58.240]  And we were talking about these. Um, both of us had turned out bought the same bluetooth
[16:59.040 --> 17:01.040]  headset beats
[17:02.000 --> 17:03.840]  Power beats
[17:03.840 --> 17:05.840]  These little beats power beats are bluetooth
[17:06.320 --> 17:11.120]  They're meant for like, you know, wearing my exercise and stuff. I'd never had bluetooth. You ever had bluetooth headphones
[17:11.920 --> 17:13.120]  No
[17:13.120 --> 17:18.480]  So i'd never had them before and I bought them while I was testing the watch because I wanted to test
[17:18.480 --> 17:23.840]  And these are like the 180 dollar ones. Yeah, they're they're you know, like everything from beats are pretty expensive
[17:24.640 --> 17:27.520]  I find i've been pretty happy with them so far. They're pretty comfortable
[17:27.840 --> 17:32.640]  Um, these are the ones that had that little like kind of finger coming off them that holds in your ear
[17:34.000 --> 17:40.000]  Yeah, sort of there's like a thing that wraps around your ear and then there's a thing that goes in your ear. Yeah
[17:40.720 --> 17:41.920]  um
[17:41.920 --> 17:47.280]  But the complaint we both had was that the latency was really bad just the bluetooth latency
[17:47.280 --> 17:50.800]  So like when you pause it was like it felt to me
[17:50.880 --> 17:51.840]  I don't know what it really was
[17:51.840 --> 17:56.640]  But it felt to me like second or two goes by before the audio actually pauses
[17:56.960 --> 18:00.000]  And then you hit play again and it's a second or two before it plays
[18:00.800 --> 18:06.240]  Uh, which was like driving me nuts and somebody sent in I forget who sorry. I don't remember
[18:06.800 --> 18:12.960]  Um that you got to run the beats updater. There's a firmware update for these headphones you go to uh,
[18:12.960 --> 18:17.520]  I'll put it in show notes, but anybody who bought these things god, it never even occurred to me
[18:17.520 --> 18:19.520]  I guess it makes sense that there would be such a thing
[18:20.000 --> 18:27.360]  But i've never thought of headphones as having firmware that you could update. Um, so you run this beats updater
[18:28.160 --> 18:29.440]  and
[18:29.440 --> 18:32.640]  It still is not quite it. I don't think bluetooth can ever
[18:33.200 --> 18:40.720]  You know is ever going to match the latency of hardware, but you know like a you know a cable but it it's a
[18:40.720 --> 18:44.640]  It it reduces the latency all the way down to what I expected at the outset
[18:44.960 --> 18:47.280]  There's like a fraction of a second where when you pause
[18:47.520 --> 18:52.320]  Until it actually pauses and there's a fraction of a second when you go to restart the audio before it actually starts playing again
[18:52.720 --> 18:58.000]  But it seems totally reasonable and way different than what it was when I opened them out of the box
[18:58.960 --> 19:04.560]  So anybody out there who buys like these beats, uh headphones if you get these bluetooth ones and you find the latency is like
[19:04.720 --> 19:06.640]  Insane, like how could they do this?
[19:06.640 --> 19:14.480]  Uh get this updater. The updater is weird, too. It's like a mac app that you run that then goes to opens a webpage in safari
[19:14.560 --> 19:19.920]  And it's the web page that shows you the progress as it updates a thing that's plugged into your device by usb
[19:20.640 --> 19:25.360]  Very strange, but it worked. Isn't that amazing software update for your headphones?
[19:26.480 --> 19:30.000]  It just never would have occurred to me to look how do you uh, how do you charge them?
[19:30.400 --> 19:32.080]  And how often do you charge them?
[19:32.080 --> 19:33.760]  uh usb
[19:33.760 --> 19:37.200]  You charge them by usb. There's a a little micro usb
[19:37.760 --> 19:41.600]  Thing on the bottom of the left earpiece and it has a rubber
[19:42.320 --> 19:44.480]  Nubbin that covers it I guess for you know
[19:45.120 --> 19:47.120]  sweat and water resistance, um
[19:47.440 --> 19:49.440]  So you just plug it in by usb
[19:50.000 --> 19:52.000]  so the the the
[19:52.080 --> 19:56.080]  the fact that apple made that uh, iphone dock and and
[19:56.080 --> 20:02.720]  Does not yet have uh, a proper charging station is something that that puzzles me. But
[20:03.760 --> 20:05.760]  not you know charging station for what well just
[20:06.480 --> 20:11.200]  Now I have three things I plug in almost every night four if you count this new macbook
[20:11.200 --> 20:13.920]  and now if I get wireless headphones, that's five so
[20:14.800 --> 20:16.160]  um
[20:16.160 --> 20:20.560]  So someone's got to do a really, you know, it could be apple. I don't know someone's got to do the the best
[20:21.040 --> 20:23.040]  charging station possible
[20:23.040 --> 20:29.440]  So how long do they last? I think that they say they last like six hours. Um, I had so that's once a week or something
[20:29.440 --> 20:31.600]  I've been running a lot recently. Um
[20:32.240 --> 20:38.720]  At the last, you know since the weather's gotten nicer and I did have one run where uh, my headphones conked out halfway through
[20:38.960 --> 20:43.280]  And I was very confused. It just was like it just plays like a little sad song like
[20:43.760 --> 20:49.840]  Do do do do do and uh, and then I guess that means we're out of juice. Goodbye and then you got nothing
[20:50.640 --> 20:52.240]  um
[20:52.240 --> 20:55.840]  So, I don't know. I try to remember to charge him every every second day or two. I don't know
[20:56.560 --> 21:01.520]  It's hard to know but you do get a little battery meter in in your status bar in ios
[21:04.400 --> 21:06.400]  So it's like when you have them paired with your phone
[21:08.320 --> 21:10.880]  It shows up in between your phone's battery
[21:12.640 --> 21:18.640]  Indicator and the little bluetooth icon in the status bar. There's a little vertical battery a little tiny one
[21:18.640 --> 21:24.960]  It's actually hard for me to see um, but I can kind of get a rough picture of whether it's like mostly full or mostly empty
[21:26.160 --> 21:29.680]  So you can see the battery on your phone of the charge of your headphones
[21:30.800 --> 21:37.360]  It's all fiddly enough. It's it the whole thing is fiddly enough that I can I now understand why apple doesn't ship their own
[21:38.080 --> 21:40.080]  Wireless headphones yet
[21:40.080 --> 21:41.760]  Yeah
[21:41.760 --> 21:43.760]  But it works well with the watch
[21:43.760 --> 21:47.920]  Uh, it did in my testing but in in real life, I don't uh,
[21:48.720 --> 21:54.080]  What I really want to listen to is podcasts right and to listen to podcasts. I still need my phone
[21:54.080 --> 21:59.520]  So i'm still got my phone on my arm, you know while i'm running it's you know, I have it paired with my phone
[22:00.480 --> 22:06.240]  All the 99.9 percent of time I I did pair it to the watch while testing it to see if it worked and it did work
[22:07.200 --> 22:10.800]  But that's really only good for like music that you stick on your on your watch
[22:10.800 --> 22:14.480]  So strange they haven't they didn't launch with podcast support but
[22:16.000 --> 22:18.480]  Priorities, I guess yeah, and you know
[22:19.040 --> 22:22.400]  Who knows who knows what the schedule is for third-party apps?
[22:22.400 --> 22:28.240]  I mean like a watch kit app is never going to be able to do it. Like there's no way you know, like marco can't make overcast
[22:29.440 --> 22:35.200]  Store anything locally on the watch yet, right? It's all you know, watch kit is all stuff that wrote, you know
[22:35.200 --> 22:37.280]  Runs and stores stuff on the phone
[22:37.280 --> 22:41.920]  So the only way that you could get podcasts on it now would be if you put the actual podcast
[22:42.140 --> 22:47.280]  Episodes in your itunes library and then made a playlist in itunes. I mean this sounds like having an ipod in
[22:47.900 --> 22:53.440]  2002 you make a playlist and then you tell your watch that's the playlist I want to sync to but then you're stuck managing your
[22:53.680 --> 22:56.480]  Podcasts by hand like, uh, you know like an animal
[22:58.320 --> 23:00.320]  Yeah, that's not worth it yet
[23:01.200 --> 23:03.200]  No
[23:03.200 --> 23:06.400]  I mean it wouldn't theory would be nice. I would love to go back to it. I would love to go back to it
[23:06.400 --> 23:10.640]  Be nice. I would love to go running without the phone and just have the watch and I don't care about gps
[23:10.720 --> 23:14.640]  So that wouldn't bother me but it's to have the podcast to listen to I still need the phone
[23:17.760 --> 23:19.760]  Cool what else you got
[23:20.480 --> 23:26.400]  Uh correction wise. Oh one more thing and this is like super nerdy. This was last week with uh,
[23:27.200 --> 23:32.480]  With david sparks on the show and I said, uh, this is my mistake not his that rtf
[23:32.480 --> 23:38.000]  You know the rich text format that text edit has long defaulted to I think all the way back to the next
[23:38.320 --> 23:41.120]  days even before next was purchased by by uh,
[23:42.320 --> 23:47.860]  Apple, you know the rich text format and that's a microsoft originated format was sort of cross-platform
[23:49.360 --> 23:52.160]  Styled text, uh, it wasn't supported in ios
[23:52.160 --> 23:56.800]  I said it still isn't supported in ios and I was talking about the complications that people you know, you have if you
[23:57.520 --> 24:00.720]  You if you restore your text in anything but plain text
[24:00.720 --> 24:05.440]  That long term eventually whatever styled text format you have chosen to use
[24:05.920 --> 24:12.240]  Is not going to be supported anymore and it turns out rich text format is in ios as of ios 7
[24:12.720 --> 24:16.400]  Ios 7 added it and i'll put a link in the show notes. There's an nsr
[24:17.200 --> 24:19.040]  at rtf text document type
[24:19.760 --> 24:21.920]  in ios as of ios 7
[24:22.720 --> 24:28.000]  But uh, so it's not even that recent I guess I guess it's two years ago, but I did not know that what?
[24:28.000 --> 24:35.040]  Uh, anyway from ios one through six. There was no rtf support. So I was kind of right what format does the notes app use?
[24:37.600 --> 24:39.680]  Uh, that's a very good question I
[24:40.400 --> 24:41.840]  think
[24:41.840 --> 24:43.840]  That it now uses
[24:44.560 --> 24:46.800]  html under the hood hmm
[24:47.520 --> 24:50.960]  Interesting because I believe it does styling right you can
[24:50.960 --> 24:58.000]  Yeah, they it didn't used to and now it does and I believe it's html. It's some kind of html under the hood
[24:58.000 --> 25:01.520]  But you're not supposed to know that. Yeah interesting. What is vesper use?
[25:02.400 --> 25:08.320]  That's plain text. Oh, that's right. Right then which you know, it was a very deliberate choice on our part. Yeah
[25:09.120 --> 25:11.120]  cool
[25:12.080 --> 25:17.600]  Uh, I think that's it though, I think that now I think i've cleared the deck on corrections and mistakes speaking of those
[25:17.600 --> 25:21.200]  And mistakes speaking of those, uh bluetooth earbuds while I remember
[25:22.000 --> 25:25.360]  I did go into the apple store a few weeks ago and just kind of
[25:25.920 --> 25:31.280]  looking at the options that were out there, uh in case I was going to do an impulse purchase and
[25:32.080 --> 25:39.120]  The the guy there kind of showed me all the different options and that's the one that he recommended but they even those looked a little
[25:40.000 --> 25:41.680]  a little cumbersome
[25:41.680 --> 25:44.240]  Which ones the beats ones the ones that you have?
[25:45.040 --> 25:46.160]  Yeah
