[00:00.000 --> 00:02.440]  How's your week anything going on?
[02:16.080 --> 02:18.640]  I don't mean to make light of it. I think it's very serious
[02:18.640 --> 02:20.720]  I think my coverage of daring fireball is very serious
[02:20.720 --> 02:25.100]  But I also know that people want to listen to podcasts and they want to get their mind off this and if we joke around
[02:25.320 --> 02:29.720]  Some ways it's in no way to be taken as treating this whole thing
[02:30.360 --> 02:32.600]  Lately, you know, we're all in the same boat
[02:32.600 --> 02:38.480]  I mean more so than perhaps at any other point in our lives right like the whole world is pretty much
[02:38.480 --> 02:44.320]  In exactly the same situation here. Yeah at some point back. I believe I believe it was
[02:45.040 --> 02:49.600]  Because I was certainly back then I believe it was back when I was doing the show with Dan Benjamin. I
[02:52.280 --> 02:58.440]  Sarcastically or son even sarcasm, but just smart acidly claimed that I never washed my hands
[02:59.960 --> 03:03.840]  In the same way that I claimed that I'd had my driver's license revoked at some point
[03:03.840 --> 03:09.920]  Yeah, well, you know Dan's a germaphobe. So yeah, I just say that and he would start itching I think right?
[03:09.920 --> 03:14.840]  That was exactly the reason and and then friend of the show Daniel jalkett made a song about
[03:15.360 --> 03:20.000]  About me quoting my my life. I should actually see if I can dig that up
[03:20.000 --> 03:24.920]  Maybe we'll have a theme song for this episode. Maybe maybe everybody listening to me say this right now
[03:24.920 --> 03:28.560]  we'll have already heard it maybe if we find it will stick it at the beginning of the show, but
[03:28.560 --> 03:36.600]  Believe it or not. It was not true at the time and it is as I feel my
[03:37.440 --> 03:41.920]  Pristine hands right now it is. Mm-hmm. It is definitely not true now
[03:42.960 --> 03:46.480]  We are washing hands. We're taking this seriously. We are buggered in
[03:47.120 --> 03:49.120]  Yep
[03:49.920 --> 03:53.880]  Yeah, so what is your college student freshman year Wow, what a bummer
[03:53.880 --> 04:01.320]  I just off the top of my head though. If you're a college student the two seminal years are of course freshman year and senior year
[04:01.320 --> 04:06.960]  You know the middle years kind of blur together, which is worse to have interrupted. I would think maybe senior year
[04:06.960 --> 04:08.240]  I I would think so
[04:08.240 --> 04:08.960]  I would think so
[04:08.960 --> 04:15.200]  I mean they did one of the differences is presumably you're off campus your senior year like like Jamie's in the dorm right now
[04:15.200 --> 04:22.640]  And I'd like to talk about all right really intensely close group of people like that's probably not what you want
[04:22.640 --> 04:27.040]  It's having all those hundreds of college students in close proximity
[04:27.560 --> 04:32.520]  And but senior year you're off campus. I mean, maybe you even stay in your apartment or whatever
[04:32.880 --> 04:37.240]  But yeah, you're losing your end of your college life
[04:37.240 --> 04:41.520]  And by the time things get back to normal if you know, whatever that normal is
[04:42.400 --> 04:48.960]  You're out of there presumably and you may not even get a graduation ceremony, right? Like I think almost certainly not right
[04:48.960 --> 04:54.680]  I mean, it's yeah, I mean unless they do like a makeup and it's never gonna be the same right? Although it's funny
[04:55.840 --> 04:58.800]  Because we always have to talk about sports at least a little bit to offend people
[04:59.880 --> 05:04.760]  One thing I read is that the NCAA is actually thinking of restoring some eligibility to some athletes
[05:04.840 --> 05:09.240]  Which is an interesting idea that maybe some of the spring athletes, you know
[05:09.240 --> 05:12.240]  You get your four years and then you're done and you can't compete
[05:12.400 --> 05:18.320]  It's possible that some athletes who thought this was their last year are now going to be granted another year and then come back and compete
[05:18.320 --> 05:24.280]  Next year again, which would be I think that that is the thing that they absolutely should do because
[05:24.920 --> 05:30.360]  For some of these people like this is you know, they've lost their chance and they're not gonna get it back
[05:30.360 --> 05:35.120]  But maybe they'll get you know, another another year to do some of this stuff
[05:35.120 --> 05:39.360]  but because I've been thinking about that for for Jamie about like I
[05:39.880 --> 05:43.220]  Mean, I assume she's gonna keep taking her courses in the spring
[05:43.220 --> 05:49.720]  Even if they end up being all online you could just opt out but then you're a quarter behind of everybody else
[05:49.720 --> 05:53.780]  And who knows the the online courses might be easier. All right
[05:53.780 --> 05:57.720]  I don't know we who knows but it's just disruptive and yeah
[05:57.720 --> 06:02.720]  If you're see your senior year and you're rolling through and you're this is your last hurrah, and then there's no hurrah like that's it
[06:03.560 --> 06:07.280]  School feel bad for them K through 12 schools are canceled
[06:07.280 --> 06:13.000]  Yeah, I believe two weeks here in power, Pennsylvania
[06:13.000 --> 06:18.460]  Not even Philadelphia just don't statewide. My sons are also your sons at the same age
[06:18.460 --> 06:21.280]  It's it's two weeks, but we look at it more like guys
[06:21.280 --> 06:24.360]  There's I mean it's gonna be a month at least and probably more than that
[06:24.360 --> 06:28.560]  And it might even be the rest of the school year like but they're just they're not gonna commit to that yet
[06:28.560 --> 06:32.860]  But it's who knows so so my son Jonas came home
[06:33.240 --> 06:36.600]  Friday and I thought he had a really unique perspective on it
[06:36.600 --> 06:39.720]  I mean it was obviously a major topic of conversation
[06:40.480 --> 06:41.840]  with his
[06:41.840 --> 06:47.500]  You know the whole school and in fact, so he they announced it on Thursday
[06:47.500 --> 06:52.320]  But they said but we're still gonna have school Friday, but it was a totally different schedule
[06:52.320 --> 06:52.920]  I don't know
[06:52.920 --> 06:58.820]  I mean I was it what they did is they rejiggered the schedule so that every kid would have every class on Friday
[06:59.160 --> 07:00.480]  Right whether it was you know
[07:00.480 --> 07:06.520]  Usually only on Tuesdays or whatever so that every teacher could get some time with the kids to say here's our plan
[07:06.800 --> 07:11.840]  Going forward for what we're gonna do with the remote education. It seemed like a good idea
[07:11.840 --> 07:14.360]  We're announcing this a day early everybody come in
[07:14.360 --> 07:19.160]  we're gonna have a one day with like 30 minute classes with each teacher blah blah blah, but they obviously had a lot of time to
[07:19.160 --> 07:21.160]  talk about it and
[07:21.640 --> 07:24.720]  Jonas came home and said him amongst him and his pals and
[07:24.720 --> 07:29.680]  His Latin teacher who's seems I've met with
[07:31.080 --> 07:35.580]  One of the parent-teacher things and did seem like a very clever fellow
[07:36.880 --> 07:40.040]  Or of the opinion that they're they're not coming back
[07:40.520 --> 07:42.420]  and I
[07:42.420 --> 07:47.780]  thought it was a really interesting perspective because it seemed it wasn't like like a
[07:49.120 --> 07:52.280]  We're done with school for the year it I thought it was
[07:52.280 --> 07:57.200]  It just talking to him about why they thought it it was very much informed by
[07:57.720 --> 08:02.520]  Their lack of preconceptions, you know that they're only you know, 15 16 years old
[08:03.200 --> 08:07.960]  Whereas I'm you know 47 and the way the world works is when something goes wrong at school
[08:07.960 --> 08:13.400]  They get the kids back in school as soon as possible, you know, you know, there's big snowfall on the roof collapses
[08:13.400 --> 08:19.060]  You know, well, they fix the roof and ten days later. The kids are back in school or there's a fire or something
[08:19.060 --> 08:23.660]  You know, well, we're gonna you know, nobody comes to school for a week because you know
[08:23.660 --> 08:26.020]  We've got to fix this water damage from the fire
[08:26.620 --> 08:28.320]  Then you come back to school
[08:28.320 --> 08:35.380]  Whereas without the preconception of this doesn't happen that schools close in mid-march and the school year is just over
[08:36.180 --> 08:38.180]  when you look at
[08:38.580 --> 08:43.140]  What's likely ahead it does seem likely like the gist was they you know
[08:43.140 --> 08:49.100]  They were like at a whiteboard and they were like, you know, the the peak is obviously gonna come peak infections
[08:49.100 --> 08:55.060]  It's obviously gonna come in mid-april to end of April and if that's the peak how you know
[08:55.060 --> 08:58.820]  Isn't it? It's not gonna fall off a cliff. It's gonna taper off like how
[08:59.940 --> 09:05.840]  You know and if wherever we are on the curve, however, you know, however close putting hundreds of
[09:06.580 --> 09:11.780]  Teenagers together and having 30 in a room and all of that. It's just like that's the last thing you want to be doing
[09:11.780 --> 09:13.780]  All right. It just seems like
[09:14.140 --> 09:17.740]  Really wishful thinking to announce. This is as a two weeks thing
[09:17.740 --> 09:22.660]  I thought it was really telling last night when the Vegas it's very strange to me
[09:22.660 --> 09:27.900]  I predicted last night that the Caesars ones would follow so the win and encore in Las Vegas
[09:28.700 --> 09:34.300]  Which are just two but they're big and right and you know top tier
[09:34.900 --> 09:37.580]  Announced that they were going to shut down tomorrow Tuesday
[09:38.300 --> 09:39.940]  and
[09:39.940 --> 09:42.300]  The end of a lot all the Bellagio ones, right?
[09:42.300 --> 09:42.580]  Yep
[09:42.580 --> 09:47.020]  all the Bellazzi MGM group the Bellagio once followed about an hour later and
[09:47.300 --> 09:53.980]  Then all the other ones every other property on this strip that you've ever heard of is in the Caesars Palace group
[09:53.980 --> 10:00.580]  And I just assumed that they would follow and I was like read checking this afternoon and apparently not but they're yet
[10:00.580 --> 10:02.580]  They're laying off employees
[10:02.580 --> 10:07.580]  It's very strange. I mean, I don't know if they're gonna I don't know how long they think they can ride this out
[10:07.580 --> 10:11.740]  But it seems like a bad idea to me. Yeah, you just threw throughout this, you know
[10:11.740 --> 10:17.860]  And I keep coming back to like the stages of grief that there's that there's kind of denial and bargaining and there's finally acceptance
[10:17.860 --> 10:23.740]  And and I've seen that here that when you don't have a plan written down that is here is our global pandemic plan
[10:23.740 --> 10:29.580]  Which nobody really has I mean there are some almost nobody has you end up in this sort of like well
[10:29.780 --> 10:33.780]  Maybe we can ride it out and then you can see the steps like and then the next one is well
[10:33.780 --> 10:35.900]  Maybe we'll change a little bit and then realize well
[10:35.900 --> 10:40.900]  We're gonna have to change for a little while and then finally you get to the point where it where you realize now we need
[10:40.900 --> 10:44.380]  to shut everything down and we just need to all sit here for a couple of months and
[10:45.380 --> 10:52.220]  And but it takes time because like I mean how disruptive is it to say we're not gonna do the NCAA basketball tournament
[10:52.460 --> 10:56.660]  They were like we'll play it in front of empty crowds and then finally the next literally the next day
[10:56.660 --> 10:58.660]  They're like, no, we're not gonna play right next day
[10:58.700 --> 11:04.420]  Well, and then I read I was reading the Las Vegas Review-Journal this morning and they had these amazing photos and they're like, okay
[11:04.420 --> 11:10.260]  Yes, it's eight thirty nine o'clock in the morning on a Monday and the strip is never busy at nine in the morning on a
[11:10.260 --> 11:16.460]  Monday, but it's not like this and it is like, you know, it's like scenes that
[11:17.020 --> 11:19.020]  ILM would have to put together, you know
[11:19.620 --> 11:23.300]  See the no cars on the Vegas Strip. It's just insane
[11:23.300 --> 11:26.700]  And but then the reporter was like, you know then but you know
[11:26.700 --> 11:32.980]  How so Harris is one that's still within the Caesars group and they were like Harris was mostly empty except for six players
[11:32.980 --> 11:37.980]  Crowded around a craps table and I'm like, look I like to play craps
[11:37.980 --> 11:44.340]  I like to gamble but in addition to the fact number one all of the table games involve chips going back and forth, right?
[11:44.780 --> 11:49.420]  Like I put out a chip the dealer takes the chip you get paid and you get in chips
[11:49.420 --> 11:54.220]  Yeah, there's a lot of touching the chips there but craps craps is literally passing dice
[11:55.900 --> 11:57.900]  Everybody gets a turn to throw them like
[11:57.900 --> 12:04.300]  Oh my god, I had to go I had to go to CVS today and pick something up and even with Apple Pay and we'll get
[12:04.300 --> 12:09.980]  We can get to this later, but Apple Pay is pretty cool in a in a hey watch what you touch situation, right?
[12:09.980 --> 12:15.620]  Like it's always seemed kind of cool that there's no touching involved, but now it seems
[12:16.220 --> 12:17.740]  magic
[12:17.740 --> 12:22.820]  But at it because it was a prescription pickup I had to sign for it and guess what I had to sign with
[12:22.820 --> 12:29.740]  that one of those one of those plastic pens attached to the thing and I felt like I've I
[12:29.740 --> 12:32.460]  Almost turned into Larry David. I was just like
[12:34.460 --> 12:39.100]  I signed I signed and then I just kept my right hand up
[12:39.100 --> 12:44.060]  I actually had to use my left hand to put my phone back in my right pocket and I just kept my and
[12:44.380 --> 12:48.140]  Of all the stores of all the stores in Philadelphia
[12:48.140 --> 12:52.540]  Which is the one store that doesn't have free hand sanitizer at the entrance?
[12:53.020 --> 12:54.860]  CVS
[12:54.860 --> 12:59.620]  How is that possible that a pharmacy does not have free hand sanitizer?
[12:59.900 --> 13:05.900]  But I knew that there's a little grocer a great little family-owned grocery store right around the corner de Bruno Brothers
[13:06.620 --> 13:11.020]  Which is doing a fantastic job in all of this absolutely fantastic job
[13:11.020 --> 13:15.020]  I knew it so I just I'm like walking around with my right hand up in the air
[13:15.020 --> 13:21.220]  Going a block and a half. Yeah to get and I I like went over there after using that pen hand sanitized
[13:21.740 --> 13:23.260]  before I
[13:23.260 --> 13:29.500]  Hand sanitize I did like a pre hand sanitizer hand sanitizer watch cuz I feel like that pen
[13:29.500 --> 13:33.820]  I mean, I was like, how how are you making people use this pen? This is I
[13:34.340 --> 13:37.460]  Went to Whole Foods a couple of days ago
[13:37.460 --> 13:42.700]  And I like brought my own bag put all the stuff in the bag dumped it out at the cashier
[13:42.700 --> 13:49.100]  Contactless, you know Apple pay walked out. I don't need the receipt, right? Right and and I managed to do it
[13:49.100 --> 13:52.500]  And and I do wonder in the long run, you know
[13:53.020 --> 13:58.420]  We're gonna get some interesting new cultural practices out of this that that we're thinking people are gonna be like
[13:58.420 --> 14:02.580]  Why don't we reduce the amount of touching that happens? Like maybe that's a good idea
[14:02.580 --> 14:08.780]  I I think contactless payments may be one of those places where everybody's like, why did we not just completely lean into this?
[14:08.780 --> 14:09.780]  I don't want to touch anything
[14:09.780 --> 14:15.180]  I think we're all gonna get a little more conscious about all of this stuff now having lived through it
[14:15.180 --> 14:17.180]  Yeah, there's and there have been a couple of places
[14:18.900 --> 14:22.380]  That I've seen smaller places here in Philly not like I'm out much
[14:22.380 --> 14:26.460]  But I have seen places and there's even some places that have the sign in a window that we're saying
[14:28.020 --> 14:31.620]  Credit cards, please. Yeah, because they don't want cash, right?
[14:32.820 --> 14:37.180]  But I saw I was I was buying dog food today. That was my one thing
[14:37.180 --> 14:45.300]  and the lady in front of me wanted to pay with cash and she's and it's like seven dollars and seven cents and she's like
[14:45.300 --> 14:48.980]  Oh, I think I have seven cents and she's digging and everybody around
[14:48.980 --> 14:55.620]  you know in our little three yard bubbles is looking at each other like are you kidding me and she's like gets it all out and
[14:55.620 --> 15:00.420]  I'm looking at the cashier. I'm like, well, I hope you got it. Just a vat of hand sanitizer back there, buddy
[15:01.420 --> 15:06.540]  Yeah, and then and then she's she's still busy like putting all the cash in and she's like, oh my gosh
[15:06.540 --> 15:12.980]  she's still busy like putting her money away in her in her in her in her purse and I have already tapped my Apple Pay
[15:12.980 --> 15:17.700]  Picked up the 45 pounds of dog food and then walking around her to get out of there, right?
[15:19.700 --> 15:26.620]  You know what and I think that for the most part, you know, usually and the distance on Apple Pay is is you know
[15:26.620 --> 15:30.340]  Pretty generous, you know, it's one of those technologies and again
[15:30.340 --> 15:34.340]  I never really thought about it a lot until this last week
[15:34.340 --> 15:36.340]  but it's
[15:36.780 --> 15:43.180]  The NFC distance or I think it's NFC right? Most of these terminals is the technology is NFC. Yeah, it is
[15:44.380 --> 15:49.020]  It doesn't require you to get close enough that you're worried about touching but you know
[15:49.020 --> 15:55.100]  It's not so generous that you have to worry about it happening accidentally when you're not even that close, right?
[15:55.100 --> 15:58.620]  It's it seems like the distance is just right, you know six inches
[15:58.820 --> 16:03.260]  Maybe three four inches at the closest and ping you're done
[16:03.260 --> 16:07.780]  It is just apps as a as I mean, everybody's a germaphobe at this point
[16:09.220 --> 16:14.500]  Yep, everybody should be I can't decide whether all the germaphobes are nodding like yeah
[16:14.500 --> 16:17.700]  I told you or if they were too busy like in a corner somewhere
[16:18.500 --> 16:22.340]  I mean, it can't do it. I don't know. Meanwhile, there's six guys playing craps it
[16:24.980 --> 16:26.980]  Yeah
[16:26.980 --> 16:33.380]  You gotta laugh to keep from crying sometimes. Oh my god, where do we start? What else is going on?
[16:33.380 --> 16:36.180]  What's going on in in your daily life?
[16:37.580 --> 16:39.580]  You guys bunkered in
[16:40.380 --> 16:48.100]  Yeah more so my wife works at a library full-time and they closed it over the weekend and
[16:48.740 --> 16:50.740]  Today was a staff day
[16:50.740 --> 16:58.700]  where they're supposed to come in and sort of figure out what they could do when they're not open to the public and
[16:59.220 --> 17:03.620]  By noon today. So again hours pass and things change by noon today
[17:03.620 --> 17:11.060]  We had been given all the Bay Area counties a shelter-in-place order, which is usually used for things like toxic gas leaks
[17:11.620 --> 17:13.620]  Basically said no non-essential
[17:14.260 --> 17:17.780]  Movement so, you know the in other words she's gonna be home tomorrow
[17:17.780 --> 17:24.180]  There's no way that they're still gonna be in the library unless the city government decides. The library is an essential emergency operation
[17:24.180 --> 17:31.140]  Which seems unlikely and so then we'll all be you know, we'll all be in here just locked in here and for me
[17:31.140 --> 17:36.300]  It's funny because this is where I work like you and I so many of our peers already work from home
[17:36.300 --> 17:42.100]  So it's not as disruptive to us. But you know, everybody else in my family has been disrupted directly by this
[17:42.100 --> 17:44.100]  So that's you know day to day
[17:44.100 --> 17:49.860]  I don't know we're starting to figure it out now that that what does it mean that you know Jamie's home and she's doing her finals
[17:49.860 --> 17:52.580]  And what you know, what's Julian doing in terms of his?
[17:53.380 --> 17:59.380]  His high school work and what is the which teachers know how to use email and which teachers don't know how to use email
[17:59.380 --> 18:05.300]  There's a lot of that. There's some tech savvy teachers and some really not savvy teachers. And yeah, I don't know
[18:05.300 --> 18:10.420]  It's it's that's that's where we are. So it's it's weird and like you said every hour and a half
[18:10.420 --> 18:15.620]  Every day, it seems like there's something something new and different and changing about it. So I don't know
[18:15.620 --> 18:20.580]  I mean it I assume are you all just bunkered in too? Yeah bunkered in with our
[18:21.540 --> 18:28.180]  500 pounds of charcoal so we're also nice. Also, you know Jonas pointed out. I mean we're you know
[18:29.380 --> 18:32.340]  We are as of as a threesome
[18:33.220 --> 18:36.820]  Rather naturally suit. This isn't that different than what we like to do
[18:36.820 --> 18:44.660]  Like it's like when we have no family oblique other obligations like for us a nice weekend is often just
[18:45.220 --> 18:47.220]  entirely spent at home
[18:48.900 --> 18:51.780]  It it's not that different for us
[18:54.100 --> 18:56.420]  And we're not on top of each other we've got plenty of space
[18:56.980 --> 19:02.020]  I do where I've worked for home on most of my adult life and non-stop
[19:02.020 --> 19:07.140]  Since I don't know god at least
[19:07.140 --> 19:10.260]  20 years for the most part some very small exceptions. Um
[19:13.060 --> 19:20.100]  It's you know, but it's the hour by hour differences are just crazy like literally this morning so
[19:20.980 --> 19:23.620]  Sunday night or sunday yesterday
[19:24.260 --> 19:25.380]  sunday
[19:25.380 --> 19:28.500]  New york city announced that they were going to close at the end of the day
[19:28.500 --> 19:34.420]  sunday new york city announced that they were going to close all restaurants and bars other, you know
[19:34.500 --> 19:36.660]  Other than to allow for takeout and pickup
[19:37.220 --> 19:38.980]  um
[19:38.980 --> 19:41.860]  Uh and delivery I guess takeout and pickup are the same thing
[19:42.740 --> 19:43.780]  but uh
[19:43.780 --> 19:48.740]  You know delivery and takeout and then los angeles followed shortly thereafter
[19:49.220 --> 19:53.540]  Almost probably just accounting for the time difference made that decision at the right time
[19:53.540 --> 20:00.740]  The governor of ohio, which neighbors pennsylvania to the west announced that the whole state was going to close all restaurants and bars for the same
[20:00.740 --> 20:02.740]  You know same policy other than takeout
[20:03.460 --> 20:05.060]  and delivery
[20:05.060 --> 20:11.620]  And then this morning the mayor of philadelphia jim kenny said that uh, he still wanted he said he encouraged
[20:11.620 --> 20:16.820]  He was still encouraging people to go to restaurants and to tip generously. The staffs are hurting
[20:17.540 --> 20:21.700]  We can't really afford to close all these restaurants. It's you know, it's it's
[20:21.700 --> 20:23.380]  it's
[20:23.380 --> 20:24.740]  it
[20:24.740 --> 20:28.740]  His top priority was obviously the economic impact of closing restaurants
[20:28.820 --> 20:35.700]  Which again I and I know people who work, you know, I I have my friend lee owns a a bar here in philadelphia
[20:35.780 --> 20:37.380]  hop singh laundromat
[20:37.380 --> 20:38.820]  um
[20:38.820 --> 20:41.060]  I have friends in the restaurant industry
[20:41.220 --> 20:46.500]  I have a good friend matt who works up in new york in the industry and has been filling me in there
[20:47.060 --> 20:49.860]  I mean, it's just devastating restaurants. It's really devastating
[20:49.860 --> 20:55.620]  It's you know, they're just not equipped for this, you know financially to to like pay staff
[20:56.500 --> 20:58.020]  um
[20:58.020 --> 21:00.900]  I mean literally famously I mean in america at least, you know
[21:00.980 --> 21:05.540]  Waiters, most of the people a lot of the people who work in restaurants don't even have a salary that could still be paid
[21:05.540 --> 21:07.540]  They make all their money from tips
[21:07.540 --> 21:11.780]  uh doesn't work if you know the place is half empty and
[21:12.660 --> 21:16.180]  You know, there was this half measure where they were going to say well everybody you can be open
[21:16.180 --> 21:18.660]  but you have to be half capacity and it's like
[21:18.660 --> 21:22.740]  Number one that didn't seem like a great idea. It's not an airborne illness, right?
[21:22.820 --> 21:26.660]  So this is one of the things that I haven't understood about some of these responses where they're like
[21:26.660 --> 21:31.220]  Well every every if everybody is a table is six feet apart then it's okay
[21:31.380 --> 21:36.980]  But it's not me, you know measles is airborne which when you think about it, it's terrifying right that you could just walk by somebody
[21:36.980 --> 21:42.260]  You know back before there was a measles vaccine somebody had measles and you just walk by them on the sidewalk and you get measles
[21:42.260 --> 21:44.900]  You get the measles. Did you see the thread?
[21:44.900 --> 21:50.100]  um, so so you posted a link to one don shaffner thread and this is this guy who's a
[21:50.980 --> 21:53.540]  expert expert on food safety yeah, and
[21:54.100 --> 21:58.500]  You posted your post about hand washing which was really great and the idea that it does, you know
[21:58.500 --> 22:03.700]  Really warm water or cold water. It's the soap that matters right which was really good
[22:04.340 --> 22:09.460]  And then he he said hand sanitizer also is very effective against this kind of virus
[22:09.460 --> 22:12.180]  So you should also use hand sanitizer. It's super powerful
[22:12.180 --> 22:15.300]  He had a new thread today because lex friedman our buddy
[22:16.020 --> 22:18.020]  I've never heard never heard
[22:18.980 --> 22:23.300]  Um said I basically i'm worried about um, takeout being contaminated
[22:23.860 --> 22:28.180]  Oh, well, that's interesting. How does this work and don basically says and again?
[22:28.180 --> 22:33.540]  He's he's an expert although not the only expert and people have conflicting opinions, but he basically said
[22:34.180 --> 22:40.180]  It's unlikely because this is a respiratory illness which means that people are sneezing and coughing
[22:40.180 --> 22:47.080]  They're sneezing and coughing and then you breathe it in and that's how you get infected if somebody sneezed
[22:47.620 --> 22:52.500]  On your food while they were making it that would be gross and they should go home if they're sick
[22:53.220 --> 22:54.020]  but
[22:54.020 --> 23:00.340]  It's going to be in your mouth and then you swallow it and then it's uh got your stomach has a low ph
[23:00.340 --> 23:02.340]  So it's going to inactivate the virus
[23:02.500 --> 23:05.460]  um, if it gets to your intestine he says
[23:05.460 --> 23:09.700]  Um, it's a respiratory vi virus. It's not really designed to invade that way
[23:09.940 --> 23:12.420]  So it probably wouldn't work
[23:12.580 --> 23:18.340]  So basically what he says is i'm not really worried about getting the virus from food whether it's hot or cold doesn't really matter
[23:18.900 --> 23:19.860]  it's
[23:19.860 --> 23:22.420]  the because as far as we know this is about
[23:23.060 --> 23:29.300]  People coughing or sneezing and then you um either breathing that in or the the whole hand washing thing
[23:29.300 --> 23:33.380]  You know touching something that's got it on it and then bringing that up and putting it on your eye or in your mouth
[23:33.380 --> 23:39.620]  Or or something like that. So it's it's not yeah, so the vectors matter, which is why everybody keeps saying, you know
[23:40.980 --> 23:48.180]  Wash your hands don't touch your face because and keeps keep your distance and that that can do a lot to mitigate this
[23:48.420 --> 23:50.420]  and and something like
[23:50.580 --> 23:56.020]  Uh having the restaurants convert to takeout your your big risk. There is the person who's handing you the food
[23:56.660 --> 23:58.660]  And you're their biggest risk, too
[23:59.460 --> 24:01.460]  Yeah, yeah, absolutely
[24:01.460 --> 24:06.820]  Um, and I had to run a few errands today. I mean, it's at the point like today where
[24:08.900 --> 24:16.500]  I I was sort of crossing i's and dotting t's on like what do we really have to do if we want to
[24:17.540 --> 24:18.580]  Get it
[24:18.580 --> 24:23.460]  You know if we get locked in here for two weeks and again who knows this could get worse in two weeks
[24:23.460 --> 24:25.380]  We might I might you know three weeks from now
[24:25.380 --> 24:29.220]  I might think I might laugh at the thought that two weeks was a worst case scenario
[24:29.220 --> 24:31.540]  But I don't see any practical way
[24:32.260 --> 24:35.300]  That I could buy, you know, I can't get I can't buy a month of food
[24:35.300 --> 24:37.860]  I mean, I guess in theory I could but uh, you know
[24:38.500 --> 24:42.820]  I'm not prepared for that. But one of the things was I needed to go to the bank. I needed to
[24:43.700 --> 24:47.540]  uh move some money from the business to personal so we could pay some bills and and
[24:48.260 --> 24:51.860]  You know for the time going forward till the end of the month, etc
[24:51.860 --> 24:56.660]  I was just effusively. I I I you know, like I just thanked the guy at the bank
[24:56.660 --> 25:00.180]  I was like, I just want to say thanks. I'm glad you're here. You know, I appreciate you
[25:01.540 --> 25:07.060]  And I don't know I I felt a little Larry Davidist. I was like, I just want you to know when I came in
[25:07.060 --> 25:09.060]  I really sanitized the hell out of my hands
[25:10.820 --> 25:12.820]  He's like, thanks
[25:13.460 --> 25:16.420]  Those guys I don't know what's going on with their hands because they are there
[25:16.420 --> 25:19.300]  They're squirting a little Purell on their hands between everything
[25:19.300 --> 25:25.620]  They're squirting a little Purell on their hands between every single customer and it's like man that is that's that's the hard stuff
[25:28.180 --> 25:29.780]  Uh
[25:29.780 --> 25:34.580]  Yeah here it's you know, but it's been weird, you know, like so our mayor said that and that was this morning
[25:34.660 --> 25:37.940]  It was a new story this morning. Our mayor said
[25:38.420 --> 25:39.620]  uh
[25:39.620 --> 25:44.900]  You know keep going to bars and restaurants. We'll keep you know, we'll have lower seating but tip them generously
[25:44.900 --> 25:49.300]  we want to keep them open and um, like this is not the right I it's a
[25:49.780 --> 25:52.340]  Your heart's in the right place in terms of their businesses
[25:52.500 --> 25:55.540]  but this is the this is not leadership and my thought was
[25:56.100 --> 26:00.260]  Maybe he's waiting for the governor of pennsylvania to say the whole state
[26:00.820 --> 26:05.780]  Restaurants have to be shut down and then he as the mayor doesn't look like the bad guy who shut restaurants down
[26:05.940 --> 26:08.820]  I don't know but it's like, you know profiles and courage here
