[00:00.000 --> 00:02.000]  Did you watch the Yankees last night?
[02:46.000 --> 02:48.000]  Everybody has opinions.
[02:48.000 --> 02:50.000]  And, you know, he's known the product for a long time.
[02:50.000 --> 02:53.000]  But this is the first time he's come out and explicitly said, like,
[02:53.000 --> 02:56.000]  you guys should hire Jack for the CEO spot.
[02:56.000 --> 03:04.000]  And I think he does work a lot behind the scenes to kind of connect the dots and try to get the right things to happen with Twitter,
[03:04.000 --> 03:06.000]  because he really cares about it.
[03:06.000 --> 03:14.000]  But this is the first time he's actually kind of come out and said in public on Twitter, hey, you guys should hire Jack.
[03:14.000 --> 03:23.000]  And, you know, it seems like there's a whole Twitter CEO thing is such a soap opera.
[03:23.000 --> 03:30.000]  I mean, you really could not write a more soap opera style story because like a real soap opera,
[03:30.000 --> 03:46.000]  the characters don't go away. Like, they've gone through, they've gone through a bunch of CEOs and everybody who has ever been the Twitter CEO remains on the board.
[03:46.000 --> 03:51.000]  Yeah, exactly. And they come back from like, oh, no, they weren't dead.
[03:51.000 --> 03:56.000]  They were in the basement, like strapped to a gurney and, you know, a doctor was experimenting on them.
[03:56.000 --> 04:01.000]  And now, you know, your cousin is back and he's in love with you or whatever.
[04:01.000 --> 04:11.000]  So you've always got these, you know, former co-founders and CEOs on the board looking over your shoulder.
[04:11.000 --> 04:20.000]  I mean, even with Dick Costello, you know, that he's, you know, he's, I guess he is no longer the CEO.
[04:20.000 --> 04:23.000]  But he's, you know, you go right to the board.
[04:23.000 --> 04:26.000]  Yeah, he's on the board.
[04:26.000 --> 04:35.000]  I mean, I think that Twitter has a unique history in that a lot of the people that were really invested in it were not,
[04:35.000 --> 04:44.000]  they were not brought on because they were business people because there's this sort of, there's this, this twofold way of thinking about leadership in the valley.
[04:44.000 --> 04:50.000]  And depending on the investor, depending on the stage of the company, a lot of other things,
[04:50.000 --> 04:54.000]  you'll get varying opinions about what's the right thing to do as far as leadership goes.
[04:54.000 --> 05:06.000]  But there's a huge sort of cadre of people in the valley that follow and really closely adhered to this technical founder of leadership mentality, right?
[05:06.000 --> 05:18.000]  Like the person that came up with the idea and maybe even wrote some code on the original concept or even crafted the first MVP, you know, product is the person that should lead the company because they know with the best.
[05:18.000 --> 05:30.000]  They know the underlying sort of purpose that they saw behind it and they can guide that purpose through whatever permutations may come if they're in that leadership position.
[05:30.000 --> 05:38.000]  Whereas outside the valley, and even in the valley, there's some folks who are kind of coming around to this type of mentality.
[05:38.000 --> 05:43.000]  But outside the value, you often see somebody being brought in purely because they're a good CEO.
[05:43.000 --> 05:49.000]  Like they have no idea what the technical aspects of the product entail may be even at first.
[05:49.000 --> 05:51.000]  They may not even use it.
[05:51.000 --> 05:56.000]  They may barely know to exist tangentially until the CEO search starts happening or whatever.
[05:56.000 --> 05:59.000]  But then they get brought in because they're a good CEO.
[05:59.000 --> 06:01.000]  It's like a good cleanup hitter.
[06:01.000 --> 06:12.000]  You know, you don't bring them in for their fielding prowess necessarily, but you're going to bring them in to that at the end of the order or in the middle of the order to bring them back to home base.
[06:12.000 --> 06:13.000]  And that's their skill.
[06:13.000 --> 06:15.000]  They don't have the other skills.
[06:15.000 --> 06:25.000]  Eric Schmidt might be a canonical example of that in terms of why did Google bring him in for when they did?
[06:25.000 --> 06:29.000]  What was Eric Schmidt's talent?
[06:29.000 --> 06:37.000]  I think bottom line that he was seen as being a good CEO, and that's what Google at the time needed.
[06:37.000 --> 06:44.000]  And, you know, if you want to take that stance, it's hard to argue against that.
[06:44.000 --> 06:52.000]  Whatever you think of Eric Schmidt and Google, they certainly were very successful under him, and it seems to have worked well for them.
[06:52.000 --> 07:02.000]  Yeah, I mean, I think that Larry, you know, obviously taking the job back over a lot of people saw that as a sort of reclamation and resurrection of some Google missions.
[07:02.000 --> 07:12.000]  Because you'll notice that a lot of the experimental programs, you know, really took on a new life and were spun up after that happened.
[07:12.000 --> 07:16.000]  I think that there is something to be said for both.
[07:16.000 --> 07:26.000]  You know, I think that getting your financial underpinnings in order and your business plans aligned with the stuff that's going to help you grow and spend money in the long run is a huge thing.
[07:26.000 --> 07:33.000]  And with Google, there's essentially two ways to think about it. You think about Google in terms of the way it makes money, which is actually quite boring.
[07:33.000 --> 07:38.000]  Well, boring to me, but not to some, you know, some ad tech people might take offense and be like, no, they're doing all the kinds of cool stuff.
[07:38.000 --> 07:42.000]  And that's fine. But it's fairly straightforward. The way they make money is ads.
[07:42.000 --> 07:47.000]  But the way they spend their money is fascinating. It's endlessly fascinating to me.
[07:47.000 --> 07:52.000]  And so that that is like kind of the dual role that those two CEOs played, I think.
[07:52.000 --> 08:00.000]  And I think the other factor there though is that there was never any kind of drama or contention between or see at least from the outside.
[08:00.000 --> 08:05.000]  It certainly didn't seem like there was between Larry and Sergey and Eric Schmidt.
[08:05.000 --> 08:09.000]  It was a crime, you know, that they were seen as three guys who led the company.
[08:09.000 --> 08:18.000]  And, you know, the fact that they brought in a CEO didn't really steer the company away from what it was founded to do.
[08:18.000 --> 08:25.000]  And that those guys were still there and were obviously heavily influential throughout the whole period where Eric Schmidt was the CEO.
[08:25.000 --> 08:31.000]  And obviously even more influential now that Larry is the CEO.
[08:31.000 --> 08:39.000]  But, you know, so I think you could see Google sort of almost like both sides of the argument that they did well by bringing in a CEO,
[08:39.000 --> 08:47.000]  but that they also did well by keeping the founders there in a significant leadership positions.
[08:47.000 --> 08:49.000]  And yeah, I agree, I agree.
[08:49.000 --> 08:53.000]  And Twitter doesn't necessarily have that history.
[08:53.000 --> 08:56.000]  It has this kind of weird history where they bring people in.
[08:56.000 --> 09:06.000]  There's, you know, there's sort of internal contentions and fights about who really should be in charge, regardless of who actually holds the CEO spot.
[09:06.000 --> 09:20.000]  Well, there's even contention at Twitter over who the actual founder is, you know, is it was a Jack Dorsey who, or Evan Williams, you know, and I, you know, what's his name, Nick.
[09:20.000 --> 09:27.000]  Milton, what's his name, built and wrote a whole book, you know, about the trying to settle that argument.
[09:27.000 --> 09:33.000]  Right. And I think that this is a good tie into that whole, you know, what do you do?
[09:33.000 --> 09:39.000]  Who do you bring in to run a company thing like the founder or the technical founder or person knows how to run the business?
[09:39.000 --> 09:56.000]  And I think that there's something, there's an alignment there because part of Milton's book, and this is very, this is a good thing that he pointed out that I think more people should understand about the valley, is that there's this myth of the sole creator, right, of the mythical creator.
[09:56.000 --> 10:08.000]  And that's not unique to the valley. I think that a lot of companies have had this history, especially in America where we've kind of value this sort of like entrepreneurial spirit and the I found I made this thing with my hands kind of thing.
[10:08.000 --> 10:19.000]  And so you get this creator myth spun up where the story becomes less and less complex over time until eventually it's this guy made this thing.
[10:19.000 --> 10:35.000]  But in reality, if you burrow down to the roots of the thing, it's these 12 people made this thing in varying ways. This person was an influencer, this person said no to the very thing that that would have made it great and you know, whatever, right.
[10:35.000 --> 10:48.000]  You can burrow down to all the little teeny decisions that were made in the origin, but it's very, very rare to actually have a sole creator myth pan out if you burrow down to the origins of most of these companies.
[10:48.000 --> 11:02.000]  And I think Twitter is one of the things where you had people, it was such a nebulous start because it was side project of another company, which was itself kind of flailing and deciding what it wanted to do and all this stuff.
[11:02.000 --> 11:20.000]  And then you had on top of that, you have egos and you have people who are obviously incredibly talented, but also eloquent and you know have a passion for it and it wasn't just a, oh, who made it so who gets the equity, it was who made it so who gets to own the creator myth.
[11:20.000 --> 11:30.000]  And I think that's almost as important as any other currency and Silicon Valley because it funds future ventures and your ability to get funding for future companies and that sort of thing.
[11:30.000 --> 11:44.000]  And I think that Jack kind of came out the winner there for a time, although people have acknowledged, you know, as efforts more and more as time goes on. And of course there are plenty of people. I mean, people forget, you know, because still it's been there 10 years.
[11:44.000 --> 11:59.000]  So it's just not a guy who kind of came out of nowhere. And I think that there is a big difference between, I think he got short shrift a lot. And I think he was kind of handed a bag of bones and asked to do things that weren't necessarily possible.
[11:59.000 --> 12:14.000]  And not claiming insider knowledge on any of this that just, you know, observation and discussion with people and all this stuff over time. It seems like, you know, nobody ever told me, oh, Dick of Soul is a jerk or Dick of Soul doesn't know what he's doing.
[12:14.000 --> 12:27.000]  Like, I never ever heard that in my history of reporting on Twitter. And it was, you know, oh, the product is all over the place and they can't decide what to do and this and that the other thing, which that there's a more, you know, variety of things that could be a reason for that.
[12:27.000 --> 12:45.000]  I always come back to, I just really think that there's a history and it's natural. I don't even know how it could be avoided, but that with investors when some company has unbelievable success.
[12:45.000 --> 13:00.000]  I mean, just, you know, like if you got in, you know, boom that you've, you know, the stock explodes and you make tons of money. And a company starts, you know, making enormous profits and it's, you know, who draws all around.
[13:00.000 --> 13:17.000]  The investors see want to look for somebody else and say, you should do what they did. And, you know, I always, you know, apples at company that I, you know, I'm intimately familiar with. And that to me was 20 years ago, this whole argument of, you got to stop, you got to get out of the hardware game,
[13:17.000 --> 13:28.000]  you're a software company, you should license your OS because, you know, which was more or less, you should just do what Microsoft does because Microsoft was extraordinarily successful.
[13:28.000 --> 13:37.000]  And it was too late at a certain point from an investor standpoint, it was too late to make lots of money on Microsoft because they'd already gotten huge.
[13:37.000 --> 13:55.000]  So why not, you know, get into Apple and have Apple do what they did. Even though that doesn't make any sense, it would not make any sense for, you know, doing what these people were saying wouldn't actually lead to the result of Apple having become a Microsoft style success.
[13:55.000 --> 14:05.000]  And in fact, when they dipped their toes in it, it was a disaster with the cloning and licensing and stuff like that. It made a bad situation worse.
[14:05.000 --> 14:14.000]  There's interesting to do. And to me, that's, anyway, where I'm going with that is to me, Twitter is Apple and Facebook is Microsoft in that argument today.
[14:14.000 --> 14:27.000]  Yeah, yeah, yeah. And I definitely think you're right there. I mean, I think there's plenty of people that are looking at both companies have made faints towards duplicating and or cloning certain features of each other.
[14:27.000 --> 14:33.000]  And for the most part, those don't pan out well because they don't align, you know, with the company, the core of what the company is.
[14:33.000 --> 14:49.000]  I'll let me, I'll text you this, you can, you can pull it up, but there's this Dilbert cartoon that that, excuse me, I got a little bit of a coffee, I apologize, but that I found tweeted into my feed that I was so so germane to this.
[14:49.000 --> 15:04.000]  It's from 2012, but the first, first panel, it's the boss, you get Dilbert and the dog and the boss, right? And the dog is the consultant and the boss says, I hired a management consultant to teach us something he calls backwards causation and Dilbert sitting there looking at him.
[15:04.000 --> 15:13.000]  And the second panel, the dog is the consultant always says, I studied the most successful companies, if you imitate them, you'll feel as if you have a strategy.
[15:13.000 --> 15:21.000]  And he's all number one sponsor golf tournament, so you see who can meet celebrities and the boss is all profits, here we come.
[15:21.000 --> 15:31.000]  And in that like, yeah, it's, it's the funny aside, but it really is so true. You get a lot of these things where people go, this was successful, so you should imitate this.
[15:31.000 --> 15:40.000]  And they don't ask, you know, why was it successful or why was it successful in that particular area? I think that's a big thing.
[15:40.000 --> 15:55.000]  It's a good comic. The third panel is obviously the joke and it is kind of funny, but it's the second panel that sets up the joke that's actually sort of the insight into the bad strategy of a lot of companies, right?
[15:55.000 --> 16:01.000]  Because it's true. It's the, it's funny because it's true. If you imitate them, you'll feel as if you have a strategy.
[16:01.000 --> 16:11.000]  It's much easier than doing the hard thinking about what the soul of your company is and how to expand that, you know, goal without giving up that soul.
[16:11.000 --> 16:20.000]  That's a much, much more difficult conversation to have than, you know, this, this was really cool, why don't we test that out, A, B test it, see if it works.
[16:20.000 --> 16:24.000]  And if it works, great, if it doesn't, we'll just try something some other company did.
[16:24.000 --> 16:38.000]  This, this to me is the bad hand that Dick Costello was dealt when he took over was that he was coming into a world where Facebook was heading towards an IPO, their IPO was successful.
[16:38.000 --> 16:53.000]  They did have done a tremendous job. This is Facebook, tremendous job pivoting to go from being a web company to a mobile company, including not just with usage, including making money.
[16:53.000 --> 17:02.000]  I think they're, I'm, you probably know, I almost certain, no, I just read that they now make more money on mobile than they do from desktop.
[17:02.000 --> 17:08.000]  I believe so, yes, don't believe so. If not, if not, it's a huge amount. And they turn it around like overnight.
[17:08.000 --> 17:18.000]  And the trend, but really quickly, you know, if they haven't quite passed it yet, the trend lines are clear that it's either just happened that early, you know, I can the last quarter or it's going to happen.
[17:18.000 --> 17:28.000]  And the trend line is absolutely set that they're going to make more money on mobile, which is exactly make sense because people are using mobile more. So it makes sense.
[17:28.000 --> 17:38.000]  So that's, they've done great. And they have this unbelievable size of users, you know, they've got, I don't know, over a billion active users around the world and it's growing.
[17:38.000 --> 17:55.000]  65% by the way, 65% or 66% of their total revenue from mobile. Right. So it's past last year. Right. And it's only, and it's, and it's going to keep going. I think I think it's going to go up to 70, 75, 80.
[17:55.000 --> 18:07.000]  You know, unbelievable user base, lots of profits. It's not even, you know, like, oh, but, you know, they're hopefully, you know, they've got all the users and they've got all the revenue eventually they'll make a profit. No, they've already got the profit. It's a great business.
[18:07.000 --> 18:19.000]  And Twitter came of age in the shadow of Facebook and, you know, everybody made out with Facebook and then Twitter is sort of like Facebook in a general sense. It's a social network.
[18:19.000 --> 18:24.000]  Right. It's, you know, yeah, one could argue that it's actually a different thing.
[18:24.000 --> 18:37.000]  I think you definitely could. But yeah, it falls in that bucket. You know, it's certainly more similar than, you know, you could say it's apples to oranges, but it's not like comparing apples to, you know, a paintbrush.
[18:37.000 --> 18:38.000]  Right.
[18:38.000 --> 18:51.000]  It's clearly, you know, they're in the same section of the grocery store. And, you know, and so therefore it was, well, you Twitter should be as successful measured in those ways.
[18:51.000 --> 19:07.000]  You know, stock price, revenue, profits, users, active users as Facebook and I, and I think the fundamental truth is that Facebook, the nature of Facebook is more compelling to more people, just regular people than Twitter.
[19:07.000 --> 19:15.000]  I think Twitter is a phenomenal idea. I honestly, to me, it has changed my life. I honestly cannot can't even imagine.
[19:15.000 --> 19:25.000]  It's hard for me to remember, you know, what it was like before Twitter. And to me, it's always very funny to think about it because it, it Twitter and the iPhone more or less came out around the same time.
[19:25.000 --> 19:33.000]  I signed up for Twitter in late 2006 and really kind of, you know, dug into it throughout 2007, which was the year the iPhone came out.
[19:33.000 --> 19:41.000]  And so it's, you know, my life pre 2007, I remember it, but it seems, you don't have a log of it for sure.
[19:41.000 --> 20:01.000]  It seems unimaginable, though. It really does. Even just how I did during Fireball seems very strange to me because an enormous part of writing during Fireball to me is what I do on my iPhone and a lot of what I do on my iPhone is Twitter, in terms of just finding links and getting feedback and stuff like that.
[20:01.000 --> 20:14.000]  And I think it's a tremendous product. I just don't think, fundamentally, though, it's not as compelling to the mass market as Facebook. And yet the demand was there from investors for it to be.
[20:14.000 --> 20:28.000]  And they've twisted and contorted it to sort of make it as Facebooky as they can while still being true to what Twitter is. And it to me, it's just they've just perverted what Twitter should be.
[20:28.000 --> 20:49.000]  Yeah. I mean, I think there's a, there's a couple ways to look at that. I understand that argument and I agree with it for the most part, but I think that there are ways to look at Twitter as a product that actually allows you to serve both of those concepts, serve the Twitter concept, which is sort of a real time pillar of the internet.
[20:49.000 --> 21:03.000]  You don't, you don't delete Twitter from the internet now. If Twitter today, if like ever the company disappeared, just some massive fold, like it turns out it was a Ponzi scheme and everybody in it is broke and there's no money anywhere and whatever, right?
[21:03.000 --> 21:14.000]  And every share is worth one cent and everybody caches out and it whatever, you know, there's the buildings empty tomorrow. Something else would feel that void, right?
[21:14.000 --> 21:23.000]  So we did not understand we needed out of the internet until it existed. And now that we know that it exists, it's impossible to do without.
[21:23.000 --> 21:34.000]  So it's, it's sort of one of those, you know, the shorter, there's cat things, right? Like if you didn't never saw Twitter in the box, would you care that you didn't have Twitter?
[21:34.000 --> 21:55.000]  Maybe, maybe not? Probably not, right? But now that you know it exists, there's absolutely no way that the internet exists without that because that's, it's a, it's a fundamental underpinning of the way the internet works now, not necessarily that every user of the internet uses it obviously not because if so, they wouldn't have the problems that they're having.
[21:55.000 --> 22:15.000]  That real time feed influences the core internet users that drive the experience for so many other people, like news gatherers and news makers and people that understand the way the internet works and the way that the world works in ways that they need to broadcast or feel that they want a broadcast.
[22:15.000 --> 22:34.000]  I mean, if you look at like the Black Lives Matter movement and like D. Ray McKesson and like these, and these folks that are on the ground in these various cities and when those body cam videos come out and they get, they get splashed all over Twitter and get shared and then shared out to news sites.
[22:34.000 --> 22:44.000]  I mean, those movements would lack a, I mean, not that they wouldn't exist, you know, human beings are resilient, but it would definitely not have the amplification that they do.
[22:44.000 --> 22:53.000]  And Twitter, you know, the nature of Twitter. Right. Right. It is a tremendous news service. It's different. Like what Twitter does that's unique is just different and unique.
[22:53.000 --> 23:05.000]  And it just measures differently than Facebook and it might end up being, and I honestly think this is true. It might end up being less profitable than Facebook, but that doesn't mean this is, this is what I'm getting.
[23:05.000 --> 23:15.000]  But it doesn't mean that Twitter isn't popular and can't be profitable, just not profitable up to expect unreasonable expectations that have been set.
[23:15.000 --> 23:23.000]  Yeah, I think it's right in that for sure. I don't think that they're ever going to reach Facebook scale or if they do, it'll be in a way we don't even see it.
[23:23.000 --> 23:34.000]  Yeah, there was a, it's, oh my God, it's, I just brought it up, but it's covered by a get Adobe flash player thing here.
[23:34.000 --> 23:45.000]  Which we can get to soon. But anyway, it was a thing from last December where Evan Williams was asked on stage about Instagram having more active users than Twitter.
[23:45.000 --> 23:54.000]  And he said, I don't give a shit if Instagram has more users. And then went on, you know, but that obviously was got the headlines, but.
[23:54.000 --> 24:01.000]  Yeah, I think there was some context missing there, but overall, I think the sentiment is kind of accurate. That's what they need to feel.
[24:01.000 --> 24:08.000]  Here's a quote, I'll quote Evan Williams, it's not too long. Here's what he said, it's a question of breadth versus depth.
[24:08.000 --> 24:16.000]  Why is users the only thing we talk about the crazy thing Facebook has done an amazing job of establishing that as the metric for Wall Street.
[24:16.000 --> 24:20.000]  No one ever talks about what is a monthly active user.
[24:20.000 --> 24:30.000]  I believe it's the case that if you use Facebook connect, if you use an app that you logged into with Facebook connect, you're considered a Facebook user, whether or not you ever launched the Facebook app,
[24:30.000 --> 24:39.000]  or went to Facebook.com. So what does that mean? It's become so abstract to be meaningless. Something you did cause some data in their servers to be recorded for the month.
[24:39.000 --> 24:49.000]  So I think we're on the wrong path. If you think, and I think what he means by that is we're, we as an industry on the wrong path about measuring monthly active users is this thing.
[24:49.000 --> 24:59.000]  Back to Evan Williams, quote, if you think about the impact Twitter has on the world versus Instagram, it's pretty significant. It's at least apples to oranges. Twitter is what we wanted it to be.
[24:59.000 --> 25:07.000]  It's this real-time information network where everything in the world that happens on Twitter, important stuff breaks on Twitter, and world leaders have conversations on Twitter.
[25:07.000 --> 25:14.000]  If that's happening, I frankly don't give a shit if Instagram has more people looking at pretty pictures. End the quote.
[25:14.000 --> 25:23.000]  And that to me is a very compelling argument. And I hope that that, you know, the fact that Evan Williams is still on the board and, you know, is obviously has some influence.
[25:23.000 --> 25:35.000]  That it's, you know, my big fear about Twitter is that they're going to bring in somebody who is going to destroy what Twitter is good for in a vein attempt to emulate Facebook.
[25:35.000 --> 25:43.000]  Right. Yeah. Yeah. I mean, I think that there is a solution. And I'm no, you know, I'm just a dude who writes about things to me in a net, right?
[25:43.000 --> 25:48.000]  So this is easy for me to say and hard for anybody else to do. But I think that there is a solution.
[25:48.000 --> 25:55.000]  That solution is to treat logged in Twitter and logged out Twitter as to separate products. And I think that they are starting to do that a little bit.
[25:55.000 --> 26:06.000]  They've launched some things that are fainting at that. But I also feel that they haven't had a unified product strategy that they've been able to stick to for longer than a couple of quarters in quite some time.
[26:06.000 --> 26:12.000]  So it's going to take a while to see if this pans out and whoever they bring in for leadership is going to need to feel the same way.
[26:12.000 --> 26:19.000]  It's like bringing in a new librarian, right? And that new librarian is going to feel the same way about the way the catalog works. Otherwise we're going to end up with a mess again.
[26:19.000 --> 26:29.000]  But logged in Twitter is a place for creators. It's a place for people that make and do and see and speak.
[26:29.000 --> 26:47.000]  And logged out Twitter is for consumers. It's a place for people like to consume and see the things that people make and take in the things that people say and hopefully grow smarter or grow more enlightened or just be entertained or whatever.
[26:47.000 --> 27:01.000]  And it doesn't matter whether it's Drake laying down a diss track against Meek Mill and tweeting it out or whether it's the Iran deal and that's breaking. And either one, there's bliss in either one.
[27:01.000 --> 27:16.000]  And that ability to treat them as different things, different entities and hold those two ideas in their hand at the same time and service those two audiences is going to be key to whether or not they make a success at scale at a large large scale.
[27:16.000 --> 27:24.000]  Do you, I'm sure that you do, but I'm guessing a lot of people who listen don't, but do you follow magic rex.
[27:24.000 --> 27:32.000]  Yeah. So magic rex for anybody who doesn't know it's the the account is actually broke the story about an existing.
[27:32.000 --> 27:34.000]  There you go.
[27:34.000 --> 27:49.000]  All right, then, then you probably do know about it. So magic rex or then you tell me what magic rex is the user account is m a g i c capital R e c s like as in rex like recommendations are e c s.
[27:49.000 --> 27:52.000]  Right. So magic rex was the long story short magic.
[27:52.000 --> 28:04.000]  It was an experiment done by the experimental division at Twitter. It's kind of a handful of people that do, you know, some of them have left since and I think it still exists, but they do experiments with Twitter data.
[28:04.000 --> 28:11.000]  And some of that existed to sort of surface good content. They're like, hey, how would we tell somebody if there's somebody worth following.
[28:11.000 --> 28:16.000]  And you know, you could say, oh, well, this person just gave a bunch of followers, but that doesn't tell the whole story.
[28:16.000 --> 28:35.000]  You need to be important to you personally. Why else would you want to follow them? So they came up with this idea to create a Twitter account at first as an experiment that Twitter account would then funnel in the context of your followers.
[28:35.000 --> 28:49.000]  And it says, oh, if John, Sally and Jane in your network, all of this person, you might want to follow them too. So it sends you a DM and it says, hey, John, Sally and Jane just followed this person along with, you know, nine other people.
[28:49.000 --> 29:00.000]  So you might want to follow them and you can follow them. You could click on the account. I often go in there and like, who, you know, why did they follow this person and you're like, oh, they just got hired by this publication, right, that makes sense.
[29:00.000 --> 29:14.000]  And they also ran started running an experiment in the same manner on tweets. So if somebody tweeted something that was favored it by a bunch of people in your network, people you follow or people you interact with regularly, it would then surface that tweet for you.
[29:14.000 --> 29:22.000]  Say, look, seven people you know, favored at this tweet, probably something you want to look at. So that was the genesis of the experiment.
[29:22.000 --> 29:37.000]  I find it to be extraordinarily successful. So you follow, I get DMs from the magic rex account. And I'm just checking right here. It looks like I got 10 in the last month. So it certainly doesn't badger me.
[29:37.000 --> 29:44.000]  It looks like, you know, at least in the last month, I've gotten one every three days. And they're all good.
[29:44.000 --> 29:58.000]  There's a bunch of them this month have been about favor did tweets. And most of them, you know, sometimes they're ones that I've actually seen. Or it's about a thing that I know about, but most of them weren't.
[29:58.000 --> 30:13.000]  And they were all worth looking at like remarkably useful for some kind of AI bot in terms of that. And like you said, there's a bunch that are like somebody some new account is just followed by, you know, somebody.
[30:13.000 --> 30:18.000]  And it's also remarkable to me how quickly some of them are right.
[30:18.000 --> 30:34.000]  I actually warn my writers if we hire somebody not to follow them immediately so that I can announce that writer because if all of my writers follow them, all journalism is, it's a uniquely naval gazing and insular industry, especially on Twitter.
[30:34.000 --> 30:41.000]  So all journalists follow each other and we all talk to each other. And that sometimes distorts what we think is important, but that's a whole nother story.
[30:41.000 --> 30:52.000]  But if they all follow this writer all at once, bam, then they, it pops a magic wreck on all my competitors and they'll know that I hired them before I'm ready to announce.
[30:52.000 --> 30:54.000]  So I tell them not to follow them.
[30:54.000 --> 31:11.000]  The magic, here's one for the at edge TV account and that's a new like sort of, I actually haven't looked at it yet, but it's from the onion video.
[31:11.000 --> 31:23.000]  Yeah, it's like, you know, hipster type independent journalists on, you know, around the world and dangerous situations, but it's a parody.
[31:23.000 --> 31:38.000]  But I got a couple days ago, I got a edge at edge TV was just followed by Josh centers 11 seconds ago and at Matt and Jessica Misner, but 11 seconds after Josh centers followed them.
[31:38.000 --> 31:44.000]  And the magic wrecks account sent me a DM and said, Hey, this, you know, Josh definitely pay attention to this account.
[31:44.000 --> 31:51.000]  Right. This guy from, you know, who's the editor at tidbits now and Matt Hone and Jessica Misner.
[31:51.000 --> 31:57.000]  So three media people who I follow all followed it, you know, you might want to know. And I did, I followed it. It was worth it.
[31:57.000 --> 32:05.000]  The thing that I'm getting at though is that the data that makes magic wrecks work, the thinking and whatever information they have.
[32:05.000 --> 32:16.000]  If they could show me ads at about the same pace, show me 10 of them a month, but have them be as interesting to me as, as these are.
