[00:00.000 --> 00:02.000]  What a week what a week
[11:28.360 --> 11:35.320]  What is the encryption on the stuff that's backed up from icloud, um, like when they come but anyway the apple did
[11:35.960 --> 11:41.960]  Comply with the fbi and supplied them with access to some some asked some subset of their whatever
[11:41.960 --> 11:44.360]  It's the unencrypted part of the icloud backup
[11:44.840 --> 11:48.360]  Uh from the san bernadino shooter the reason the fbi wants the phone
[11:48.680 --> 11:52.520]  Is that there was like six weeks after the last backup to icloud. Um
[11:52.520 --> 12:00.120]  You know between the last backup and the incident and they're they're concerned and it seems like a reasonable concern that maybe there's some
[12:00.360 --> 12:03.320]  You know actionable intelligence in that interim
[12:03.880 --> 12:07.000]  But it's not like apple hasn't done what they can they're just saying here's a line
[12:07.000 --> 12:09.000]  We're not going to draw or we are going to draw
[12:09.560 --> 12:15.080]  Is there I want to read this one bit from tim cook's letter. There's a whole thing that's really good, but I really like this part
[12:16.280 --> 12:21.160]  The government is asking apple to hack our own users and under the name of the government
[12:21.160 --> 12:27.960]  users and undermine decades of security advancements that protect our customers including tens of millions of american citizens from
[12:28.260 --> 12:35.160]  sophisticated hackers and cyber criminals and here's the to me the really compelling part of this the same engineers who built
[12:35.480 --> 12:43.160]  Strong encryption into the iphone to protect our users would ironically be ordered to weaken those protections and make our users less safe
[12:43.160 --> 12:49.480]  And I to me that is really compelling I you know, if you're the an engineer at apple who works on this security stuff
[12:50.040 --> 12:53.480]  uh, you're more or less your career is devoted to uh,
[12:54.840 --> 13:02.200]  Only in one direction making things more secure for users and then to be compelled to to do the exact opposite is
[13:03.080 --> 13:06.120]  I honestly, I think it's something that some people would object to do that
[13:06.120 --> 13:11.240]  Some people would say, you know, you can court order me to do it, but i'm not going to do it and would they be right
[13:11.240 --> 13:17.320]  In some sense. I mean, maybe not legal. I'm not a lawyer. I can't say legally that they could object but certainly morally, right?
[13:19.400 --> 13:21.400]  I mean
[13:21.800 --> 13:26.600]  I I don't know where this goes. What if
[13:28.520 --> 13:31.880]  Apple is compelled to do this. What do they do?
[13:34.600 --> 13:38.200]  Well, I mean we know what's going to the supreme court either way
[13:38.200 --> 13:40.200]  I guess uh
[13:40.840 --> 13:42.360]  I honestly don't know how stuff works
[13:42.360 --> 13:48.920]  You know its way through the the supreme court though and in a case where the where the fbi might be saying, you know
[13:49.720 --> 13:54.360]  Time is of the essence. You know, we want to get this information while it's still warm, you know
[13:54.360 --> 14:00.360]  There's no point to getting it. They're not building a case one thing to note just in case anybody has forgotten the details of it
[14:00.520 --> 14:03.800]  They're not using this to build a criminal case against the san bernardino shooting
[14:03.800 --> 14:10.760]  Because they're dead, right? So it's really just trying to find actionable intelligence that might lead them to
[14:11.320 --> 14:14.840]  Discover if they had if there was anybody else involved if there's anybody else
[14:14.840 --> 14:18.840]  They know who who you know, they ought to be looking at who might be planning something in the future
[14:21.400 --> 14:27.800]  So in that case it's you know time is of the essence so I don't know I would guess it's going to though
[14:27.800 --> 14:34.760]  I mean that and then you know, I I that the fbi obviously, you know in the justice department has some sort of path to expedite
[14:35.800 --> 14:42.680]  You know a case to the supreme court, but aren't they using this more as a precedent so that they can say, okay you
[14:43.560 --> 14:49.560]  You've been ordered to do this. And by the way, we have these other five phones that we need it done on, right?
[14:49.560 --> 14:51.560]  I think I think that this is all about
[14:51.560 --> 14:57.560]  Precedent, I think it's less. I and again you can accuse me of being cynical and maybe i'm wrong
[14:57.560 --> 15:02.600]  But it it seems to me from what I know of the case that the two san bernardino suspects
[15:03.720 --> 15:08.680]  Didn't don't really seem like they were part of uh, you know a widespread
[15:09.720 --> 15:10.840]  terrorist
[15:10.840 --> 15:16.440]  Group, it wasn't like they were really part of like a al-qaeda or isis or whatever, you know other groups
[15:16.440 --> 15:21.640]  Are out there. Um that they were just two kooks, you know, and
[15:22.600 --> 15:26.600]  You know mentally ill and and poisoned by by this ideology
[15:26.600 --> 15:31.560]  But it was it doesn't really seem like they were any kind of masterminds. I mean, it wasn't really a very
[15:32.200 --> 15:33.560]  I mean, it was a terrible tragedy
[15:33.560 --> 15:38.440]  But it really seemed a little bit more bitterly personal that they went and shot up a place where they worked and they had you
[15:38.440 --> 15:41.640]  Know, you know personal beefs with the people who who shot them
[15:41.640 --> 15:47.960]  up. Um, so I I I think logically that the fbi making a big case of this isn't really about getting information
[15:47.960 --> 15:51.480]  That's going to save people, you know, and that they really need it. I think it's uh,
[15:52.040 --> 15:58.040]  I think it's about the precedent. I mean and that once you've got what if they win this and they get this
[15:58.600 --> 16:04.360]  They have a precedent that says we can come now we can use this precedent to compel tech companies
[16:04.360 --> 16:09.080]  To do this and to do this and to do this and to do this and to do this and to do this and to do this
[16:09.080 --> 16:12.120]  And now we can use this precedent to compel tech companies
[16:13.000 --> 16:16.920]  not just to give this give us information that they have access to but to
[16:17.640 --> 16:19.640]  Force them to write software
[16:19.960 --> 16:21.640]  That gives us
[16:21.640 --> 16:23.640]  The access that we want to right
[16:23.720 --> 16:27.320]  I mean and it's all sorts of there's all sorts of implications that this
[16:27.800 --> 16:33.240]  If you take this precedent is as logical that all sorts of things could happen. Could they compel apple to
[16:34.020 --> 16:36.760]  re-engineer iMessage to to uh
[16:36.760 --> 16:39.400]  To so that it's not end-to-end encrypted anymore, right?
[16:41.160 --> 16:45.480]  And the the fallout from this is endless
[16:47.560 --> 16:49.560]  Could be
[16:49.560 --> 16:52.120]  But okay, so let's look at it the other way what if apple wins
[16:53.080 --> 16:55.080]  I think that
[16:55.080 --> 17:02.360]  Nothing. I think that's you know, nothing bad happens. I I think I mean and I guess other than the fact that uh, you know, it's
[17:02.360 --> 17:06.920]  You know, it's possible that in the future case there would be one where
[17:07.640 --> 17:09.080]  um
[17:09.080 --> 17:12.680]  There's information on a phone that law enforcement has and they can't get to it
[17:12.680 --> 17:17.800]  and if they could it would be better for society, but that's you know, that sort of
[17:18.500 --> 17:20.500]  situation is
[17:22.040 --> 17:24.040]  That's the price of liberty, right
[17:24.840 --> 17:29.000]  Like you can't take I don't think you can take the absolute. I personally feel very strongly
[17:29.000 --> 17:34.040]  You can't take the absolutist position that law enforcement should be able to get anything and everything they want
[17:34.920 --> 17:38.040]  the let's say that the fbi wins and and now
[17:39.480 --> 17:45.880]  Apple has to write this software and break into the phone, but what's stopping people then just
[17:47.160 --> 17:51.560]  Not using apple's built-in things and using another form of
[17:52.200 --> 17:57.160]  App and and strong encryption, right? Do they does the fbi then need to sue?
[17:57.160 --> 18:03.480]  That company to open it up, right? That's one of the reasons that I feel I honestly feel that the fbi is
[18:04.040 --> 18:11.160]  being driven and part of this is really driven by the public statements of like fbi director komi and and others is that
[18:11.800 --> 18:13.800]  a large part of this is
[18:14.280 --> 18:18.040]  I hate to say it because i'd like to think that we'd have better people in there
[18:18.040 --> 18:25.400]  But people who generally genuinely don't understand the technology right and they don't understand that you either either everybody has
[18:25.400 --> 18:31.720]  Security through encryption or nobody does and that there is no way to have security
[18:33.240 --> 18:41.160]  And again, I and I a couple of people have emphasized this there's privacy angles on this but there's I I think the security angle is is more
[18:43.160 --> 18:49.320]  Compelling and you know, it's a look, you know, some of it's conflated but it's you know, what happens if somebody
[18:49.320 --> 18:56.120]  Steals your phone or you leave it in a cab and somebody gets it and it's it's not
[18:56.760 --> 18:59.560]  And it's relatively easier. There's some sort of known way
[19:00.440 --> 19:07.000]  To get to the contents of it. Well, there's that's genuine security problem given the information that a lot of us have on our phones
[19:07.000 --> 19:09.000]  You know financial information
[19:09.880 --> 19:13.400]  You know and the personal information, you know the photos we have and stuff like that
[19:14.440 --> 19:16.440]  It's definitely a security thing
[19:16.440 --> 19:23.720]  But I feel like that the the the FBI clearly doesn't see this properly that they're looking
[19:24.040 --> 19:26.520]  They they're somehow looking for some kind of magic solution
[19:26.520 --> 19:30.600]  But it would it would really like a law that that that crippled
[19:31.400 --> 19:37.080]  Apple's ability just to pick one company but or any US company though, but a US company to
[19:37.880 --> 19:43.400]  To not have secure encryption on these devices would really harm them in the worldwide
[19:43.400 --> 19:50.120]  Market, it truly would because there's absolutely nothing. It wouldn't keep people bad guys from having encryption
[19:50.120 --> 19:53.000]  It would only keep them from having encryption out of the box
[19:53.720 --> 19:59.160]  On on a us-made device, right? Right. Isn't that what I mean? That's more or less what you're saying, right, right?
[20:00.040 --> 20:04.040]  Yeah, and okay. So the US government wins this
[20:04.920 --> 20:09.640]  Then every other government is going to come and say yeah, we we kind of want to look at this fellas phone
[20:09.640 --> 20:15.640]  Absolutely, and you know that there's this funny thing and who knows by the time the show airs
[20:15.640 --> 20:22.280]  Maybe the times will have a separate story about it. But there was this weird thing. I linked to yesterday where it was actually
[20:24.920 --> 20:30.760]  Edward Snowden was the one whose Twitter account and he's been all over this on Twitter for obvious reasons. Um,
[20:31.720 --> 20:35.320]  But Edward Snowden noted a passage in the US
[20:35.320 --> 20:41.320]  but Edward Snowden noted a passage in a New York Times story on this that was about China and
[20:42.600 --> 20:47.640]  Like within an hour that whole segment of the article was edited out of the New York Times article and it still isn't back
[20:47.640 --> 20:51.240]  But basically here's what it said. I'll just read it. This is from a New York Times report
[20:51.480 --> 20:54.680]  China is watching the dispute closely analysts say the Chinese government
[20:55.320 --> 21:02.280]  Does take cues from the United States when it comes to encryption regulations and that it would most likely demand that multinational companies provide
[21:02.280 --> 21:10.040]  Accommodations similar to those in the United States last year Beijing backed off several proposals that would have mandated that foreign firms provide
[21:10.760 --> 21:15.800]  Providing encryption keys for devices sold in China after heavy pressure from foreign trade groups
[21:17.400 --> 21:23.320]  A push from American law enforcement agencies to unlock iPhones would embolden Beijing to demand the same
[21:25.640 --> 21:30.680]  I think it's clear. I mean in China is just one country. I mean, why wouldn't every country right and then
[21:30.680 --> 21:37.800]  What is Apple's gonna need to open up a brand new company just to deal with all of this stuff, right? I mean does
[21:38.680 --> 21:40.680]  Does Apple
[21:40.680 --> 21:43.880]  Give the software to the FBI in order to to
[21:44.760 --> 21:49.320]  Hack it themselves or does the FBI give the device to Apple and Apple does it?
[21:50.120 --> 21:57.400]  I believe from what I read of this case that FBI is offered either way that they've said whatever you want if you want to
[21:57.400 --> 22:00.120]  Give us the software and have us do it. We'll do it
[22:00.120 --> 22:03.720]  If you want us to bring the device to you and do it at your facilities, we'll do that
[22:04.280 --> 22:09.720]  They just want the code but it's a slippery slope either way. I really do think so
[22:09.720 --> 22:17.480]  I absolutely and I know that slippery slope arguments it maybe they're overused, you know overall just in our
[22:18.120 --> 22:23.960]  Debates about all sorts of stuff, but I think in this case it really is a slippery slope
[22:23.960 --> 22:30.520]  Isn't isn't the government's position that they just want this one device
[22:31.480 --> 22:35.080]  You know, that's all we want. We just want this one device, but once that's done
[22:35.880 --> 22:42.280]  There's no turning back right because that's how the law works. You know, it's you know, one case sets precedent for future cases
[22:42.280 --> 22:47.000]  Yeah, which is why Apple has to take a stand on this one and you know
[22:47.000 --> 22:53.240]  That's why I think what what the government did in choosing this case is to make sure that
[22:53.240 --> 22:55.000]  choosing this case
[22:55.000 --> 22:57.000]  Was so strategic for them
[22:57.320 --> 22:59.000]  yeah, I think
[22:59.000 --> 23:01.000]  And again, it's you know, the basic
[23:01.960 --> 23:05.560]  Just about it with you know, if you really want to talk about good guys and bad guys
[23:06.200 --> 23:08.200]  is that
[23:08.200 --> 23:14.280]  Even reasonably smart and well-organized bad guys are going to use their own encryption software
[23:14.520 --> 23:17.560]  Not that necessarily that they wrote but that they're going to you know
[23:17.560 --> 23:24.040]  It's obviously is out there and and the us can't stop the rest of the world from writing good secure
[23:24.660 --> 23:26.660]  encryption software, right
[23:26.760 --> 23:29.480]  That's they're just going to use third-party software
[23:30.040 --> 23:35.880]  If the first-party software can and maybe for reasonable reasons, maybe the smart ones already don't trust
[23:37.400 --> 23:42.520]  Anything written by apple or google or what you know any other us company and they're already doing it
[23:42.520 --> 23:49.000]  Uh and the dumb bad guys, uh, they're dumb, right?
[23:49.080 --> 23:54.680]  So why why do you need why do you need to make everybody's software insecure do your job, right?
[23:54.760 --> 23:58.680]  Like it's and I guess part of it is that there's an entitlement in the u.s
[23:58.760 --> 24:04.440]  Like law enforcement gets so in the us is is in such a privileged position
[24:06.840 --> 24:09.720]  In terms of what they get and the way that they're
[24:09.720 --> 24:15.240]  You know, they have access to so much stuff, but that they there's a sense of entitlement that not only should they be able
[24:15.240 --> 24:17.880]  To get stuff but they should be able to get whatever they want easily
[24:18.360 --> 24:24.220]  And there is you know, that's not necessarily the case if the truth is that it's a really really mathematically difficult
[24:24.840 --> 24:30.200]  Or even to the point of calling it impossible to break the encryption on a device. Well tough noogies
[24:30.280 --> 24:35.000]  You know what? I mean? You've got that's you know, you guys have a tough job. I mean, I'm not saying that glibly
[24:35.000 --> 24:41.240]  And I realize that the stakes can be high in a you know, a criminal case or in an investigation, but that's just the way it is
[24:43.240 --> 24:46.040]  It's really it's not that different than arguing
[24:47.000 --> 24:52.520]  and I go these analogies sometimes to the real world can get can get difficult, but it's like
[24:56.120 --> 25:00.280]  Sometimes people will say, you know, what how would you feel if
[25:00.280 --> 25:03.800]  if somebody kidnapped a family member and
[25:05.720 --> 25:08.920]  The police knew where they were but they couldn't break down the door
[25:10.600 --> 25:17.240]  That's a rough and it's a tough analogy because I don't think there exists like a door that the police can't break into right
[25:17.400 --> 25:22.680]  But that's sort but like what if you could make one what if what if it somebody invents a door?
[25:23.320 --> 25:26.520]  You could build a house that that the police can't break into
[25:26.520 --> 25:31.640]  Would that be illegal?
[25:31.640 --> 25:36.200]  Not with there's no law against it. Now. You'd have to pass a law specifically against it, right?
[25:36.600 --> 25:39.240]  It's just that the math is such that we've been able to make
[25:39.940 --> 25:41.940]  virtual locks
[25:42.120 --> 25:44.120]  Through encryption that are actually unbreakable
[25:47.000 --> 25:54.040]  The government of all organizations tells us to be safe and tells us to you know
[25:54.040 --> 26:01.960]  Not not necessarily encrypt everything but do everything that you can to to protect yourself and your identity and and protect all of this stuff
[26:02.280 --> 26:04.280]  But as soon as they make a back door
[26:05.160 --> 26:07.160]  Then that back door is there for everybody
[26:08.920 --> 26:12.120]  And and I don't know what they don't understand about that
[26:12.120 --> 26:16.520]  I mean you mentioned it earlier about these people not understanding the technology, but
[26:17.240 --> 26:19.240]  Do they not care that
[26:19.240 --> 26:25.000]  They're making a back door or do they really not understand that once a back door is there it's there for all well
[26:25.000 --> 26:29.400]  I'll just out to pit. You know, I mentioned Trump before I'll pick someone from the other side, but I've
[26:30.360 --> 26:34.280]  listened to Hillary Clinton talk about this several times and she heard
[26:35.480 --> 26:40.280]  Her argument is more us. We'll put enough smart people in a room and I'm sure they'll be able to come up with something
[26:41.480 --> 26:42.600]  and
[26:42.600 --> 26:46.600]  I get I genuinely think she believes that but it's that's
[26:46.600 --> 26:50.040]  there's you know what they're looking for it what they and what they claim that
[26:50.680 --> 26:56.840]  smart people at Apple and Google ought to be able to make is is something that the FBI can use and no one else can use and
[26:56.840 --> 26:58.840]  That's just not that's not possible
[26:59.640 --> 27:06.280]  and there's just we keep talking in circles about it, but there's just no way that it could happen so
[27:07.400 --> 27:11.560]  Doesn't the government have enough smart people of their own that are telling them?
[27:11.560 --> 27:17.320]  This isn't possible. I don't know. There must be at it at a certain level. Well, there must be right
[27:17.320 --> 27:20.840]  but that maybe that they're not because they're not at the you know,
[27:21.640 --> 27:28.840]  Executive ranks that they're you know, they're it's treated as well. That's your argument. You know, here's our argument
[27:30.200 --> 27:32.200]  We want the information
[27:33.080 --> 27:37.000]  And it seems to be kind of a you know, they've got the blinders on
[27:37.000 --> 27:44.440]  and they can see beyond Apple is the information they just have to get through Apple to get it. Yeah
[27:45.080 --> 27:48.520]  This all fits with something and I think Apple is not surprised by this
[27:48.520 --> 27:54.360]  I think Apple as I don't you know, I know a couple of these articles have have really put this as a
[27:55.160 --> 28:00.360]  Lynch pin of the Tim Cook era at Apple and I'm not quite sure how much that has to do with the
[28:00.360 --> 28:03.080]  difference between Tim Cook and Steve Jobs and how much it has to do with the
[28:03.080 --> 28:07.080]  difference between Tim Cook and Steve Jobs and how much it has to do with just the timing
[28:07.720 --> 28:15.080]  of you know when Jobs got ill enough to step down and Cook took over you know, which is when this
[28:15.080 --> 28:22.920]  issue became hot, you know that that you know, it it just coincides, you know that the transition
[28:22.920 --> 28:30.040]  from from Jobs to Cook coincides with when this you know, the cell phones as objects of desire
[28:30.040 --> 28:35.720]  from law enforcement really heated up. But the gist of it is I heard this years ago from a couple
