[00:00.000 --> 00:03.840]  Think you were on about two months ago. I don't know. I I'm trying to mix it up with guests
[06:02.740 --> 06:05.620]  You know that the the information that's gonna fill up
[06:06.020 --> 06:12.180]  The health app is you know gonna come from those two sources gonna come from the phones gonna come from the watch if you buy
[06:12.180 --> 06:13.920]  the watch
[06:13.920 --> 06:18.200]  But it's also to me about how you set up the next event
[06:18.980 --> 06:24.940]  Which I expected, you know sometime in October, you know as as per the previous three years
[06:25.460 --> 06:28.860]  where they'll do new I pop pads and
[06:29.540 --> 06:33.020]  Give Yosemite a proper, you know public unveiling
[06:34.620 --> 06:40.460]  Right and it would have definitely made even less less sense there I said, right you've noted I guess
[06:41.820 --> 06:43.380]  what's
[06:43.380 --> 06:46.700]  The more the thing is is like I mean, so I've had an evolved
[06:47.380 --> 06:53.600]  Position on the on the watch. I was initially quite critical thought I should much more focused and limited now
[06:53.600 --> 06:58.820]  I think it's much more ambitious than I at first realized and not only that
[06:58.820 --> 07:02.820]  I think that's probably the right move to establish the category which I'm sure we can get into in a little bit
[07:03.060 --> 07:08.660]  But but the fact that it was introduced with the phone only reinforced
[07:08.660 --> 07:12.940]  The the sense that it's that it's a companion for the phone
[07:13.100 --> 07:19.660]  But the event itself presented it that it wasn't and so like there ended up being actually I think more kind of dissonance
[07:20.020 --> 07:23.020]  Then then had it been at a separate event
[07:23.020 --> 07:25.340]  He even maybe would have been awkward at another time
[07:25.340 --> 07:32.080]  But here was just it was just kind of strange and I think it almost it muddied the message that I think they were sending
[07:32.980 --> 07:35.300]  Yeah, I think so, too, and I'm not sure
[07:35.300 --> 07:40.540]  whether that's a mistake or not, I feel like we have to wait and see how this plays out and
[07:40.900 --> 07:42.900]  It may not hurt them at all
[07:43.380 --> 07:48.140]  but I do think it was the as the time goes by and I
[07:48.900 --> 07:54.740]  Want to talk about this because I think it's been an interesting three weeks where no new information has actually come out, right?
[07:54.740 --> 08:00.060]  I mean all we don't have any more information than what Apple told us and published on apple.com on
[08:00.060 --> 08:04.540]  on Tuesday, September 9th, but I feel like a lot of us have
[08:07.260 --> 08:09.260]  Our understanding and
[08:09.860 --> 08:17.500]  Expectations for the watch have changed significantly, you know yours publicly, you know from what you wrote initially to what you've published this week
[08:18.420 --> 08:23.420]  And mine too, even you know, even since from what I wrote a week after the event
[08:23.420 --> 08:29.220]  You know and I was listening to I know there's another one that just came out today before
[08:29.220 --> 08:33.100]  I didn't get to listen to but I was listening to the last week's episode of
[08:33.900 --> 08:36.700]  ATP and I thought that if you know
[08:36.700 --> 08:42.060]  I'd assume that most people who listen to this show or there's a large overlap between the audiences
[08:42.060 --> 08:46.380]  But if you you know are only an occasional ATP listener episode 83
[08:46.820 --> 08:51.260]  Was a really good one for the watch because it was to me
[08:51.260 --> 08:53.940]  It was ATP at its best where the the three of them
[08:54.940 --> 08:57.780]  Were not in agreement and then in a lot of ways
[08:57.980 --> 09:02.820]  No, no two of them were in agreement on a lot of the issues surrounding the watch, right?
[09:03.980 --> 09:07.100]  which I you know made for a great discussion and they they
[09:08.060 --> 09:13.220]  worked their way into and out of a whole bunch of the problems surrounding the watch and
[09:13.820 --> 09:15.820]  And their understanding of it
[09:16.180 --> 09:18.340]  So that was a good one. And there's a couple of points
[09:18.340 --> 09:21.260]  I thought of listening to it just that I want to talk to you about
[09:22.060 --> 09:24.060]  No, I agree. It was a great one. Um
[09:25.140 --> 09:30.780]  Especially totally inside baseball when when Casey took on Marco was was the highlight
[09:30.780 --> 09:35.580]  Yeah, that was the irony of it was that I've dubbed the three the one who I agreed with the most was Casey
[09:35.580 --> 09:41.340]  I think Casey Casey got it in a way that I'd feel like the other two didn't
[09:41.340 --> 09:48.220]  Yeah, no, I I agree. Um, I mean we're basically Marco was was saying how could you make an expensive item and Casey pointed out?
[09:48.220 --> 09:50.660]  That Marco drives, you know a custom imported m5
[09:52.140 --> 09:54.540]  Which which I think is is spot-on
[09:54.540 --> 10:00.780]  I mean we we go I know both you and I have gone back to the car analogy on multiple occasions
[10:01.140 --> 10:06.940]  Just because it's it's it's such a great one. Like it makes it makes so much sense. Like there is no
[10:06.940 --> 10:12.540]  Quote-unquote reason for a BMW to exist. There's no reason to drive an m5 on u.s. Highways
[10:13.660 --> 10:20.820]  But people do it and they do it because it's it's giving them benefits beyond like the technology underneath it
[10:20.820 --> 10:25.500]  It's it's it's it's about it's more about utility. It's funny. Like I just mentioned the Jeter thing
[10:25.500 --> 10:28.500]  I would imagine this is your argument for why?
[10:29.140 --> 10:32.460]  People like Keith Olbermann are wrong to criticize Jeter just on stats
[10:32.460 --> 10:37.860]  I would I might let me put words in your mouth. Like there's a contention that there's more going on here than just
[10:38.380 --> 10:43.460]  What you can count with numbers and it's absolutely the same sort of thing with any product
[10:43.460 --> 10:47.740]  But particularly with something that you're that you're wearing that you're displaying to the world
[10:47.740 --> 10:52.820]  There's so much more that goes into it than the actual technical utility of what it does or what it does not do
[10:53.580 --> 10:57.780]  This is such a classic talk show because it keeps coming back to Jeter any Yankees
[10:57.780 --> 11:00.940]  But I do so I don't want to judge we have so much to do
[11:00.940 --> 11:05.580]  So I don't want to judge we have so much to watch them to talk about and I know that there's a bunch of you
[11:05.580 --> 11:09.980]  Out there who listen to who and the sports stuff comes up you guys start like looking for fast-forward button
[11:09.980 --> 11:16.780]  So I'm not gonna go sporty sports on it. But the gist of it is so Keith Olbermann. Is it I like him?
[11:16.780 --> 11:18.060]  I'm a huge fan of his work
[11:18.060 --> 11:19.180]  He's but he's you know
[11:19.180 --> 11:25.380]  Not really a straight news guy and maybe never really was but he's more of like the the TV equivalent of a sports columnist
[11:25.380 --> 11:31.160]  He's an opinion guy and he had a rant on his show on ESPN last week
[11:32.860 --> 11:35.780]  More or less saying no Derek Jeter is you know, maybe a fine guy
[11:35.780 --> 11:40.060]  But he's not one of the greatest players who's ever played the game and everybody keeps going on and on about how
[11:40.300 --> 11:47.480]  one of the all-time greats is retiring and that is not and I you know not to put words in his mouth but his
[11:47.620 --> 11:53.140]  Argument came down to look his stats. Just his stats are very very good, but they are not all-time great and
[11:53.140 --> 11:55.420]  I to me it's exactly
[11:56.420 --> 12:02.380]  Like the people like the Android people who everything is about specs, you know
[12:02.380 --> 12:07.820]  And it's had the a8 isn't that great because geez, it's still only dual core
[12:08.180 --> 12:14.100]  We've been you know, every every top flight Android phone has been quad core since whenever you know
[12:14.100 --> 12:19.500]  they're up at 2 gigahertz and Apple's still down clocking them to one point whatever gigahertz and
[12:19.500 --> 12:22.540]  You know only 1 gigabyte of RAM
[12:22.540 --> 12:27.340]  They've been on you know and on and on spec wise and it's like if that's if you want to judge the iPhone
[12:27.660 --> 12:34.620]  Compared to the HTC one or Samsung's galaxy node or the galaxy alpha whatever it came out today
[12:35.980 --> 12:37.900]  based on a
[12:37.900 --> 12:39.900]  that classic tech
[12:39.900 --> 12:48.620]  Review checklist style, you know, how fast is the CPU how much RAM? What is the benchmark on this or that?
[12:50.620 --> 12:52.280]  You know, you're never gonna get it
[12:52.280 --> 12:59.340]  You're not gonna get the difference between what Apple's trying to do and I think has largely succeeded year after year after you're doing
[12:59.740 --> 13:03.020]  You're not gonna get it, you know, and I you know, if that's the way your mind works
[13:03.020 --> 13:05.860]  That's why you're an Android guy, you know, and you're happy for it
[13:05.860 --> 13:09.940]  You know, I'm glad that you know Android is is as successful that it is for you
[13:09.940 --> 13:13.540]  But you you know, you're you're trying to judge the iPhone on the wrong thing and that's exactly
[13:14.340 --> 13:16.580]  Looking at Jeter that way. It's exactly the same way
[13:18.060 --> 13:22.200]  No, I agree and if I'm gonna continue the Jeter thing just for a moment
[13:22.200 --> 13:22.340]  I mean
[13:22.340 --> 13:29.300]  I think I I've I've come around on it and for the same reason and like the defense is like one thing right Jeter's widely
[13:29.300 --> 13:31.300]  criticized for his defense and according to the stats
[13:31.300 --> 13:36.700]  Rightly, so he's he's not like he always makes the routine play never makes mistakes
[13:36.700 --> 13:40.100]  But he doesn't have great range doesn't get to as many balls as he can
[13:41.420 --> 13:45.040]  Yet the most iconic Jeter play is a defensive play
[13:45.700 --> 13:53.300]  Where in the playoffs, you know best of five series the Yankees were losing 2-0 and he makes this like totally just kind of random
[13:53.300 --> 13:57.580]  Play to catch a misthrone ball and flip it to home plate and get the guy out
[13:57.700 --> 14:00.560]  Basically saving the game and saving this saving the season
[14:00.560 --> 14:02.760]  and and what
[14:03.280 --> 14:08.800]  What I like about that and yes, it's it's very cliche and it's almost too neat in some ways
[14:09.440 --> 14:11.920]  But that's Jeter's career in a nutshell I guess
[14:12.560 --> 14:14.160]  is
[14:14.160 --> 14:19.840]  In the grand scheme of things like the the defensive measures like run saved or over average or something like that
[14:19.840 --> 14:21.440]  I don't know exactly what the wording is
[14:21.440 --> 14:26.960]  But yeah, that one run was worth like a thousand runs saved in the in the regular season
[14:26.960 --> 14:31.480]  Right, and it was it was a playoff game against the Oakland A's in
[14:32.520 --> 14:38.140]  Geez, 2003. I found 2001 2001. Oh, yeah. Yeah 2001. Yeah, and the Yankees ended up
[14:38.140 --> 14:41.840]  They didn't win the World Series that year actually, but rice it was in that emotional
[14:43.200 --> 14:49.840]  The everything was pushed back a week because of 9-11 having occurred and you know that year in New York
[14:49.840 --> 14:57.480]  It was in Oakland, which is a crazy ballpark and they were down to zero and is the best of five series
[14:57.480 --> 15:01.680]  so if they lost that game they were they were done right and it's just
[15:03.080 --> 15:09.600]  Errant throw to home, you know and it missed the cutoff guy who was supposed to be the first baseman and it Jeter had no
[15:09.600 --> 15:14.600]  Reason to be there. There's no reason for a shortstop to ever be where Jeter was but he was there. He saw it
[15:14.600 --> 15:16.160]  He saw the play
[15:16.160 --> 15:21.520]  You know, yeah, it's a great example. It's an absolute great exam or look at the other two to me
[15:21.520 --> 15:27.720]  Two of the other signature plays in Jeter's career the two times that he went flying into the stands to catch foul balls
[15:28.460 --> 15:33.200]  You know, there was you know, the one time it's like his face got so busted out
[15:33.200 --> 15:36.000]  He actually had to come out of the game. His face was all you know bloody
[15:36.000 --> 15:39.040]  He looked like he'd been in a boxing match, but he made the catch, you know, I
[15:39.640 --> 15:45.200]  Don't know just he's made catches like that. You know, there's there's footage of him, you know, you can watch it
[15:45.200 --> 15:52.200]  You can you know, look it up on YouTube and see him make big game playoff catches flying headfirst into the stands
[15:53.680 --> 15:58.160]  You know, he's done it more than once most guys finished the whole career and never make a play like that
[15:58.280 --> 16:00.480]  So I totally agree. You can't measure it by stats
[16:01.000 --> 16:06.400]  This whole thing is a thing in sports in general, right? Because there's been a big statistical revolution in in sports
[16:07.560 --> 16:12.800]  Breaking things down particularly in baseball where it's actually works the best because baseball really is a one-on-one game
[16:12.800 --> 16:16.080]  it's not really a team game in some ways and
[16:17.480 --> 16:21.980]  Between the pitcher pitcher and batter and I in many respects. It's been good
[16:21.980 --> 16:29.080]  It's been good for teams teams that have adopted this approach have excelled but like any sort of
[16:30.440 --> 16:32.440]  analytical based
[16:32.720 --> 16:37.200]  Thing it gives you an advantage briefly, but it's it's cut. It's easily copied
[16:37.200 --> 16:44.040]  so now almost everyone does it and so the advantages are less much less than they were previously and
[16:44.480 --> 16:50.480]  What ends up mattering then and you see this in I think probably more basketball that which is the sport
[16:50.480 --> 16:53.040]  I follow more closely that then in baseball is
[16:54.040 --> 17:00.520]  the importance of lots of the intangible stuff like how a team works together like how how
[17:00.960 --> 17:05.560]  Shuff shifts back and forth. So you had a team, you know last year like the Spurs winning the title
[17:05.560 --> 17:11.640]  despite not being the strongest team on paper and it's because there's clearly like something else going on and
[17:12.520 --> 17:15.040]  and I think that's so much of that applies to
[17:16.280 --> 17:21.060]  If you think about technology in general previously in the 80s in the 90s
[17:21.920 --> 17:26.880]  businesses were buying it and the idea is someone the person who buying it was different than the person who's using it and
[17:27.360 --> 17:29.080]  that sort of
[17:29.080 --> 17:33.460]  scenario lends itself to feature lists lends itself to price competition because
[17:33.460 --> 17:37.140]  The user experience is completely divorced from the buying experience
[17:37.180 --> 17:37.700]  Yeah
[17:37.700 --> 17:41.460]  But now when it's more in the consumer space all these intangible
[17:41.580 --> 17:47.140]  Things like what it's like to use it how you feel when someone sees you pull out of your pocket like all these
[17:47.620 --> 17:55.740]  little bits and pieces that you can't really measure become much more important and as that's happened Apple has benefited and
[17:55.940 --> 18:00.900]  As devices have become more personal as devices have become with us more often
[18:00.900 --> 18:06.620]  Apple has benefited and even something like a watch that's very visible and is with you all of the time
[18:06.620 --> 18:13.780]  I mean Apple I would imagine is is salivating at the opportunity because it fits so well with their strengths. Yeah, I
[18:15.420 --> 18:16.500]  Completely agree with that
[18:16.500 --> 18:21.360]  I would say if you look at Apple zoom out to the big picture and just look at them from the founding in
[18:22.260 --> 18:28.520]  1976 to today the miracle is that they survived until now right, you know
[18:28.520 --> 18:35.740]  And and now meaning let's say the iPhone in 2007 or even the iPod let's you know, cuz that's it's that's the thing that turned
[18:35.740 --> 18:37.140]  them around
[18:37.140 --> 18:40.500]  That they made it until 2001 when they could
[18:41.720 --> 18:47.680]  Launch the iPod and and start to make you know to really grow outside the tech world
[18:48.380 --> 18:49.420]  I
[18:49.420 --> 18:54.580]  Have a friend a good friend Matt who's a fellow Yankees fan. I think he listens to the show
[18:54.580 --> 18:58.100]  He's probably gonna be thrilled. I'm talking about him, but he when I first met him
[18:58.100 --> 18:59.940]  he
[18:59.940 --> 19:04.320]  He asked me when he you know, he knew I was a Yankees fan from reading, you know during fireball
[19:05.300 --> 19:10.820]  But his theory is that there's two types of sports fans stats stats fans and story fans
[19:12.380 --> 19:13.580]  And
[19:13.580 --> 19:17.180]  You know, it's it's any anytime you try to say there's only two type of people
[19:17.180 --> 19:17.460]  Of course
[19:17.460 --> 19:23.060]  There's a gray zone and you know some stats guys are a little bit into the story side and some story guys are still
[19:23.060 --> 19:28.340]  Interested in some of the stats. I'm a story guy though in his telling where it's I
[19:28.740 --> 19:34.000]  Just don't get into the numbers that much, you know, and it's I I believe in clutch hitting
[19:34.000 --> 19:40.500]  I believe in clutch performance and I know that's one of the stats guys things, you know, like, you know, the the baseball prospectus
[19:41.020 --> 19:46.820]  Guys Bill James, you know, there's a theory that they try to back up that there's no such thing as clutch hitting
[19:46.860 --> 19:51.280]  Yeah, you know and I I say you say there's no such thing as clutch hitting and I say
[19:51.280 --> 19:55.220]  Derek Jeter and I just don't see how you could deny it
[19:56.040 --> 19:58.160]  Don't meet his spotlight, right?
[19:58.840 --> 20:01.000]  And even though to back it up and one of them, you know
[20:01.360 --> 20:06.160]  The whole Jeter farewell thing is just chock full of all these statistics and stuff like that
[20:06.940 --> 20:12.460]  but one of the most amazing ones is and I this is off the top man, I'm not gonna look it up, but it's
[20:13.900 --> 20:15.900]  He's played 158
[20:16.280 --> 20:17.880]  postseason games
[20:17.880 --> 20:23.900]  Which is you know in the regular baseball seasons 162 games and most guys would be lucky to play 158
[20:24.160 --> 20:30.680]  You know even players who aren't injured take a game off here and there so he's played easily the equivalent of a full
[20:31.160 --> 20:33.120]  regular season all
[20:33.120 --> 20:38.560]  postseason which by definition is only against the very best pitchers and
[20:39.120 --> 20:44.000]  Opposing teams don't you know every postseason game is against a team that was good enough to make it in the postseason
[20:44.000 --> 20:51.520]  And he's got like a 320 career postseason batting average, you know enough that it would win a batting title most years
[20:51.520 --> 20:53.720]  And that's ill, you know in the postseason
[20:54.640 --> 20:56.640]  no, that that's really impressive because
[20:57.500 --> 20:59.860]  Batting averages dropped significantly in the postseason
[21:00.720 --> 21:07.120]  Right because the pitching is so much better so much better. It's you know, it's it's really that that's that's the way to win
[21:07.120 --> 21:11.660]  You know postseason baseball games is to have amazing pitching. You know, it was like with the
[21:11.660 --> 21:13.660]  remember the White Sox
[21:14.380 --> 21:16.380]  when they won in
[21:16.540 --> 21:21.540]  2000 I get the year wrong six when did the year whatever year it was at the or
[21:22.020 --> 21:27.260]  Whatever year the Chicago White Sox won a decade ago. They won the World Series in four games
[21:27.260 --> 21:29.260]  There are four pitchers pitched four complete games
[21:29.540 --> 21:36.680]  It was it's like unbelievable like they had four pitchers who caught fire and were just unhittable and they just went one two
[21:36.680 --> 21:38.680]  Three four the World Series is over
[21:38.680 --> 21:41.760]  Yeah, it's like having a hot goalie in in hockey or something
[21:41.760 --> 21:48.840]  You can just shut out everything else and tech is exactly the same that there's story guys and stats guys
[21:48.840 --> 21:50.840]  and you know and the
[21:51.320 --> 21:55.740]  Tech industry was so dominated by the stats the specs
[21:56.400 --> 21:58.400]  for so long
[21:59.140 --> 22:06.360]  Because it was only tech people effectively, you know, everybody using a computer was a tech person you for some reason
[22:06.360 --> 22:12.840]  You know that that's that was the the problem Apple faced in 1984 with the Macintosh is they'd build a computer
[22:12.960 --> 22:16.140]  You know quote-unquote for the rest of us and there were times of us
[22:16.180 --> 22:22.040]  Well there they had no interest in a computer, you know, it really kind of needed the computing world needed
[22:22.920 --> 22:29.620]  The internet and to make it a communications device because that's something everybody wants to do everybody
[22:29.620 --> 22:31.620]  You know, it's it's being able to communicate that
[22:31.620 --> 22:35.660]  That turned the computer into something regular people wanted
[22:36.780 --> 22:42.500]  And by that time it was you know, it was too late Windows had become entrenched and you know
[22:42.500 --> 22:46.660]  When everybody got on the internet, it was a Windows dominated world. Yeah
[22:46.660 --> 22:51.440]  No, I think this is the key thing that every time you hear someone talk about Mac versus Windows
[22:52.580 --> 22:56.420]  it actually had very little to do with the the
[22:56.420 --> 23:03.420]  Underlined dynamics it had to do with the external context and who was buying and all that all that sort of stuff and anyone who?
[23:03.420 --> 23:05.340]  Doesn't really talk about that
[23:05.340 --> 23:09.540]  You can take in my opinion, you know their opinion with a very large grain of salt
[23:10.300 --> 23:14.900]  because that the world was just so completely and utterly different then and
[23:15.740 --> 23:18.920]  There's actually very few lessons to be drawn to today. Yeah
[23:20.340 --> 23:26.340]  The famous I brought this up and it's it's you know, maybe one of the all-time claim chowders of all time
[23:26.340 --> 23:32.560]  Is commander tacos reaction to the original iPod back in 2001 on slashdot?
[23:35.060 --> 23:42.620]  Here's his whole comment after Apple released the iPod no wireless less space than a nomad lame
[23:44.420 --> 23:45.900]  So it was all you know
[23:45.900 --> 23:51.880]  It was completely looking at it from the perspective and we laugh at that in hindsight right that the original iPod was lame
[23:51.880 --> 23:57.960]  But it it was a rational perspective from the point of view of the type of people who read slashtop
[23:57.960 --> 24:03.840]  Oh for sure. I'm surprised. The only thing he forgot to put in was was way too expensive. Yeah
[24:04.360 --> 24:07.000]  Yeah, exactly. Where maybe you know, it's
[24:09.160 --> 24:13.640]  Yeah to hit the trifecta, you know does less doesn't have wireless
[24:13.640 --> 24:18.480]  We want in everything to be wireless for whatever reason less space than a nomad remember nomads
[24:18.480 --> 24:25.000]  I mean who we've made that create every no creative labs. Yeah, I had a diamond diamond was the other one
[24:25.000 --> 24:27.000]  I had a diamond Rio
[24:27.560 --> 24:31.160]  But yeah creative labs. There's the guys who sued Apple about the
[24:32.280 --> 24:34.280]  About the sound chip in the iPod actually won
[24:34.280 --> 24:40.760]  I think that that that single Hanley kept their company afloat for I think they might still be around actually. I'm not sure
[24:41.640 --> 24:43.800]  But yeah creative technologies out of Singapore
[24:43.800 --> 24:49.880]  Right, whereas the you know, there was some amazing technology in that original iPod
[24:50.920 --> 24:56.680]  Like the the 1.8 inch hard drive. I think that's the size that it was was a new thing
[24:56.680 --> 25:02.080]  It was like nobody had used it and there's some great stories. I forget who published it originally, but it was
[25:03.480 --> 25:05.480]  What was the name that guy he was the
[25:06.760 --> 25:08.760]  He ended up at palm. Yeah
[25:08.760 --> 25:15.880]  He ended up at palm yeah, um Rubinstein Rubinstein right John Rubinstein was
[25:16.920 --> 25:19.000]  engineering head at Apple at the time and
[25:20.280 --> 25:23.280]  was over in Asia like scouting
[25:23.280 --> 25:30.160]  You know new stuff and I think it was Toshiba who'd come up with these and they were like, oh and we've got we've done this
[25:30.160 --> 25:36.720]  we've gone from 2.5 inch hard drives to 1.8 inch and nobody wants to buy them because
[25:36.720 --> 25:42.760]  Everybody's putting hard drives the smallest thing. Anybody was putting hard drives into were laptops and laptops
[25:44.360 --> 25:47.960]  In 2001 or 2000 whatever year it was
[25:49.040 --> 25:56.040]  even the small ones the difference between a 1.8 and a 2.5 inch hard drive didn't make a difference and so why spend it why
[25:56.040 --> 26:00.920]  You know everybody told Toshiba. Well, why would we spend all this money when we don't really need to save that space?
[26:00.920 --> 26:06.520]  Whereas Rubinstein looked at them and thought that's it. That's the thing we can, you know
[26:06.520 --> 26:13.600]  Do this music thing with to you know, because 2.5 was way too big. Well, what's so interesting about this whole story actually is
[26:15.240 --> 26:17.240]  It's very it's a very
[26:17.800 --> 26:22.360]  Un-apple kind of story which in some ways the iPod is a bit of an un-apple type product
[26:22.800 --> 26:29.480]  But basically in Jan so the app what a vision originally said like oh, we're gonna be like about personal video
[26:29.480 --> 26:33.720]  That's gonna be the new, you know, desktop publishing and then they're like, oh crap
[26:33.720 --> 26:38.200]  We missed the music boat and then Steve Jobs came out said actually our we have a new strategy
[26:38.200 --> 26:40.360]  It's called the digital hub strategy, right?
[26:40.360 --> 26:46.400]  And the center and we're gonna and then the rest of the event where the event where he introduced the digital hub strategy
[26:46.400 --> 26:51.200]  was in January 2001 in the same event they introduced iTunes and
[26:52.800 --> 26:55.320]  And they talked and they spent the whole time talking about music
[26:55.320 --> 27:01.800]  It was rip mix burn was the was kind of the catchphrase and the thing is the iPod didn't exist at all
[27:01.800 --> 27:07.160]  It didn't exist at Apple because John Rubinstein didn't go to Japan until February the next month
[27:07.480 --> 27:09.320]  Right and it was when he was in Japan
