[00:00.000 --> 00:03.600]  I have a good I told you I've told you before we started the show. I have a SodaStream story
[05:55.000 --> 06:01.680]  Wondering about there was this chooser extension for the classic Mac OS that if you had a local talk network if you if
[06:01.920 --> 06:04.000]  Other people had this chooser extension
[06:04.000 --> 06:06.000]  You
[06:06.000 --> 06:09.080]  Could effectively show you could like chat to them you could
[06:10.080 --> 06:15.480]  If we both had it I could look your machine if I knew and I knew your Mac's name
[06:15.480 --> 06:21.840]  I could send you a message, so it was effectively like instant messaging over the local talk network
[06:22.600 --> 06:27.800]  back in the very early 90s, and I could not remember the name of the chooser extension and
[06:27.800 --> 06:36.200]  And googling for anything like pre-google is very difficult very difficult and and googling for this
[06:36.560 --> 06:39.640]  Particular problem really unless there's some better way to phrase it
[06:40.720 --> 06:43.880]  There's a common word involved. Yeah. Yeah, it doesn't give you the answer
[06:45.560 --> 06:51.680]  And so I asked on Twitter and within like five minutes somebody was you know had the answer it was called broadcast
[06:51.680 --> 06:56.600]  And as soon as they said broadcast I was like that's it and then somebody even posted screenshots of it
[06:56.600 --> 06:58.600]  Which is amazing because if you type
[06:58.960 --> 07:05.360]  Broadcast chooser extension classic Mac OS into Google you still don't get the screenshots in there like image search
[07:05.360 --> 07:11.280]  It's it's literally on Google ball even if you know the name of it, but asking on Twitter
[07:12.320 --> 07:17.360]  Got me the answer and I have to say it does occur it often occurs to me in situations
[07:17.360 --> 07:20.500]  I think when I'm looking for the soda stream of my house like I should ask
[07:20.500 --> 07:26.460]  On Twitter, and then I realized no nobody on Twitter is going to be able to help me on this it
[07:27.020 --> 07:29.020]  Is it is support me
[07:30.100 --> 07:32.100]  Yeah, it's um I
[07:32.780 --> 07:37.900]  Yeah, it's funny. I realize I just kind of did that today. I was I was thought about the mini Microsoft
[07:37.900 --> 07:42.340]  Do you remember that guy? Oh? Yeah? He was great. Well. It's great. Yeah. He's kind of stopped, right?
[07:43.260 --> 07:44.820]  Yeah, no. That's why I asked
[07:44.820 --> 07:47.460]  He's just selling I don't know why I the guy just suddenly occurred to me
[07:47.460 --> 07:53.400]  So I just threw it on Twitter what happened to mini Microsoft and I heard from someone actually kind of off the record that said
[07:53.400 --> 07:55.400]  That they he left Microsoft
[07:55.940 --> 08:00.060]  You tell me who it was but um and then of course the joke is you know cuz you left
[08:00.060 --> 08:05.800]  You know he piped down around the time Stephen Sernoffsky was there's always a joke that Stephen Sernoffsky was actually
[08:06.540 --> 08:13.220]  Was actually mini Microsoft especially he was very complimentary of Sernoffsky in general, and you know very anti very anti Ballmer
[08:13.220 --> 08:17.860]  Um so it was actually it's not so he jumped in on the thread is like oh you got me
[08:17.900 --> 08:21.920]  But um, but no it's funny actually the funny the funniest answer though was was was
[08:22.500 --> 08:28.420]  Contra counter notions are our anonymous friend where he said he's now known as mini Amazon
[08:28.420 --> 08:31.460]  which is probably true given that he was that he was at Microsoft, but
[08:33.620 --> 08:38.820]  Yeah that that's like the most inside of both the Seattle and tech jokes as you can get
[08:38.820 --> 08:41.860]  Many of my great yeah, he used to
[08:42.900 --> 08:49.420]  And it was he it looked so beautiful too because he'd spelled Microsoft with the stock quote
[08:50.300 --> 08:57.940]  MSFT so it was M I N I M S F T and somehow like that like eight-character
[08:58.980 --> 09:04.940]  Name it looked very balanced to me, and and he was a guy for years who ran a blog where he
[09:04.940 --> 09:08.220]  And I think I don't think anybody disputes that he actually worked there
[09:08.220 --> 09:11.900]  I mean you can't he was anonymous obviously or pseudonymous would be a better way
[09:11.900 --> 09:16.420]  But he was like a pseudonymous Apple or not Apple Microsoft
[09:17.820 --> 09:23.740]  Longtime Microsoft employee who was a critic of the late Ballmer era
[09:25.420 --> 09:31.180]  But he was a critic who loved Microsoft right like that's a that's what made it so compelling and saw
[09:31.180 --> 09:38.780]  Saw tremendous potential there, and I think in hindsight was largely proven correct that what he saw as
[09:39.420 --> 09:43.340]  Folly you know and I think folly is a good way to put it
[09:44.060 --> 09:46.060]  Turned out to be correct
[09:48.220 --> 09:50.220]  Yeah, no absolutely
[09:51.260 --> 09:57.340]  And and the other thing that was amazing about it too was he had these unbelievable comment threads and all his posts because everyone at
[09:57.340 --> 09:58.620]  Microsoft was like
[09:58.620 --> 10:06.860]  Yeah, and so he would have these thousand comment long posts that up like debating stuff going back and forth like it was
[10:06.860 --> 10:09.100]  I mean he slowed down a lot the site's still there
[10:09.100 --> 10:17.500]  It's it's mini MSFT dot blogspot dot com but but I mean at the time especially when he was posting regularly like it was like the
[10:17.500 --> 10:23.420]  Outlet for for like Microsoft inks and complaints and all that sort of stuff. It was really something else. Yeah
[10:23.420 --> 10:30.700]  Imagine we had that imagine we had someone at Apple doing that like how how how many black ops would they bring in to find out?
[10:30.700 --> 10:33.740]  Who the guy was or who the gal was or whatever it might be?
[10:34.540 --> 10:38.220]  I don't think I you know that's interesting. I know that some people
[10:40.460 --> 10:44.860]  Think that I I wonder if they would I mean my understanding I know that that that
[10:45.180 --> 10:48.780]  Off-the-cuff that a lot of people seem to think that Apple
[10:48.780 --> 10:54.220]  Does um, what would you call it? Counter? Espionage?
[10:56.060 --> 10:59.820]  You know, but they don't that Apple does not
[11:02.620 --> 11:08.780]  Really my understanding I mean I can't prove it but my understanding is that Apple doesn't really have like
[11:10.540 --> 11:14.300]  Anybody inside who like investigates leaks or anything like that
[11:14.300 --> 11:22.940]  That they don't and specifically they don't because they think that if it ever leaked that they have a team that investigates leaks
[11:22.940 --> 11:30.460]  It would be the so so bad PR wise that it would be worse than the actual leaks and that the only reason that so little
[11:30.780 --> 11:32.780]  Tends to leak from Apple is
[11:32.940 --> 11:37.740]  Really, even even as their head current head count grows. It's literally just the
[11:38.380 --> 11:40.380]  internal culture of
[11:40.380 --> 11:47.340]  People who work here don't leak. Yeah, well, then I'll tell you too on the on the first day on the orientation like
[11:48.220 --> 11:52.700]  Like this orientation is very upbeat and all these great things about Apple and history and blah blah blah
[11:52.860 --> 12:00.060]  And then like this very stern looking security woman came in and like I I'm telling you we're a bunch of interns when I was there
[12:00.060 --> 12:02.860]  So like we're all kind of young and impressionable anyway
[12:02.860 --> 12:06.940]  But she put the holy fear of God in you like it was incredible
[12:06.940 --> 12:11.980]  It was it was it was delightful looking at it from the outside even as sitting there. You're like, holy crap
[12:11.980 --> 12:13.980]  I will never leak anything ever again
[12:14.860 --> 12:16.860]  It was it was it was awesome
[12:17.740 --> 12:20.540]  I remember her big example was IFO Apple store
[12:20.540 --> 12:25.900]  I think like the old the old the the old blog that that tracked Apple stores and she was like
[12:26.540 --> 12:29.820]  Yeah, I can't remember what the context was. I just remember that blog
[12:30.460 --> 12:32.460]  Was one of the examples she had
[12:32.460 --> 12:37.500]  But yeah, it was something else. But yeah, no, I agree. Obviously a harsh presentation is not gonna last that long
[12:37.500 --> 12:40.140]  it's it's absolutely a cultural cultural thing and
[12:41.740 --> 12:47.420]  Yeah, it's like there I remember going into an office and like my first couple days and someone
[12:48.060 --> 12:51.580]  Like and I was kind of jarred that they didn't hold the door open for me
[12:51.580 --> 12:57.100]  But like that would that's just the way that just you don't you don't do that right because you don't know that
[12:57.340 --> 12:59.340]  I have to badge in
[12:59.340 --> 13:03.980]  Right, you don't know though. It is it's totally a thing. Yeah. Yeah. All right
[13:03.980 --> 13:07.580]  You don't know that the guy behind you actually has the credentials to come in. All right
[13:08.220 --> 13:13.260]  You know that the guy right especially especially because the different different parts of the apple
[13:13.820 --> 13:19.100]  Will be like specified by the badge. So even though you have an apple badge, you can't necessarily get into all parts of apple
[13:19.100 --> 13:21.100]  right, so
[13:21.820 --> 13:26.380]  The guy who wrote IFO Apple store, you know, he died recently. Yeah, it's very interesting
[13:26.380 --> 13:29.500]  I was just thinking about that one. His name was Gary Allen
[13:29.500 --> 13:33.900]  I'll put a link in the show notes, but it was a good site and and it's funny because
[13:35.660 --> 13:38.700]  A lot of people I noticed I mean I wasn't like it wasn't like, you know
[13:38.700 --> 13:44.060]  first thing I do in the morning is check IFO Apple store, but you know in the racket that i'm in I obviously
[13:44.060 --> 13:49.020]  You know would come across it and it occurred to me at one point that boy IFO Apple store has really died down
[13:49.020 --> 13:53.420]  I wonder if the guy is sort of just lost his interest in it or it you know
[13:53.420 --> 13:59.900]  Now that the stores have rolled out worldwide. Is it just not interesting? And then it turned out it was you know, he was he was ill and
[14:01.900 --> 14:03.900]  I think he died
[14:04.220 --> 14:10.540]  Last fall I just look yeah, and you know, what's it's in the sights down. It's like it's a bummer. It's just yeah. I'm back later
[14:12.220 --> 14:18.140]  Suddenly I suddenly feel very mortal both because one we're like we're both getting older two
[14:18.140 --> 14:20.140]  we're talking about death and three like
[14:20.140 --> 14:25.660]  Making my living on the web and going to this guy's website that he poured his life into and there's nothing there is like now
[14:25.660 --> 14:32.220]  I'm really bummed out. I think he's written about it publicly, but my pal and you know longtime blogger at waxy.org
[14:32.220 --> 14:36.780]  Andy Bayo has you know thought about this for a long time. I mean years ago
[14:37.740 --> 14:44.300]  That that there should be some sort of you know, his idea is to somehow set up some kind of a trust
[14:44.300 --> 14:50.700]  Where people with websites can you know?
[14:51.660 --> 14:52.860]  Pay for them. Yeah
[14:52.860 --> 15:00.300]  You'd somehow somehow set up a trust where and and some sort of and like a trusted organization where you would put you know
[15:00.780 --> 15:03.100]  Trust them with the credentials for your website
[15:03.740 --> 15:05.420]  um
[15:05.420 --> 15:08.780]  And so that you can you know with some sort of?
[15:09.900 --> 15:12.380]  modicum of of financial backing
[15:12.380 --> 15:18.700]  That to keep websites up in perpetuity after you know, cuz I've you know, you know, let's face it. We're all gonna die eventually
[15:19.740 --> 15:21.740]  No, I mean
[15:21.740 --> 15:28.220]  No, it's awesome. It's something like that that WordPress or whoever should think about like there should be a button to like export as HTML and like
[15:29.580 --> 15:32.780]  Actually, I word WordPress to do this. I'll talk to Matt about it like
[15:33.500 --> 15:38.300]  Imagine being able to have it in a will whatever you you can export the site. So it's just HTML
[15:38.300 --> 15:41.740]  They're not rendering every time so it's not taking any compute resources. It's super lightweight
[15:41.740 --> 15:44.940]  And yeah, you put down it wouldn't be that much
[15:45.340 --> 15:50.460]  Honestly to be able to serve a static web page for for a very long time
[15:50.460 --> 15:56.060]  I think in the long run the biggest expense honestly would be the keeping the domain name registered. I
[15:56.940 --> 15:58.220]  You know
[15:58.220 --> 16:05.660]  And as you know, even if it's only six seven bucks a year in the long run for a statically rendered version of during fireball
[16:05.660 --> 16:09.420]  And especially as time goes on let's face it. But you know, let's just say a hundred years from now
[16:09.420 --> 16:12.980]  Uh, it's not gonna be a lot of traffic on this site
[16:15.780 --> 16:21.380]  This kind of sounds a little narcissistic when you put it that way who's gonna be reading the year 2100
[16:21.380 --> 16:23.980]  Let me see what's your tech read our comment say about this, right?
[16:23.980 --> 16:30.740]  but at least but I would like to think that it'll still be there for people to refer to and that somebody who
[16:31.420 --> 16:37.620]  You know who wants to refer to it that they can still point to the URL and it'll still respond
[16:37.620 --> 16:41.100]  This is why I'll put the the I think I said this the last time was your podcast, too
[16:41.100 --> 16:44.140]  I have a recurring donation set up for the Internet Archive and
[16:44.340 --> 16:48.740]  Like it's something I would counsel everyone to do because that is such an unbelievable resource
[16:48.740 --> 16:55.100]  It's the closest that we have. Yeah, it is and and and they do they do like really important work
[16:55.100 --> 16:59.020]  and I use it a lot I use it a lot for for my for researching stuff because
[16:59.500 --> 17:03.420]  Stuff disappears all the time. Like you'll you'll especially when you talk about the pre-google stuff
[17:03.420 --> 17:07.700]  You're trying to find stuff back in the day and you find that you find a link and you know at the end of the link
[17:07.700 --> 17:11.020]  Is what you need and then crap it's gone and then you go to Internet Archive and it's there
[17:11.020 --> 17:14.020]  So yeah, I set it up just an automatic donation every single month
[17:14.700 --> 17:20.180]  Because I mean one it's awesome two it's important and three it's like super important to my work. So yeah
[17:22.620 --> 17:27.140]  It is I've said this to people multiple times and it's one of those things I'll get to someday
[17:27.140 --> 17:31.940]  But it's one of those things where if I had like an intern or an employee or something
[17:31.940 --> 17:33.940]  but it is
[17:35.780 --> 17:39.460]  Astoundingly depressing how if you go back to like
[17:40.060 --> 17:46.900]  2004 and which was the first year where I had the the link list feature on daring fireball where I'd linked to things on a daily
[17:46.900 --> 17:48.900]  basis
[17:49.060 --> 17:53.140]  It's absolutely astounding how many of those links are 404s at this point and
[17:53.700 --> 17:57.900]  Kaki, I've talked about this like because Kaki has been doing his thing since like 1998
[17:57.900 --> 18:01.380]  If you go back to the earlier, I mean the longer you go back
[18:01.380 --> 18:06.860]  It's like almost exponential if you go back to the earlier year the earliest years of Kaki. It's it's even worse
[18:06.860 --> 18:10.260]  It's like there are the even just every year you go back
[18:10.780 --> 18:16.740]  It's worse and worse and worse. It makes a difference if it's like 2005 versus 2003 versus 2001
[18:18.140 --> 18:24.700]  It's absolutely astounding how many links are 404s really it's depressing. So my idea would be to hire somebody
[18:24.700 --> 18:26.700]  to go back and
[18:26.860 --> 18:33.980]  For every dead link see if it's available at archive org and if it is change the link to the archive or version
[18:37.580 --> 18:40.940]  It makes sense and also then it comes back to like well
[18:41.580 --> 18:46.540]  Who's how many people are gonna actually click these links? Yeah, but it's I just want it to be right
[18:46.540 --> 18:49.980]  You know what? I mean? It has nothing to do with me. No, I totally get it
[18:49.980 --> 18:59.180]  It's just that it just bothers me in a I don't know it isn't, you know in a way that my obsessions, you know
[19:00.220 --> 19:06.220]  It's I know that it's the right thing to do and it doesn't matter whether it bothers you to know that there's a bunch of
[19:06.220 --> 19:12.380]  Bad links and you know in your stream, right and I don't want any blink on during fireball to ever go bad
[19:12.380 --> 19:14.380]  I really do. I mean it. I mean I want
[19:14.380 --> 19:22.620]  everything that I've ever posted it during firewall to be a you know, a valid URL in perpetuity long past
[19:22.620 --> 19:24.620]  You know when I'm I'm
[19:24.860 --> 19:26.860]  dead I
[19:29.820 --> 19:35.420]  Was gonna say in the ground I doubt I really doubt that I'm gonna be put in the ground so I wasn't sure
[19:36.460 --> 19:41.420]  We have taken such a morbid turn. I know I think we started with we started with sparkling water
[19:41.420 --> 19:46.140]  And now we're in the ground. Well, I was gonna say until I'm in the ground. This is why I hesitated there
[19:46.140 --> 19:49.900]  I was gonna say in the ground and then I realized I really I don't want to be buried
[19:49.900 --> 19:53.660]  I think that's you know antiquated in a waste of a waste of real estate
[19:53.660 --> 19:58.700]  And so I was gonna say burned up, but then I realized if I said burned up, it's as though I'm predicting
[19:59.580 --> 20:01.820]  That I'm gonna die a terrible fire
[20:02.460 --> 20:05.740]  Which is you know, I hopefully will not be the way that I go
[20:05.740 --> 20:10.620]  Hopefully, you'll be already dead before you enter the terrible fire, right? Exactly. Uh,
[20:11.020 --> 20:15.020]  Well, what what better segue into my first thanking my first sponsor
[20:17.180 --> 20:21.900]  Hey, you're lucky I just because you launched right into it so I I had to do the panic hit record
[20:21.900 --> 20:25.660]  So I was gonna break I was gonna break. Oh, you should always be recording down
[20:27.180 --> 20:32.300]  No, I did I did I was only five seconds late. Don't worry. You missed the what's up the very enthusiastic. What's up?
[20:32.300 --> 20:39.820]  Our first sponsor is uh, our good friends at wealth front wealth front is an automated investment service
[20:39.820 --> 20:43.980]  They have over three billion dollars in client assets under management
[20:44.620 --> 20:51.420]  They manage a diversified continually rebalanced portfolio of index funds on behalf of their clients
[20:52.140 --> 20:55.740]  In a low cost and tax efficient manner
[20:56.380 --> 20:59.260]  So what you see here is that
[20:59.260 --> 21:05.920]  Efficient manner so what you do is you give well front your money and it is effectively
[21:06.460 --> 21:11.740]  Set it and forget it you don't go there and it's not like this is where you go to day trade and and
[21:12.140 --> 21:16.940]  Something like that and pick pick individual companies and and and things like that
[21:17.500 --> 21:22.220]  This is the complete opposite of this. This is not short-term active market timing trading
[21:23.420 --> 21:26.060]  This is put it in there and this is a
[21:26.060 --> 21:32.240]  A algorithm they have algorithms that are really measured for the long term
[21:32.640 --> 21:39.200]  And research shows that when individuals attempt to time the markets attempt to day trade attempt to pick individual stocks
[21:39.840 --> 21:41.080]  uh
[21:41.080 --> 21:42.400]  overwhelmingly
[21:42.400 --> 21:45.200]  They underperform, uh index funds
[21:45.840 --> 21:48.400]  And in large part because of the higher costs
[21:49.440 --> 21:54.960]  Higher taxes and just the fact that you've it's really hard to to beat the index funds
[21:54.960 --> 21:56.560]  um
[21:56.560 --> 22:00.400]  So here's a big advantage to wealthfront. They charge no trading commissions
[22:00.960 --> 22:04.640]  uh, and they charge an advisory fee of
[22:06.300 --> 22:08.320]  0.25 percent per year
[22:09.040 --> 22:13.760]  That's one fourth of one percent and that's only on assets above ten thousand dollars
[22:14.000 --> 22:17.360]  So if you only put less than ten thousand dollars into your wealthfront account
[22:17.680 --> 22:24.160]  Which is how people they know this is what people do and and it makes total sense people who get started with well wealthfront
[22:24.160 --> 22:29.360]  put like play money in there just to see if it works and then when they see that it works and they
[22:29.680 --> 22:35.600]  Give trust then they put quote-unquote real money into to wealthfront and only when you're over ten thousand dollars
[22:35.680 --> 22:40.640]  Do they start charging fees and even then the fee is only one fourth of one percent
[22:41.840 --> 22:44.640]  And you can get an additional five thousand dollars
[22:45.360 --> 22:46.320]  free
[22:46.320 --> 22:51.920]  For each friend you recommend to wealthfront and those people who you recommend your friends who you say hey, man
[22:51.920 --> 22:55.120]  I'm putting all my money in wealthfront and and you can get into
[22:55.600 --> 22:58.160]  uh, they get the five thousand dollars extra too, so
[22:58.880 --> 23:01.440]  There's no and there's no limit to the amount you can get managed free
[23:01.520 --> 23:07.360]  So put a whole bunch of friends in there and you can keep getting more and more that has no fees at all. Um,
[23:08.560 --> 23:14.400]  It's really really low fee really, uh optimized for the long term
[23:15.200 --> 23:16.640]  uh
[23:16.640 --> 23:23.040]  There's so much more and and they're they're experts on this. I'm not an expert on on investing or anything like that
[23:23.120 --> 23:29.360]  Other than the fact that I am a true believer in putting your long-term investments into index funds as a basic idea
[23:29.920 --> 23:31.200]  um
[23:31.200 --> 23:33.200]  So go there and find out more
[23:33.840 --> 23:35.840]  Uh and the url
[23:36.160 --> 23:38.160]  This is where you go wealthfront
[23:39.280 --> 23:41.280]  dot com slash the
[23:41.980 --> 23:43.120]  talk show
[23:43.120 --> 23:47.600]  Uh, really? It's it's just a great way to invest your money and it's super easy
[23:48.080 --> 23:52.640]  You just go there. You just it's no work. It's no work and your money is in uh
[23:53.440 --> 23:58.960]  In my opinion the safest, uh sort of investment that you can in the long run, which is index funds
[23:59.360 --> 24:07.200]  And they take care of all the details. Um, and they really do it in a way that minimizes your taxes and maximizes the long-term
[24:07.200 --> 24:13.520]  Um, uh after-tax returns that you'll get on your investment, so go to wealthfront.com slash the talk show
[24:15.840 --> 24:19.200]  Uh, we have a lot to talk about it's a good thing we wasted the first half hour
[24:20.400 --> 24:23.040]  On sparkling water on sparkling water nonsense
[24:24.320 --> 24:29.440]  We do uh multiple multiple topics, uh, and I think all apple related but
[24:30.000 --> 24:34.640]  Well, I want to talk to you about this stupid amazon echo that you talked me into buying
[24:34.640 --> 24:36.640]  Oh, that's right
[24:36.640 --> 24:39.520]  But we should talk about apple apple first
[24:41.360 --> 24:46.960]  And we should get to both both the apple iphone and to you and you and guys discussion on the services
[24:47.280 --> 24:53.280]  Yeah, which I thought was actually really good. I enjoyed it. I just I had one one one edition to make well make it now
[24:53.280 --> 24:54.880]  Let's do that first. Let's do that
[24:54.880 --> 25:01.840]  so last week's show guy and I spent a long time talking about your recent piece on on apple and services and and
[25:01.840 --> 25:05.120]  Their their organizational structure. So tell me what you quibble with
[25:06.320 --> 25:12.880]  The only thing I would say is is when I say apple services i'm talking about much more than just icloud
[25:13.120 --> 25:15.120]  and I think that that was a
[25:15.360 --> 25:15.680]  uh
[25:15.680 --> 25:21.840]  I did say that an article but I probably could have made the point more forcefully because people hear apple services and they think
[25:22.080 --> 25:24.080]  iCloud like icloud as it is
[25:24.640 --> 25:29.760]  I actually agree with you. It's mostly fine. Um, I think they prompt for your password when you're talking about
[25:29.760 --> 25:33.360]  um, I think they prompt for your password way too much for one, uh, but
[25:33.920 --> 25:37.600]  But when when I talk about services that includes things like the app store
[25:38.080 --> 25:45.280]  Like that is a service and I don't think it's run optimally like and I think it's to apple actually to apple's detriment
[25:45.600 --> 25:50.080]  Uh, it's things like apple pay it's things like homekit. It's all these
[25:50.700 --> 25:56.320]  Ancillary things and I think where they actually struggle the most in many cases is places where they have to foster
[25:56.320 --> 26:02.980]  Ecosystems like they have to get merchants to adopt apple pay they need to they need to get device makers to to integrate with
[26:03.380 --> 26:05.700]  With homekit they need to make it so
[26:06.020 --> 26:12.820]  Developers can build sustainable businesses on the app store like all those go into the services bucket and I think in general
[26:13.300 --> 26:16.020]  apple is not good at those and it's not just the
[26:16.580 --> 26:22.100]  timing issue it's the control issue like a big reason why apple sucks at that stuff is they
[26:22.100 --> 26:27.300]  They have a very hard time of letting go of control and so that
[26:27.860 --> 26:33.540]  That was the one thing you guys didn't talk about that part and I actually think that's the more important part because that's the potential
[26:33.540 --> 26:35.380]  Part that's what apple
[26:35.380 --> 26:38.500]  Like it's so easy to look at stuff that companies do poorly
[26:39.220 --> 26:45.380]  But often the bigger to greater damage is the stuff that's not done the advantages that aren't taken
[26:45.780 --> 26:50.580]  Advantage of or the opportunities aren't taken advantage of and so that was just the one kind of missing piece
[26:50.580 --> 26:52.580]  I don't you think apple pay is a good
[26:52.820 --> 26:56.340]  Don't you think apple pay is an example of apple getting it right where they?
[26:56.820 --> 27:02.980]  It have they've built this thing on top of they they're not requiring people to have an apple retailers to have
[27:03.460 --> 27:05.460]  a apple pay proprietary
