[00:00.000 --> 00:02.000]  Uh, are you wearing shoes?
[03:49.500 --> 03:53.500]  So that's good. That'll, I'm sure that'll work out well for him later in life.
[03:53.500 --> 04:05.500]  One of the things that Amy and I struggle with, and it is, it is different from when you and I were kids, because I would have had, well, I like playing sports and Jonas doesn't.
[04:05.500 --> 04:16.500]  So, I would go out to play actual sports. Um, and we had a community pool in, in the small town where I grew up that was where everybody hung out.
[04:16.500 --> 04:24.500]  And so we'd all, you know, in the summer, we'd every, I would go to the pool every day, just go to the pool. Uh, Jonas doesn't really have anything like that here.
[04:24.500 --> 04:38.500]  But the other thing that is different is that sometimes, not all the time, not even most of the time, but sometimes the games are actually sociable where his friends will, you know, text each other and say, let's all play whatever.
[04:38.500 --> 04:47.500]  And they, everybody, you know, it's, it seems like a very happy coincidence. I mean, maybe there's one poor kid in his gang who's got an Xbox instead of a PlayStation.
[04:47.500 --> 04:58.500]  And I just don't know about it. And he's like excluded, but they all have PlayStation fours, which I really don't remember when we got it, that it was coordinated with his friends.
[04:58.500 --> 05:02.500]  It seems like a happy coincidence. But anyway, they're all on these headsets and they're yelling at each other.
[05:02.500 --> 05:12.500]  And it's a lot like, you know, like having them over to the house, you know, the kids are in the house, except the other people's stinky kids aren't in my house. So it's actually kind of great.
[05:12.500 --> 05:29.500]  But Amy and I don't really know, you know, does that, is that, you know, a little, you know, it seems, it seems almost wrong to, to, you know, not to limit it, but to say, Hey, enough, because it seems like that's what him and his friends want to do to play with each other.
[05:29.500 --> 05:46.500]  Yeah. Which is kind of what we would have done, like going out someplace and doing something. And I imagine, I mean, I would feel, I would think that where you live, I mean, maybe he's getting old enough now, but it's not exactly the kind of environment that you would just like let a kid out the door.
[05:46.500 --> 06:02.500]  No, we, well, Amy and I differ on that a little bit. I'm a little bit more willing to start letting him go out and about. And Amy is still of the, he's 12. So just for, just for the client, not that everybody knows how old my kid is, but he's 12 heading into seventh grade.
[06:02.500 --> 06:26.500]  Amy is still very over, not overprotective, very protective. And perhaps the reason, you know, to the point where I don't, I don't, you know, I, I almost defer to her wisdom that, you know, but I still think though that I think the world at large is very different. You and I grew up as like the last of the wild feral kids.
[06:26.500 --> 06:55.500]  Yeah. I mean, I, but I just, I lived in a different environment too. I mean, it was a much more, it was a much smaller town and lots of, we had woods in the backyard and, you know, trails leading in all directions. And so we, yeah, I mean, we were just, you know, I mean, I could go out the door anytime and just play in the woods or something. Playing in the woods was the thing that we did. We don't have that. I mean, you know, if he goes out to play in the woods here, that's inhabited by homeless people.
[06:55.500 --> 07:13.500]  So it's not, it's not the same. But it is important for him to do. And we're kind of, you know, we're getting the, I mean, and we've done, you know, like he's got a friend who lives like three blocks away and, you know, we will let him walk over there anytime he wants to.
[07:13.500 --> 07:36.500]  So he's, you know, he gets, he gets, he gets, definitely gets to do some of that. And, you know, the other, like, when was it? Was it 4th of July? Anyway, it was a few weeks ago and we had some friends over and like he had a buddy with, you know, with this other couple and they, we were having dessert, I think, and we didn't, we were out of like whipped cream and he loves to have like whipped cream on his ice cream.
[07:36.500 --> 07:45.500]  So there was a, well, you know, and, you know, instead of complaining about it, why don't you walk over to the convenience store and get, you know, which is like four blocks from here. Why don't you walk to the convenience store and go get some?
[07:45.500 --> 07:59.500]  And so the two of them just, you know, we gave them like five bucks and they walked out the door and, and then, you know, they walked over and bought it and came back and, and that's the, I mean, that stuff is fine. Particularly now, I mean, you know, when there's, particularly when there's two of them, I feel much better about it.
[07:59.500 --> 08:17.500]  It seems ridiculous, right? That that's like a moment, but I know exactly what you mean. Like we're exactly at the exact same stage where it's like, well, I swear to God, it was like a couple of months ago, we gave Jonas a letter to drop in the mailbox and it was like, and he was like, are you sure?
[08:17.500 --> 08:35.500]  And we're like, we're sure it'll be all right. Take your phone. I can remember when Hank was really young. I mean, he was three maybe. And I can't remember if it was a letter, I think it was like a card or something that we had to break a birthday card for one of the grandparents or something like that.
[08:35.500 --> 08:51.500]  And he had sat down with Karen to sign it and like put it in the envelope, put a stamp on it and address it. And so they did that. And then Karen kind of like turned her back and, and, and she was like, and then like a minute or two later, we're like, where's Hank?
[08:51.500 --> 09:03.500]  Where the heck is Hank? And we noticed the front door is open and he had just like grabbed the thing. He knew where the mailbox is like three blocks away and he was booking to the mailbox.
[09:03.500 --> 09:07.500]  He was going to mail that letter. So it was like an assertion of independence.
[09:07.500 --> 09:14.500]  Well, you know, it was just, I don't even think it was, well, sort of, but I mean, I think it was mostly just like, he knew that was the next thing that needed to be done and he was going to do it.
[09:14.500 --> 09:26.500]  He was just going to take care of it. And, and this little, you know, a little three-year-old is running up, running up the street and, and this is long before he knew enough about crossing the street and, and people can bomb through this neighborhood sometimes.
[09:26.500 --> 09:40.500]  So, you know, naturally being the, the, the modern day parents that we are, we freaked out and chased after him, like tackled him like half a block away and brought him back.
[09:40.500 --> 09:47.500]  Those were idiots. Instead of like running up and saying, okay, let's go. Oh my God, where are you going? What's going on?
[09:47.500 --> 09:57.500]  And at first we didn't realize what he was doing. All we knew was that he was just like off and running. And then later I think we were like, Oh, he was going to the mailbox.
[09:57.500 --> 09:59.500]  And he had the letter.
[09:59.500 --> 10:11.500]  Yeah. Yeah. Which we should have figured out, but I think the panic of like, not seeing, you know, there's that moment where you like, you turn around and the kid's gone and you're like, Oh my God, I'm that parent.
[10:11.500 --> 10:15.500]  I'm that parent that was in the news.
[10:15.500 --> 10:30.500]  Yeah. For us, a big part of it is definitely, at least in my mind is honestly just the safety of crossing the street because it's, you know, cars go fast, fast enough that, you know, they would kill you.
[10:30.500 --> 10:37.500]  Yeah. Yeah. Well, here we have all these, you know, we have a mess of intersections with no stop signs.
[10:37.500 --> 10:43.500]  That's a four way, you know, it's like a four way, no stop and nobody knows how to deal with them.
[10:43.500 --> 10:50.500]  Technically you're supposed to let the person, like if you arrive at the same time, the person to the right has the right away.
[10:50.500 --> 10:51.500]  Oh, I didn't know that.
[10:51.500 --> 11:00.500]  Yeah. But very few people know that. And usually the way, what people think is the person who's going the fastest gets to go.
[11:00.500 --> 11:03.500]  I'm going faster than you. I should get to go.
[11:03.500 --> 11:20.500]  I grew up in the small town where Amy and I grew up was lots and lots of, almost everything was a four way stop. And what I remember, you know, in the handful of years where I was of driving age and living there was that the procedure was,
[11:20.500 --> 11:33.500]  it's like what, you know, living in suburbia full of very nice people is both drivers like wave to each other. Both of them wave saying, you go, you know, you go, you go.
[11:33.500 --> 11:40.500]  And then eventually one of you gives up after 30 seconds and goes.
[11:40.500 --> 11:46.500]  Usually what happens is you both give up at the same time and then you both start going and then the whole process starts all over again.
[11:46.500 --> 11:55.500]  Right. I like this idea and I bet you're right. That makes total sense. If I ever learned that to pass the driver's test written exam, I've since forgotten it.
[11:55.500 --> 12:04.500]  I had forgotten it for the longest time. And in our first house here, it didn't really matter because we were on a busy street and there were stop signs all the way along it.
[12:04.500 --> 12:11.500]  But then we moved to this house like 12 years ago. Yeah. And since then I've had to learn.
[12:11.500 --> 12:19.500]  How about this smart guy? What if, what if it's two cars facing each other and they both want to make lefts and they arrive at the same time?
[12:19.500 --> 12:24.500]  They both want to make lefts so they can go.
[12:24.500 --> 12:31.500]  Right? No. Yes, they can. If they're both facing, if they're across the way, they both want to make lefts so you can, they can both go.
[12:31.500 --> 12:36.500]  You mean, you mean they both want to go the same way? One wants to make left, the other one wants to make a right? Or both going to the same road?
[12:36.500 --> 12:38.500]  Yeah, something like that.
[12:38.500 --> 12:43.500]  Yeah, yeah, that I, that I think it's the person who wants to make a right who gets to go.
[12:43.500 --> 12:49.500]  Oh, because the other person is turning across traffic and must yield.
[12:49.500 --> 12:54.500]  I see what you mean. Yeah, yeah. Boy, I bet you're a good driver.
[12:54.500 --> 12:58.500]  Oh yeah, I'm an awesome driver. Doesn't everybody say that?
[12:58.500 --> 13:04.500]  I don't. It's always the other guy. I know that there's, you know, because you had your license taken away.
[13:04.500 --> 13:11.500]  A phenomenal number of people. I do. It is true that if you like the Gallup poll, it's like, do you think you're an above average driver?
[13:11.500 --> 13:17.500]  And it's, it's like 95% of all people respond. I would respond. No, I'm, I'm a terrible driver.
[13:17.500 --> 13:27.500]  Who, so who there is your, do you have, I mean, everybody has like someone that you ridicule and drivers from some other place that you ridicule.
[13:27.500 --> 13:32.500]  Is it, is it Massachusetts? I mean, Massachusetts drivers, I think are roundly lousy drivers.
[13:32.500 --> 13:40.500]  They are the worst. We lived there for two years and we never, never ceased being astounded by how bad Massachusetts drivers are.
[13:40.500 --> 13:49.500]  But here in Philly, you don't see Massachusetts drivers very often because they, even if they tried to drive down here, they would get in some kind of accident by the time they get through New York.
[13:49.500 --> 13:59.500]  They never make it. So you don't see Massachusetts license plates this far south. Here, it's New Jersey drivers. New Jersey drivers are the worst.
[13:59.500 --> 14:11.500]  And it's because, uh, New Jersey, uh, pretty much, I mean, I'm not going to say nowhere, but they, they severely limit the number of places where you can make a left turn.
[14:11.500 --> 14:22.500]  So everything is, if you want to make a left, if you're on like a, like a, one of those, like a, you know, like a retail, like all sorts of big box stores.
[14:22.500 --> 14:33.500]  And the place you want to go, yeah, the place you want to go on is on the left. You've got to like figure out whether it's before you got to look for the sign where it'll tell you if you want to get over there, make a right here.
[14:33.500 --> 14:41.500]  And all of a sudden you're driving around people's houses and stuff, and then you'd come back out and then you waited a light so that you don't have to make the left.
[14:41.500 --> 14:51.500]  So New Jersey drivers are incapable of making a left turn when they're in a place where you can make a left turn. Like you could just see the panic in their faces as they try to make a left turn.
[14:51.500 --> 14:55.500]  Who is it for you?
[14:55.500 --> 15:04.500]  Here it's a, well, it, well, things are, are much more polite out here than, I mean, I grew up on the East coast, so I feel like I'm a bit of an East coast driver.
[15:04.500 --> 15:18.500]  But when, and when I moved out here, it was very surprising to me to learn a much more polighter way of driving because you let people merge and they wave to you after they merge.
[15:18.500 --> 15:34.500]  They wave thank you. And seriously, I think that happens less the longer that I've been here, maybe because of me, but it still happens, I would say, maybe half the time.
[15:34.500 --> 15:47.500]  And I think as far as people who we consider bad drivers, it's people from Canada because they drive on the other side of the road.
[15:47.500 --> 15:56.500]  Yeah, I was going to say, I think I actually know it's just, I mean, I think actually maybe it is people from Canada just because they're, you know, they're in someplace where they don't know.
[15:56.500 --> 16:01.500]  I mean, they're, they're from out of town and they're panicking. Yeah.
[16:01.500 --> 16:14.500]  I hope we now, who have we offended so far in the show? We've offended New Jerseyans, parents, children. I still forget. I lived there for two years and I still forget what you call people from Massachusetts.
[16:14.500 --> 16:34.500]  Massachusetts. It's not mass holes, mass holes. We've offended them. That was again, that was actually a one time we were in Massachusetts and it seemed to us, we really did see, it did seem this way that the way people merge in Massachusetts is they just get up to speed and hope that there's a slot.
[16:34.500 --> 16:47.500]  Yeah. Yeah. And one time we were, Amy saw this, I didn't see it, but she was behind this guy and she could see that there was a guy, you know, coming on the right on a ramp and he was keeping pace with the car in front of her.
[16:47.500 --> 16:58.500]  And she could see that they were getting closer and closer and she was like, who's going to move is the, you know, is this guy in front of me going to get over to the passing lane and let this guy in? Is that guy going to speed up?
[16:58.500 --> 17:08.500]  Is he going to, and instead they just slowly just bumped doors to each other and then put on their turn signals and went over to the side.
[17:08.500 --> 17:21.500]  And, uh, and Amy, I think she stopped. I really think she stopped because she was like, well, I'm a witness. Maybe I should stop too. And, and it was like they were just like, and nobody was mad at each other. Everybody was like, well, what are you going to do?
[17:21.500 --> 17:31.500]  And there were like, and the other thing was that there were no other cars on the road. It was like, it wasn't like busy traffic. It was like, well, we both did what we were supposed to do. Yeah.
[17:31.500 --> 17:41.500]  And they're like, what's, you know, it's, well, what are you going to do? I also remember my commute to bare bones was about 25 minutes.
[17:41.500 --> 17:56.500]  Uh, and you know, it was like flex time. So I could, I used to come in around, you know, 10 in the morning, 10 30 or so, um, to avoid traffic. And I could, it was, it was really kind of a nice drive. It was just a straight shot. You could go at highway speed. Traffic was all over.
[17:56.500 --> 18:12.500]  Um, and in the winter, every, I mean, it was like all the time in, in the, what do you call the, the thing, the grass between the two directions, the median median. Yeah. There would be SUVs in the, you know, that, that like rolled over in the bad weather.
[18:12.500 --> 18:29.500]  Like I've never seen, I, you, you'd think like one time maybe you'd see like an SUV on the side or something like that. And, and again, it was like, and, and it never seemed like anybody was hurt. There'd be people like standing and you know, winter coats and their cell phones. I was like, well, what are you going to do? My, my SUV flipped over.
[18:29.500 --> 18:32.500]  Yeah. People have no idea how to drive in the snow out here.
[18:32.500 --> 18:47.500]  Obviously we don't get it. People shouldn't get that off. They get so much snow. I think that it was always SUVs. I think it's this mentality where people think like an SUV is good in the snow because that's, you know, it's all terrain and four wheel drive or whatever.
[18:47.500 --> 19:01.500]  When in fact it's harder to drive in the snow. Cause it's so top heavy. Yeah. Yeah. Yeah. People don't, I mean, they don't, they don't understand, um, physics. Right. And the fact that it's, you know, the heavier car is it's harder to stop.
[19:01.500 --> 19:18.500]  Yeah. I can't wait for self driving cars. I'm I, I've, I wouldn't say I have a phobia. I think I, you know, but I, I do, I do feel like it's, it's kind of terrifying how many people get killed in car accidents. Like if you just look at the statistics, it really seems like something maybe we shouldn't do.
[19:18.500 --> 19:25.500]  Yeah. And yeah, I'm not sure. I don't know. Yeah. I mean, I hope it works out. Let's put it that way.
[19:25.500 --> 19:50.500]  I just feel like, I just feel like it's one of those things where it'll happen and then everybody's going to transition and then like the accident rates are going to plummet and we're going to look back at like, you know, the 75, 80 year period where everybody in North America was driving themselves everywhere and getting killed as like barbaric.
[19:50.500 --> 20:07.500]  Like what the hell? What the hell was that? Yeah. What were we doing? Um, I mean, I guess that guy who was killed driving the Tesla was, was sort of thinking that we were there already. Yeah. Yeah. That's an interesting story. He was, what was he doing? He was like watching Star Wars or Star Trek or something.
[20:07.500 --> 20:35.500]  I think, yeah, I think that's right. I think he was what I thought it was the Star Trek movie, but I can't, I can't remember. I mean, I'd really hate to laugh. I, I, you know, it's a tragedy. I mean, it's the guy's dead, but it, it, you know, it really seems to me like if I was going to trust that I would really, you know, that's where, you know, maybe you really read the manual and where it says very clearly, Hey, this is like, you've still take your hands off the wheel, right?
[20:35.500 --> 20:47.500]  You just rest your hands on the wheel and be alert and, you know, ready to take over at him in a moment. Well then I would think, okay, that's how I'll drive. You know, it's that it's sort of like cruise cruise control with turns.
[20:47.500 --> 21:03.500]  And, uh, it's just seems ridiculous. And it really, it kind of makes me mad because it's like, you know, you know, it's giving self driving cars, a bad name, you know, that there's a guy now there's a nut who got killed.
[21:03.500 --> 21:18.500]  Right. I've seen the videos. Have you seen the videos of people like doing that? I, I, you know, like I've seen like YouTube videos where guys like, and it's always guys, of course, start the Tesla thing going and then they like climb into the back seat.
[21:18.500 --> 21:34.500]  It's, it's crazy. Like just because, you know, I mean like they know they're going to get a lot of YouTube hits, right? Right. Yeah. But it's terrifying. It's worth risking your life. Right.
[21:34.500 --> 21:47.500]  Oh yeah. I fear that one day that'll be my kid. Yeah. I wonder if our kids are going to learn to drive. I don't know. You might because it's that self driving stuff might not come soon enough.
[21:47.500 --> 22:01.500]  But it doesn't seem like it's going to come real soon. But given that we live in a city, I don't know that Jonas would learn to drive anyway. You know? Yeah. Like a lot of, when I was in college, I knew a couple of kids who grew up in Philadelphia and they didn't know how to drive.
[22:01.500 --> 22:25.500]  And didn't care. And now, and Uber just makes it even, you know, more tenable to not know how to drive. Yeah. Yeah. I was, I was interested to see, we have some friends who, whose kids were, actually now that I think they're in college, but when I saw them like a year and a half ago, they were,
[22:25.500 --> 22:34.500]  just they were Ubering everything and they were basically just, and they were in high school and they were calling up Uber left and right. Yeah.
[22:34.500 --> 22:40.500]  It's definitely, definitely much more likely to do with the younger you are, I guess. Yeah.
[22:40.500 --> 22:56.500]  Let me take a break and thank our first sponsor. It's our good friends at audible.com. They have a 30 day free trial and you can go to audible.com slash talk show to get started. They've got an unmatched selection of audio books, original audio shows,
[22:56.500 --> 23:11.500]  but they also have stuff like news, comedy, and more. It's not just, it's not just audio books anymore. I think that's what it used to be, or at least that's what I thought it was, but it's really just about anything you want to listen to. If you can listen to it, audible has it.
[23:11.500 --> 23:31.500]  And to say that they have virtually any genre and thousands of books, I mean, it's just crazy. They got like any book you look for, it's there. They're great for flights, they're great for road trips, and it's especially great for your daily commute or any place where you wish that there were more episodes of the talk show to listen to.
[23:31.500 --> 23:45.500]  But there aren't, well, go to audible, you'll get all the stuff you can want to listen to. So begin your free 30 day trial. And I'm telling you, it's 30 days where you can listen to anything you want. I mean, they got it all.
[23:45.500 --> 24:05.500]  And you get your first audio book for free, and there's no stress or obligation you can cancel at any time. Just go to audible.com slash talk show, audible.com slash talk show, and they'll know you came from here. And I thank audible sincerely for their continuing sponsorship of this fine talk show.
[24:05.500 --> 24:23.500]  Do you want a recommendation? Yeah, I would love a recommendation. I'm not listening to an audible right now, but it is available on audible. It's Leviathan Wakes. It's a science fiction book, and it's part of the Expanse series that is being made into a sci-fi show, which is really good.
[24:23.500 --> 24:39.500]  I just read a book on vacation. I guess I could recommend it. It's called Trigger Mortis. It's a James Bond novel written by Anthony Horowitz.
[24:39.500 --> 25:03.500]  And it's corny. They keep writing these James Bond novels. Ian Fleming's been dead, I think, 50 years. But this one's cool. It's set. It's not set in modern days. It's set two weeks after the end of Goldfinger. And Bond is still bouncing around with Pussy Galore at the beginning of the book.
[25:03.500 --> 25:11.500]  Huh. That's cool. Yeah, I enjoyed it. So, I mean, there's one. You know, go listen to that on audible.
[25:11.500 --> 25:28.500]  Hey, I saw a story. I wanted to know if you saw this. It was on The Verge about a week ago by Dieter Bohn. And the headline is, Google is making better apps for the iPhone than for Android.
[25:28.500 --> 25:38.500]  And it's talking about things like motion stills. Have you ever seen that app? That's the app where you can take your live photos and it kind of smooths them out and smooths out the motion.
[25:38.500 --> 25:43.500]  And lets you do things like turn them into animated gifs and videos.
[25:43.500 --> 25:46.500]  Yeah, I keep meaning to get that and I have not gotten that yet.
[25:46.500 --> 25:59.500]  It's a really, really good app. And I actually haven't. I don't know. I don't have iOS 10 installed on my phone yet. I don't have it on my iPad.
[25:59.500 --> 26:05.500]  But I don't think Apple did anything with live pictures in iOS.
[26:05.500 --> 26:16.500]  I really feel like this app is filling in something that should be built into iOS, which is turn these live photos, which I still think are a great feature.
[26:16.500 --> 26:24.500]  I tend to keep it on all the time because my phone has plenty of space. And why not capture more info?
[26:24.500 --> 26:31.500]  The only reason I can think of not to use live pictures is if you're worried about the extra space that they take up.
[26:31.500 --> 26:40.500]  But it's so hard to share. Some people find the image moving annoying, but I think you're right. It's probably mostly a space issue.
[26:40.500 --> 26:52.500]  Yeah, but it's just so curious to me that they didn't come up with a way to share them as, you know, I don't know if they do gifs, but it seems a little beneath Apple.
[26:52.500 --> 27:02.500]  But it's, you know, the magic of animated gifs is I still can't believe we're using these things. I mean, who would have thought the gif image format would make a comeback?
[27:02.500 --> 27:09.500]  256 colors. But being able to share them as a standard movie that you could post.
[27:09.500 --> 27:20.500]  Isn't it basically, is it not basically just a series of, you know, it's like a, whatever the, you know, the way they used to make movies. It's just a series of stills.
[27:20.500 --> 27:33.500]  No, it's not. It's, it's one high res, full, you know, the full resolution that you have your camera set to shoot at, still JPEG. And it's like a sidecar movie.mov file.
[27:33.500 --> 27:35.500]  No, well, you're talking about, I'm talking about animated gifs.
[27:35.500 --> 27:44.500]  Oh, animated gifs. Yes, animated gifs are just, yes, they're just, it's animated gifs image format is just, you know, take a bunch of stills.
[27:44.500 --> 27:45.500]  Right.
[27:45.500 --> 27:46.500]  And each one has a,
[27:46.500 --> 27:48.500]  Yeah, it's like a flip, it's like a flip book.
[27:48.500 --> 27:56.500]  Yeah. And you can set each, cause I remember as a web developer, oh my God, what was that? De-babilizer, remember that app?
[27:56.500 --> 27:57.500]  Oh yeah.
[27:57.500 --> 28:13.500]  You needed it because it was like, you know, it would, it would crush them down to like the minimum size and it would dither the colors in a really pleasing way and, you know, get, get it down to like six bytes or whatever, six kilobytes.
[28:13.500 --> 28:24.500]  And you could also set that the format it's, it's actually kind of a nice format except for the, you know, are nice in terms of being easily understandable, not nice and being high fidelity.
[28:24.500 --> 28:31.500]  But I think that each frame can have its own color palette.
[28:31.500 --> 28:38.500]  It's not like one color palette of 256 colors for the entire mission. I think that each one can do that.
[28:38.500 --> 28:42.500]  And you could also set how long the duration of each frame.
[28:42.500 --> 28:49.500]  So you can do things like say it's show this frame for one second, this frame for one second, but show this frame for three seconds.
[28:49.500 --> 28:50.500]  Right.
[28:50.500 --> 28:52.500]  I think, if I recall correctly.
[28:52.500 --> 29:03.500]  I think, no, I think that's, I think that's correct because I long, long ago I made some by hand and I don't remember why, but, and I don't, Jesus, I can't even remember what it was in.
[29:03.500 --> 29:10.500]  I think maybe it was back when I had a copy of Photoshop, which I don't have anymore, but I think you're, I think that's correct.
[29:10.500 --> 29:23.500]  But when I linked to it, the motion, Google's motion stills app, I laughed and made a point of saying, look at the comments because the comments are all from these people with Android phones saying, come on Google, this is ridiculous.
[29:23.500 --> 29:30.500]  You know, I can't believe you did this for iPhone and not Android.
[29:30.500 --> 29:32.500]  Even though Android doesn't have live photos.
[29:32.500 --> 29:34.500]  Doesn't have live photos.
[29:34.500 --> 29:49.500]  Right. And then somebody pointed that out and then somebody else said, well, there's one, there's one HTC phone that they, you know, they obviously can't call it live photos, but they have, it has the same, you know, same basic feature.
[29:49.500 --> 29:56.500]  So out of like 3000 Android phones, there's one that has it.
[29:56.500 --> 30:04.500]  But there's other apps too that people are talking about, you know, that there's, you know, just, and there's, he links to it here.
[30:04.500 --> 30:25.500]  There's a previous article from May about some other guy named Ben Popper at the Verge is, you know, whole, wholly invested in the Google ecosystem, but uses iOS and that he's, that their apps are so good that they, you know, he sees no reason to switch to Android that he, you know,
[30:25.500 --> 30:30.500]  does his email with the inbox app, Google calendar app.
[30:30.500 --> 30:37.500]  Oh, the other one too is the Google, there's the Google G board keyboard that a lot of people think is like the best third party keyboard for iOS.
[30:37.500 --> 30:39.500]  Oh, right. Yeah. Yeah.
[30:39.500 --> 30:42.500]  And it has some cool features.
[30:42.500 --> 30:56.500]  Some of them are coming in iOS 10, like the ability to type words and get the emoji, you know, suggestions, you know, like if you type coffee and maybe you'll get the, you know, one of the suggestions will be the coffee emoji.
[30:56.500 --> 31:12.500]  But there was another one. That's another one too, where, where, when Google announced the Google G board thing, the comments were half people saying this is great and half Android users saying, how can you make this for iOS and not for Android?
[31:12.500 --> 31:27.500]  But I'm curious what you think about that and why, why do you think it might be that, that Google does seemingly, you know, at least as good or as popular their apps are on iOS?
[31:27.500 --> 31:29.500]  You know, what's going on?
[31:29.500 --> 31:38.500]  Well, I don't know if it's still the case cause I haven't seen the numbers recently, but for a long time they were making more money off of iOS than they were off of Android.
[31:38.500 --> 31:42.500]  Advertising. Yeah, I believe that. Dollars. Right.
[31:42.500 --> 31:50.500]  So it would make more sense to invest more in the platform that's making you more money regardless of whether you made it or not.
